  1240  419.72    7.244  -13.09    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1242  419.21    7.254  -13.15    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1244  418.60    7.265  -13.24    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1246  417.87    7.278  -13.36    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1248  417.23    7.290  -13.37    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1250  416.65    7.300  -13.34    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1252  415.99    7.312  -13.37    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1254  415.35    7.324  -13.37    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1256  414.71    7.336  -13.45    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1258  414.06    7.348  -13.62    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1260  413.41    7.360  -13.73    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1262  412.75    7.372  -13.85    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1264  412.16    7.383  -14.01    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1266  411.63    7.392  -14.08    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1268  411.19    7.400  -14.07    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1270  410.74    7.409  -14.12    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1272  410.23    7.418  -14.25    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1274  409.67    7.429  -14.40    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1276  409.11    7.439  -14.48    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1278  408.54    7.449  -14.53    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1280  407.86    7.462  -14.62    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1282  407.17    7.475  -14.72    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1284  406.54    7.487  -14.74    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1286  405.92    7.498  -14.72    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1288  405.36    7.509  -14.76    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1290  404.90    7.517  -14.84    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1292  404.38    7.527  -14.97    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1294  403.78    7.538  -15.14    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1296  403.13    7.550  -15.30    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1298  402.46    7.563  -15.38    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1300  401.86    7.574  -15.42    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1302  401.36    7.583  -15.44    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1304  400.91    7.592  -15.49    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1306  400.40    7.602  -15.61    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1308  399.77    7.613  -15.68    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1310  399.15    7.625  -15.71    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1312  398.60    7.635  -15.78    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1314  398.06    7.646  -15.82    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1316  397.55    7.655  -15.83    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1318  397.13    7.663  -15.81    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1320  396.75    7.670  -15.79    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1322  396.36    7.678  -15.87    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1324  396.01    7.685  -15.85    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1326  395.68    7.691  -15.82    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1328  395.27    7.699  -15.90    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1330  394.77    7.708  -15.99    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1332  394.27    7.718  -16.03    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1334  393.76    7.727  -16.05    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1336  393.35    7.735  -16.06    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1338  392.98    7.742  -16.08    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1340  392.58    7.750  -16.12    6.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1342  392.23    7.757  -16.15    6.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1344  391.85    7.764  -16.18    6.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1346  391.44    7.772  -16.22    6.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1348  391.06    7.779  -16.29    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1350  390.66    7.787  -16.35    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1352  390.21    7.796  -16.39    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1354  389.76    7.804  -16.47    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3400 9000.00000 9000.00000 9000.000
  1356  389.35    7.812  -16.53    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1358  388.89    7.821  -16.60    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1360  388.45    7.830  -16.66    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1362  388.05    7.837  -16.72    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1364  387.63    7.845  -16.78    7.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1366  387.19    7.854  -16.83    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1368  386.78    7.862  -16.86    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3300 9000.00000 9000.00000 9000.000
  1370  386.38    7.870  -16.90    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1372  385.98    7.877  -16.92    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1374  385.59    7.885  -16.96    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1376  385.19    7.893  -17.00    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1378  384.80    7.900  -17.08    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3200 9000.00000 9000.00000 9000.000
  1380  384.40    7.908  -17.16    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1382  384.02    7.916  -17.23    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1384  383.67    7.922  -17.26    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1386  383.24    7.931  -17.26    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1388  382.85    7.938  -17.34    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3100 9000.00000 9000.00000 9000.000
  1390  382.48    7.946  -17.44    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1392  382.08    7.953  -17.47    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1394  381.67    7.962  -17.51    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1396  381.27    7.969  -17.63    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1398  380.88    7.977  -17.76    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1400  380.46    7.985  -17.79    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1402  380.05    7.993  -17.82    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1404  379.67    8.001  -17.91    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1406  379.27    8.009  -18.02   10.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1408  378.88    8.016  -18.06   10.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1410  378.46    8.025  -18.11   10.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1412  378.04    8.033  -18.24   10.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1414  377.65    8.041  -18.33   10.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1416  377.23    8.049  -18.38   11.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.3000 9000.00000 9000.00000 9000.000
  1418  376.83    8.057  -18.43   11.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1420  376.44    8.065  -18.47   12.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1422  376.03    8.073  -18.51   12.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1424  375.65    8.080  -18.57   12.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2900 9000.00000 9000.00000 9000.000
  1426  375.24    8.088  -18.70   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2800 9000.00000 9000.00000 9000.000
  1428  374.81    8.097  -18.80   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2800 9000.00000 9000.00000 9000.000
  1430  374.42    8.105  -18.81   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2800 9000.00000 9000.00000 9000.000
  1432  374.05    8.112  -18.80   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2700 9000.00000 9000.00000 9000.000
  1434  373.68    8.119  -18.89   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2700 9000.00000 9000.00000 9000.000
  1436  373.30    8.127  -19.02   15.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2600 9000.00000 9000.00000 9000.000
  1438  372.95    8.134  -19.05   16.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2600 9000.00000 9000.00000 9000.000
  1440  372.58    8.141  -19.04   16.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2500 9000.00000 9000.00000 9000.000
  1442  372.18    8.149  -19.11   16.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2400 9000.00000 9000.00000 9000.000
  1444  371.79    8.157  -19.15   16.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2400 9000.00000 9000.00000 9000.000
  1446  371.39    8.165  -19.19   15.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2300 9000.00000 9000.00000 9000.000
  1448  371.01    8.173  -19.25   15.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2300 9000.00000 9000.00000 9000.000
  1450  370.66    8.180  -19.29   15.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2200 9000.00000 9000.00000 9000.000
  1452  370.27    8.188  -19.34   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2200 9000.00000 9000.00000 9000.000
  1454  369.84    8.196  -19.38   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2200 9000.00000 9000.00000 9000.000
  1456  369.44    8.204  -19.45   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2200 9000.00000 9000.00000 9000.000
  1458  369.05    8.212  -19.54   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2100 9000.00000 9000.00000 9000.000
  1460  368.68    8.220  -19.57   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2100 9000.00000 9000.00000 9000.000
  1462  368.30    8.227  -19.55   14.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2100 9000.00000 9000.00000 9000.000
  1464  367.92    8.235  -19.60   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2100 9000.00000 9000.00000 9000.000
  1466  367.56    8.242  -19.75   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2100 9000.00000 9000.00000 9000.000
  1468  367.18    8.250  -19.83   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1470  366.81    8.257  -19.87   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1472  366.44    8.265  -19.91   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1474  366.07    8.272  -19.97   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1476  365.69    8.280  -20.00   13.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1478  365.31    8.288  -20.03   12.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1480  364.92    8.296  -20.10   12.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1482  364.52    8.304  -20.20   12.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1484  364.11    8.312  -20.28   11.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1486  363.70    8.320  -20.30   11.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1488  363.32    8.328  -20.30   10.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1490  362.95    8.336  -20.28    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1492  362.56    8.344  -20.25    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1494  362.16    8.352  -20.25    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1496  361.78    8.360  -20.34    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1498  361.40    8.367  -20.45    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1500  361.04    8.375  -20.54    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1502  360.70    8.382  -20.61    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1504  360.37    8.389  -20.59    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1506  360.01    8.396  -20.53    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1508  359.61    8.404  -20.59    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1510  359.21    8.412  -20.67    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1512  358.85    8.420  -20.78    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.2000 9000.00000 9000.00000 9000.000
  1514  358.50    8.427  -20.87    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1516  358.15    8.434  -20.93    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1518  357.79    8.442  -20.97    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1520  357.43    8.449  -20.95    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1522  357.05    8.457  -21.02    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1524  356.68    8.465  -21.07    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1526  356.31    8.472  -21.15    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1528  355.95    8.480  -21.24    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1530  355.58    8.487  -21.33    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1532  355.22    8.495  -21.40    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1534  354.84    8.503  -21.47    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1536  354.47    8.510  -21.54    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1538  354.14    8.517  -21.56    8.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1540  353.76    8.525  -21.62    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1542  353.38    8.533  -21.69    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
  1544  353.00    8.541  -21.78    9.0 9000.0000 9000.0000    0.00 9000.00 9000.00 9000.00    0.1900 9000.00000 9000.00000 9000.000
