36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:26 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200129
Launch Time (UT)                  : 07:41:18
Burst Pressure (hPa)              : 7.31
Integrated O3 to end of data (DU) : 188.91
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2633312
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33248
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.900
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
   134  757.19    2.532   12.71   81.0    1.7606    0.0233    1.19   27.00    5.20   30.55    0.5000   -1.30630   36.75630 9000.000
   136  756.05    2.545   12.66   81.0    1.7606    0.0233    1.22   28.00    5.30   30.55    0.5000   -1.30640   36.75630 9000.000
   138  755.10    2.556   12.63   81.0    1.7606    0.0233    1.23   29.00    5.40   30.56    0.5000   -1.30650   36.75630 9000.000
   140  754.40    2.563   12.64   81.0    1.7214    0.0228    1.25   30.00    5.50   30.55    0.4900   -1.30660   36.75630 9000.000
   142  753.81    2.570   12.69   80.0    1.7214    0.0228    1.26   31.00    5.70   30.55    0.4900   -1.30660   36.75630 9000.000
   144  753.08    2.578   12.64   80.0    1.7214    0.0229    1.27   31.00    5.80   30.55    0.4900   -1.30660   36.75620 9000.000
   146  752.28    2.587   12.50   79.0    1.7214    0.0229    1.28   32.00    5.90   30.55    0.4900   -1.30670   36.75610 9000.000
   148  751.46    2.596   12.47   79.0    1.7214    0.0229    1.30   33.00    6.10   30.55    0.4900   -1.30680   36.75600 9000.000
   150  750.75    2.604   12.54   78.0    1.7216    0.0229    1.31   33.00    6.20   30.57    0.4900   -1.30690   36.75590 9000.000
   152  750.11    2.611   12.56   76.0    1.7216    0.0230    1.32   34.00    6.30   30.57    0.4900   -1.30710   36.75580 9000.000
   154  749.41    2.619   12.48   76.0    1.7216    0.0230    1.34   34.00    6.40   30.58    0.4900   -1.30720   36.75570 9000.000
   156  748.63    2.628   12.40   77.0    1.7216    0.0230    1.35   34.00    6.50   30.58    0.4900   -1.30740   36.75570 9000.000
   158  747.76    2.638   12.39   78.0    1.7217    0.0230    1.37   35.00    6.50   30.59    0.4900   -1.30750   36.75570 9000.000
   160  746.93    2.647   12.41   78.0    1.7217    0.0231    1.38   35.00    6.50   30.59    0.4900   -1.30750   36.75570 9000.000
   162  746.09    2.657   12.43   78.0    1.6826    0.0226    1.40   36.00    6.50   30.60    0.4800   -1.30760   36.75560 9000.000
   164  745.30    2.665   12.40   76.0    1.6826    0.0226    1.41   37.00    6.50   30.60    0.4800   -1.30760   36.75550 9000.000
   166  744.55    2.674   12.25   76.0    1.6827    0.0226    1.42   38.00    6.40   30.61    0.4800   -1.30770   36.75530 9000.000
   168  743.75    2.683   12.06   77.0    1.7219    0.0232    1.44   39.00    6.40   30.63    0.4900   -1.30790   36.75520 9000.000
   170  742.83    2.693   11.92   79.0    1.7219    0.0232    1.45   40.00    6.30   30.63    0.4900   -1.30800   36.75520 9000.000
   172  741.81    2.705   11.83   80.0    1.7220    0.0232    1.47   42.00    6.20   30.64    0.4900   -1.30810   36.75520 9000.000
   174  740.85    2.716   11.80   81.0    1.7220    0.0232    1.49   43.00    6.10   30.65    0.4900   -1.30810   36.75520 9000.000
   176  740.04    2.725   11.81   80.0    1.7221    0.0233    1.51   45.00    6.10   30.66    0.4900   -1.30820   36.75510 9000.000
   178  739.32    2.733   11.79   79.0    1.7221    0.0233    1.52   46.00    6.00   30.66    0.4900   -1.30820   36.75500 9000.000
   180  738.51    2.742   11.65   79.0    1.7221    0.0233    1.53   48.00    6.00   30.67    0.4900   -1.30830   36.75480 9000.000
   182  737.63    2.752   11.48   80.0    1.7222    0.0233    1.55   49.00    6.00   30.68    0.4900   -1.30840   36.75470 9000.000
   184  736.64    2.763   11.42   80.0    1.7222    0.0234    1.57   51.00    6.00   30.68    0.4900   -1.30850   36.75470 9000.000
   186  735.51    2.776   11.35   81.0    1.7221    0.0234    1.59   52.00    6.00   30.67    0.4900   -1.30860   36.75460 9000.000
   188  734.49    2.788   11.28   81.0    1.7221    0.0234    1.61   53.00    6.10   30.67    0.4900   -1.30870   36.75450 9000.000
   190  733.64    2.798   11.27   81.0    1.7221    0.0235    1.62   54.00    6.20   30.67    0.4900   -1.30870   36.75450 9000.000
   192  732.87    2.806   11.26   81.0    1.7221    0.0235    1.64   54.00    6.20   30.67    0.4900   -1.30870   36.75440 9000.000
   194  732.01    2.816   11.15   81.0    1.7221    0.0235    1.65   55.00    6.30   30.66    0.4900   -1.30870   36.75430 9000.000
   196  731.13    2.826   11.04   81.0    1.7221    0.0236    1.67   55.00    6.30   30.66    0.4900   -1.30880   36.75420 9000.000
   198  730.26    2.836   10.93   81.0    1.7220    0.0236    1.69   55.00    6.40   30.65    0.4900   -1.30890   36.75410 9000.000
   200  729.24    2.848   10.79   81.0    1.7220    0.0236    1.71   55.00    6.40   30.65    0.4900   -1.30900   36.75400 9000.000
   202  728.17    2.860   10.69   81.0    1.7220    0.0236    1.73   55.00    6.40   30.65    0.4900   -1.30900   36.75390 9000.000
   204  727.25    2.871   10.63   81.0    1.7221    0.0237    1.74   54.00    6.30   30.66    0.4900   -1.30910   36.75370 9000.000
   206  726.53    2.879   10.61   81.0    1.7221    0.0237    1.76   54.00    6.20   30.67    0.4900   -1.30930   36.75360 9000.000
   208  725.75    2.888   10.56   81.0    1.6830    0.0232    1.77   53.00    6.10   30.67    0.4800   -1.30940   36.75350 9000.000
   210  724.91    2.898   10.55   80.0    1.6830    0.0232    1.79   52.00    6.00   30.67    0.4800   -1.30940   36.75340 9000.000
   212  724.01    2.908   10.48   81.0    1.6830    0.0232    1.80   51.00    5.80   30.67    0.4800   -1.30940   36.75340 9000.000
   214  723.03    2.919   10.29   81.0    1.6830    0.0233    1.82   50.00    5.60   30.67    0.4800   -1.30940   36.75330 9000.000
   216  722.02    2.931   10.16   82.0    1.6831    0.0233    1.84   49.00    5.40   30.68    0.4800   -1.30960   36.75330 9000.000
   218  721.02    2.943   10.08   82.0    1.6831    0.0233    1.86   48.00    5.30   30.69    0.4800   -1.30970   36.75320 9000.000
   220  720.01    2.954   10.03   82.0    1.6832    0.0234    1.88   46.00    5.10   30.70    0.4800   -1.30970   36.75310 9000.000
   222  719.03    2.966    9.97   82.0    1.6832    0.0234    1.89   45.00    5.00   30.70    0.4800   -1.30970   36.75300 9000.000
   224  718.19    2.975    9.93   82.0    1.6832    0.0234    1.91   44.00    4.90   30.71    0.4800   -1.30970   36.75300 9000.000
   226  717.38    2.985    9.82   83.0    1.6832    0.0235    1.93   43.00    4.80   30.72    0.4800   -1.30980   36.75300 9000.000
   228  716.49    2.995    9.59   84.0    1.6833    0.0235    1.94   42.00    4.70   30.73    0.4800   -1.30990   36.75300 9000.000
   230  715.56    3.006    9.46   84.0    1.6833    0.0235    1.96   42.00    4.60   30.73    0.4800   -1.31000   36.75290 9000.000
   232  714.58    3.017    9.37   84.0    1.6834    0.0236    1.98   42.00    4.60   30.74    0.4800   -1.31010   36.75280 9000.000
   234  713.62    3.028    9.32   84.0    1.6834    0.0236    2.00   42.00    4.60   30.74    0.4800   -1.31010   36.75270 9000.000
   236  712.67    3.039    9.31   84.0    1.6834    0.0236    2.01   43.00    4.60   30.75    0.4800   -1.31010   36.75260 9000.000
   238  711.75    3.050    9.26   85.0    1.6835    0.0237    2.03   44.00    4.60   30.76    0.4800   -1.31020   36.75260 9000.000
   240  710.93    3.060    9.18   85.0    1.6834    0.0237    2.05   46.00    4.60   30.75    0.4800   -1.31020   36.75260 9000.000
   242  710.08    3.070    9.05   85.0    1.6834    0.0237    2.06   47.00    4.60   30.75    0.4800   -1.31040   36.75260 9000.000
   244  708.97    3.083    8.87   86.0    1.6835    0.0237    2.08   49.00    4.70   30.76    0.4800   -1.31050   36.75250 9000.000
   246  707.69    3.098    8.75   86.0    1.6835    0.0238    2.11   51.00    4.80   30.77    0.4800   -1.31050   36.75240 9000.000
   248  706.34    3.114    8.61   86.0    1.6836    0.0238    2.13   52.00    4.90   30.77    0.4800   -1.31060   36.75240 9000.000
   250  705.00    3.129    8.47   87.0    1.6836    0.0239    2.16   53.00    5.00   30.77    0.4800   -1.31060   36.75230 9000.000
   252  703.82    3.143    8.39   88.0    1.6836    0.0239    2.18   54.00    5.10   30.78    0.4800   -1.31060   36.75230 9000.000
   254  702.95    3.153    8.47   87.0    1.6836    0.0240    2.20   54.00    5.30   30.78    0.4800   -1.31060   36.75210 9000.000
   256  702.25    3.162    8.58   85.0    1.6836    0.0240    2.21   53.00    5.40   30.78    0.4800   -1.31060   36.75200 9000.000
   258  701.37    3.172    8.57   84.0    1.6836    0.0240    2.23   53.00    5.50   30.78    0.4800   -1.31060   36.75190 9000.000
   260  700.45    3.183    8.47   84.0    1.6836    0.0240    2.24   52.00    5.70   30.77    0.4800   -1.31070   36.75180 9000.000
   262  699.67    3.192    8.39   84.0    1.6835    0.0241    2.26   51.00    5.80   30.76    0.4800   -1.31080   36.75170 9000.000
   264  698.90    3.201    8.30   84.0    1.6836    0.0241    2.27   50.00    6.00   30.77    0.4800   -1.31090   36.75160 9000.000
   266  698.01    3.212    8.17   85.0    1.6836    0.0241    2.29   49.00    6.10   30.78    0.4800   -1.31100   36.75160 9000.000
   268  696.91    3.225    8.06   86.0    1.6836    0.0242    2.31   48.00    6.20   30.78    0.4800   -1.31110   36.75160 9000.000
   270  695.65    3.240    7.96   87.0    1.6836    0.0242    2.33   48.00    6.30   30.79    0.4800   -1.31120   36.75150 9000.000
   272  694.39    3.255    7.90   87.0    1.6836    0.0242    2.36   47.00    6.50   30.79    0.4800   -1.31120   36.75140 9000.000
   274  693.13    3.270    8.07   85.0    1.6836    0.0243    2.38   48.00    6.60   30.79    0.4800   -1.31130   36.75130 9000.000
   276  691.90    3.284    8.24   82.0    1.6445    0.0238    2.41   48.00    6.70   30.79    0.4700   -1.31140   36.75120 9000.000
   278  690.76    3.298    8.21   81.0    1.6445    0.0238    2.43   49.00    6.90   30.79    0.4700   -1.31150   36.75110 9000.000
   280  689.68    3.311    8.16   81.0    1.6446    0.0238    2.45   50.00    7.00   30.80    0.4700   -1.31170   36.75100 9000.000
   282  688.63    3.324    8.13   80.0    1.6445    0.0239    2.47   51.00    7.20   30.79    0.4700   -1.31170   36.75090 9000.000
   284  687.60    3.336    8.14   78.0    1.6446    0.0239    2.49   52.00    7.40   30.80    0.4700   -1.31170   36.75070 9000.000
   286  686.63    3.348    8.18   76.0    1.6445    0.0240    2.50   54.00    7.60   30.79    0.4700   -1.31180   36.75070 9000.000
   288  685.56    3.361    8.20   74.0    1.6445    0.0240    2.53   55.00    7.90   30.78    0.4700   -1.31190   36.75070 9000.000
   290  684.41    3.375    8.32   70.0    1.6445    0.0240    2.55   56.00    8.20   30.78    0.4700   -1.31200   36.75060 9000.000
   292  683.35    3.387    8.52   66.0    1.6445    0.0241    2.57   57.00    8.40   30.78    0.4700   -1.31200   36.75040 9000.000
   294  682.35    3.399    8.71   61.0    1.6445    0.0241    2.59   58.00    8.70   30.78    0.4700   -1.31210   36.75020 9000.000
   296  681.48    3.410    8.92   58.0    1.6445    0.0241    2.60   59.00    9.00   30.78    0.4700   -1.31220   36.75010 9000.000
   298  680.69    3.420    9.02   57.0    1.6445    0.0242    2.62   60.00    9.20   30.79    0.4700   -1.31240   36.75000 9000.000
   300  679.88    3.430    9.03   56.0    1.6445    0.0242    2.63   61.00    9.40   30.79    0.4700   -1.31250   36.74990 9000.000
   302  679.16    3.438    9.11   55.0    1.6837    0.0248    2.65   61.00    9.60   30.80    0.4800   -1.31250   36.74960 9000.000
   304  678.46    3.447    9.12   54.0    1.6837    0.0248    2.66   61.00    9.70   30.80    0.4800   -1.31260   36.74950 9000.000
   306  677.71    3.456    9.00   54.0    1.6837    0.0248    2.68   62.00    9.80   30.81    0.4800   -1.31260   36.74930 9000.000
   308  676.96    3.465    8.90   54.0    1.6837    0.0249    2.69   62.00    9.90   30.81    0.4800   -1.31270   36.74910 9000.000
   310  676.16    3.475    8.90   51.0    1.6837    0.0249    2.71   62.00   10.00   30.81    0.4800   -1.31280   36.74890 9000.000
   312  675.27    3.486    8.93   48.0    1.6838    0.0249    2.72   62.00   10.00   30.82    0.4800   -1.31290   36.74870 9000.000
   314  674.51    3.495    8.99   46.0    1.6839    0.0250    2.74   61.00   10.00   30.83    0.4800   -1.31310   36.74860 9000.000
   316  673.77    3.504    9.03   44.0    1.6838    0.0250    2.75   61.00   10.10   30.82    0.4800   -1.31320   36.74860 9000.000
   318  673.00    3.514    8.98   44.0    1.6839    0.0250    2.77   61.00   10.10   30.83    0.4800   -1.31320   36.74840 9000.000
   320  672.18    3.524    8.98   44.0    1.6838    0.0251    2.78   60.00   10.10   30.82    0.4800   -1.31330   36.74830 9000.000
   322  671.44    3.533    8.96   44.0    1.6838    0.0251    2.80   60.00   10.10   30.82    0.4800   -1.31330   36.74810 9000.000
   324  670.74    3.542    8.85   44.0    1.6838    0.0251    2.81   59.00   10.10   30.82    0.4800   -1.31330   36.74790 9000.000
   326  670.00    3.551    8.70   45.0    1.6839    0.0251    2.83   59.00   10.10   30.83    0.4800   -1.31350   36.74770 9000.000
   328  669.25    3.560    8.57   46.0    1.6839    0.0252    2.84   59.00   10.10   30.84    0.4800   -1.31360   36.74750 9000.000
   330  668.45    3.570    8.46   46.0    1.6839    0.0252    2.86   59.00   10.10   30.84    0.4800   -1.31370   36.74730 9000.000
   332  667.67    3.580    8.41   46.0    1.6448    0.0246    2.87   59.00   10.10   30.85    0.4700   -1.31390   36.74720 9000.000
   334  666.89    3.589    8.40   47.0    1.6448    0.0247    2.89   59.00   10.10   30.85    0.4700   -1.31400   36.74710 9000.000
   336  666.03    3.600    8.43   47.0    1.6449    0.0247    2.91   59.00   10.10   30.86    0.4700   -1.31410   36.74700 9000.000
   338  664.96    3.613    8.34   48.0    1.6449    0.0247    2.93   60.00   10.10   30.86    0.4700   -1.31410   36.74690 9000.000
   340  663.84    3.627    8.15   48.0    1.6449    0.0248    2.95   61.00   10.20   30.86    0.4700   -1.31410   36.74670 9000.000
   342  662.85    3.639    8.03   49.0    1.6449    0.0248    2.97   62.00   10.20   30.86    0.4700   -1.31430   36.74650 9000.000
   344  661.80    3.653    7.93   49.0    1.6448    0.0249    2.99   63.00   10.20   30.85    0.4700   -1.31450   36.74640 9000.000
   346  660.65    3.667    7.79   50.0    1.6448    0.0249    3.01   64.00   10.20   30.85    0.4700   -1.31460   36.74630 9000.000
   348  659.55    3.681    7.74   51.0    1.6449    0.0249    3.03   66.00   10.30   30.85    0.4700   -1.31460   36.74610 9000.000
   350  658.72    3.691    7.76   51.0    1.6449    0.0250    3.05   67.00   10.30   30.86    0.4700   -1.31460   36.74590 9000.000
   352  657.94    3.701    7.76   51.0    1.6057    0.0244    3.06   68.00   10.30   30.86    0.4600   -1.31460   36.74560 9000.000
   354  657.07    3.712    7.65   50.0    1.6056    0.0244    3.08   69.00   10.20   30.85    0.4600   -1.31470   36.74540 9000.000
   356  656.14    3.723    7.52   50.0    1.6056    0.0245    3.10   70.00   10.20   30.85    0.4600   -1.31490   36.74520 9000.000
   358  655.20    3.735    7.43   51.0    1.6448    0.0251    3.12   71.00   10.10   30.85    0.4700   -1.31490   36.74510 9000.000
   360  654.29    3.747    7.39   52.0    1.6448    0.0251    3.14   72.00   10.10   30.85    0.4700   -1.31500   36.74500 9000.000
   362  653.38    3.758    7.33   53.0    1.6449    0.0252    3.15   73.00   10.00   30.86    0.4700   -1.31500   36.74480 9000.000
   364  652.45    3.770    7.19   54.0    1.6058    0.0246    3.17   74.00    9.80   30.87    0.4600   -1.31500   36.74460 9000.000
   366  651.52    3.782    7.04   57.0    1.6058    0.0246    3.19   74.00    9.70   30.88    0.4600   -1.31500   36.74440 9000.000
   368  650.52    3.794    6.87   59.0    1.6058    0.0247    3.21   75.00    9.60   30.87    0.4600   -1.31510   36.74420 9000.000
   370  649.39    3.809    6.70   59.0    1.6058    0.0247    3.23   75.00    9.50   30.88    0.4600   -1.31520   36.74410 9000.000
   372  648.29    3.822    6.55   61.0    1.6058    0.0248    3.25   75.00    9.30   30.88    0.4600   -1.31530   36.74390 9000.000
