36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:33 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200219
Launch Time (UT)                  : 07:46:02
Burst Pressure (hPa)              : 9.47
Integrated O3 to end of data (DU) : 189.42
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2633364
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33325
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.000
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
    38  806.45    2.001   18.21   68.0    2.0096    0.0249    0.36   58.00    6.00   37.80    0.5500   -1.30280   36.75800 9000.000
    40  805.16    2.015   18.01   67.0    2.0096    0.0250    0.39   59.00    6.20   37.81    0.5500   -1.30280   36.75780 9000.000
    42  803.73    2.030   17.76   67.0    2.0097    0.0250    0.41   61.00    6.40   37.82    0.5500   -1.30290   36.75770 9000.000
    44  802.33    2.045   17.59   69.0    2.0499    0.0255    0.44   62.00    6.70   37.82    0.5600   -1.30300   36.75760 9000.000
    46  800.93    2.060   17.43   70.0    2.0500    0.0256    0.47   63.00    6.90   37.83    0.5600   -1.30310   36.75740 9000.000
    48  799.52    2.075   17.25   70.0    2.0500    0.0256    0.50   64.00    7.10   37.83    0.5600   -1.30310   36.75730 9000.000
    50  798.23    2.089   17.12   71.0    2.0500    0.0257    0.53   65.00    7.40   37.84    0.5600   -1.30320   36.75720 9000.000
    52  796.99    2.102   17.07   72.0    2.0500    0.0257    0.55   66.00    7.60   37.84    0.5600   -1.30320   36.75720 9000.000
    54  795.74    2.115   17.02   73.0    2.0500    0.0258    0.58   66.00    7.80   37.84    0.5600   -1.30330   36.75710 9000.000
    56  794.54    2.128   16.93   72.0    2.0501    0.0258    0.60   67.00    7.90   37.85    0.5600   -1.30330   36.75700 9000.000
    58  793.35    2.141   16.77   72.0    2.0501    0.0258    0.62   67.00    8.10   37.85    0.5600   -1.30330   36.75680 9000.000
    60  792.06    2.155   16.55   72.0    2.0501    0.0259    0.65   67.00    8.20   37.85    0.5600   -1.30330   36.75660 9000.000
    62  790.73    2.169   16.39   72.0    2.0502    0.0259    0.68   66.00    8.30   37.86    0.5600   -1.30340   36.75650 9000.000
    64  789.62    2.181   16.35   73.0    2.0502    0.0260    0.70   66.00    8.30   37.86    0.5600   -1.30340   36.75630 9000.000
    66  788.58    2.193   16.34   73.0    2.0503    0.0260    0.72   65.00    8.20   37.87    0.5600   -1.30360   36.75600 9000.000
    68  787.47    2.205   16.20   74.0    2.0503    0.0260    0.75   64.00    8.20   37.88    0.5600   -1.30370   36.75590 9000.000
    70  786.60    2.214   16.07   75.0    2.0102    0.0256    0.76   63.00    8.00   37.89    0.5500   -1.30380   36.75580 9000.000
    72  786.08    2.220   16.03   75.0    2.0505    0.0261    0.77   62.00    7.90   37.90    0.5600   -1.30390   36.75570 9000.000
    74  785.55    2.225   16.06   76.0    2.0505    0.0261    0.78   61.00    7.70   37.90    0.5600   -1.30390   36.75560 9000.000
    76  784.85    2.233   15.94   74.0    2.0505    0.0261    0.80   59.00    7.50   37.91    0.5600   -1.30390   36.75540 9000.000
    78  784.17    2.240   15.76   73.0    2.0506    0.0261    0.81   57.00    7.30   37.92    0.5600   -1.30400   36.75530 9000.000
    80  783.56    2.247   15.69   74.0    2.0507    0.0262    0.83   56.00    7.10   37.93    0.5600   -1.30400   36.75520 9000.000
    82  782.76    2.256   15.63   75.0    2.0507    0.0262    0.84   54.00    6.90   37.95    0.5600   -1.30400   36.75520 9000.000
    84  781.85    2.266   15.53   75.0    2.0507    0.0262    0.86   52.00    6.80   37.95    0.5600   -1.30410   36.75510 9000.000
    86  781.03    2.274   15.43   76.0    2.0508    0.0263    0.88   51.00    6.80   37.96    0.5600   -1.30430   36.75500 9000.000
    88  780.26    2.283   15.41   76.0    2.0509    0.0263    0.89   49.00    6.80   37.97    0.5600   -1.30440   36.75490 9000.000
    90  779.50    2.291   15.39   75.0    2.0509    0.0263    0.91   48.00    6.80   37.97    0.5600   -1.30440   36.75490 9000.000
    92  778.62    2.301   15.29   75.0    2.0509    0.0263    0.93   47.00    6.80   37.97    0.5600   -1.30450   36.75480 9000.000
    94  777.73    2.310   15.22   75.0    2.0107    0.0259    0.95   47.00    6.90   37.98    0.5500   -1.30460   36.75470 9000.000
    96  776.77    2.321   15.13   74.0    2.0107    0.0259    0.97   46.00    7.10   37.98    0.5500   -1.30480   36.75460 9000.000
    98  776.07    2.329   15.06   74.0    2.0108    0.0259    0.98   46.00    7.20   37.99    0.5500   -1.30480   36.75450 9000.000
   100  775.51    2.335   15.05   73.0    2.0109    0.0259    0.99   46.00    7.40   38.00    0.5500   -1.30480   36.75440 9000.000
   102  774.75    2.343   14.90   76.0    2.0109    0.0260    1.01   46.00    7.50   38.01    0.5500   -1.30490   36.75430 9000.000
   104  773.86    2.353   14.71   77.0    2.0109    0.0260    1.03   47.00    7.70   38.01    0.5500   -1.30500   36.75420 9000.000
   106  772.98    2.362   14.66   76.0    2.0110    0.0260    1.04   47.00    7.80   38.02    0.5500   -1.30510   36.75410 9000.000
   108  772.06    2.373   14.63   74.0    2.0111    0.0260    1.06   47.00    8.00   38.03    0.5500   -1.30530   36.75400 9000.000
   110  771.09    2.383   14.59   74.0    2.0111    0.0261    1.08   47.00    8.10   38.04    0.5500   -1.30540   36.75390 9000.000
   112  770.08    2.394   14.56   74.0    2.0111    0.0261    1.10   47.00    8.20   38.04    0.5500   -1.30540   36.75390 9000.000
   114  769.08    2.405   14.47   74.0    2.0112    0.0262    1.12   47.00    8.30   38.05    0.5500   -1.30550   36.75370 9000.000
   116  768.03    2.417   14.36   74.0    2.0113    0.0262    1.15   46.00    8.40   38.06    0.5500   -1.30560   36.75350 9000.000
   118  766.91    2.429   14.26   74.0    2.0114    0.0262    1.17   46.00    8.50   38.07    0.5500   -1.30570   36.75340 9000.000
   120  765.87    2.441   14.14   74.0    1.9712    0.0257    1.19   46.00    8.50   38.08    0.5400   -1.30590   36.75320 9000.000
   122  765.10    2.449   14.09   74.0    1.9712    0.0258    1.21   46.00    8.50   38.08    0.5400   -1.30600   36.75320 9000.000
   124  764.39    2.457   14.05   75.0    1.9713    0.0258    1.22   46.00    8.50   38.09    0.5400   -1.30620   36.75310 9000.000
   126  763.57    2.466   13.98   75.0    1.9713    0.0258    1.24   46.00    8.40   38.10    0.5400   -1.30630   36.75300 9000.000
   128  762.65    2.476   13.91   75.0    2.0116    0.0264    1.26   47.00    8.40   38.10    0.5500   -1.30630   36.75290 9000.000
   130  761.65    2.487   13.75   75.0    2.0116    0.0264    1.28   47.00    8.30   38.11    0.5500   -1.30640   36.75270 9000.000
   132  760.85    2.496   13.67   76.0    1.9715    0.0259    1.29   48.00    8.30   38.12    0.5400   -1.30640   36.75270 9000.000
   134  760.27    2.503   13.67   75.0    1.9715    0.0259    1.31   49.00    8.20   38.13    0.5400   -1.30660   36.75260 9000.000
   136  759.58    2.510   13.67   75.0    1.9715    0.0260    1.32   50.00    8.20   38.14    0.5400   -1.30670   36.75250 9000.000
   138  758.85    2.519   13.66   75.0    1.9715    0.0260    1.33   51.00    8.10   38.14    0.5400   -1.30680   36.75240 9000.000
   140  757.95    2.529   13.58   75.0    1.9716    0.0260    1.35   52.00    8.10   38.15    0.5400   -1.30700   36.75220 9000.000
   142  756.88    2.540   13.43   76.0    2.0118    0.0266    1.37   53.00    8.20   38.15    0.5500   -1.30710   36.75210 9000.000
   144  755.74    2.553   13.30   77.0    2.0120    0.0266    1.40   54.00    8.20   38.17    0.5500   -1.30710   36.75200 9000.000
   146  754.80    2.564   13.23   77.0    2.0120    0.0267    1.42   55.00    8.20   38.17    0.5500   -1.30720   36.75190 9000.000
   148  754.06    2.572   13.23   77.0    2.0120    0.0267    1.43   56.00    8.20   38.17    0.5500   -1.30720   36.75180 9000.000
   150  753.21    2.582   13.14   76.0    2.0120    0.0267    1.45   56.00    8.30   38.18    0.5500   -1.30720   36.75170 9000.000
   152  752.32    2.591   12.99   76.0    2.0121    0.0267    1.47   56.00    8.30   38.19    0.5500   -1.30730   36.75150 9000.000
   154  751.52    2.600   12.92   77.0    2.0121    0.0268    1.49   56.00    8.30   38.19    0.5500   -1.30740   36.75130 9000.000
   156  750.70    2.610   12.82   78.0    2.0121    0.0268    1.51   56.00    8.40   38.19    0.5500   -1.30750   36.75110 9000.000
   158  749.82    2.619   12.69   78.0    2.0122    0.0268    1.52   56.00    8.40   38.20    0.5500   -1.30770   36.75100 9000.000
   160  748.90    2.630   12.60   79.0    2.0122    0.0269    1.54   55.00    8.40   38.20    0.5500   -1.30780   36.75090 9000.000
   162  748.01    2.640   12.53   80.0    2.0122    0.0269    1.56   54.00    8.40   38.20    0.5500   -1.30790   36.75090 9000.000
   164  747.14    2.650   12.50   80.0    2.0123    0.0269    1.58   53.00    8.40   38.21    0.5500   -1.30790   36.75080 9000.000
   166  746.27    2.659   12.45   80.0    1.9721    0.0264    1.60   52.00    8.40   38.22    0.5400   -1.30790   36.75070 9000.000
   168  745.45    2.669   12.40   79.0    1.9721    0.0265    1.62   51.00    8.40   38.22    0.5400   -1.30800   36.75050 9000.000
   170  744.53    2.679   12.33   79.0    1.9721    0.0265    1.64   50.00    8.50   38.23    0.5400   -1.30810   36.75030 9000.000
   172  743.61    2.689   12.28   79.0    1.9721    0.0265    1.65   49.00    8.50   38.23    0.5400   -1.30820   36.75010 9000.000
   174  742.81    2.698   12.23   79.0    1.9722    0.0266    1.67   48.00    8.60   38.24    0.5400   -1.30840   36.75000 9000.000
   176  742.10    2.707   12.17   79.0    1.9722    0.0266    1.69   48.00    8.70   38.24    0.5400   -1.30850   36.75000 9000.000
   178  741.41    2.714   12.11   80.0    1.9320    0.0261    1.70   48.00    8.80   38.25    0.5300   -1.30860   36.74990 9000.000
   180  740.67    2.723   12.04   79.0    1.9320    0.0261    1.72   48.00    9.00   38.25    0.5300   -1.30870   36.74980 9000.000
   182  739.83    2.732   12.03   79.0    1.9321    0.0261    1.73   48.00    9.10   38.26    0.5300   -1.30880   36.74980 9000.000
   184  738.94    2.742   12.01   79.0    1.9321    0.0261    1.75   48.00    9.30   38.27    0.5300   -1.30890   36.74970 9000.000
   186  737.98    2.753   11.99   80.0    1.9321    0.0262    1.77   49.00    9.50   38.27    0.5300   -1.30910   36.74960 9000.000
   188  737.06    2.764   11.95   79.0    1.9322    0.0262    1.79   50.00    9.70   38.28    0.5300   -1.30920   36.74940 9000.000
   190  736.09    2.775   11.84   79.0    1.9322    0.0262    1.81   50.00    9.90   38.28    0.5300   -1.30930   36.74920 9000.000
   192  734.92    2.788   11.67   79.0    1.9322    0.0263    1.83   51.00   10.10   38.28    0.5300   -1.30930   36.74910 9000.000
   194  733.70    2.802   11.55   80.0    1.9322    0.0263    1.86   51.00   10.30   38.28    0.5300   -1.30940   36.74890 9000.000
   196  732.67    2.814   11.56   80.0    1.9322    0.0264    1.88   52.00   10.40   38.28    0.5300   -1.30960   36.74880 9000.000
   198  731.73    2.825   11.55   79.0    1.8920    0.0259    1.90   52.00   10.60   38.29    0.5200   -1.30970   36.74850 9000.000
   200  730.59    2.838   11.37   79.0    1.8920    0.0259    1.92   53.00   10.70   38.29    0.5200   -1.30980   36.74830 9000.000
   202  729.55    2.849   11.26   79.0    1.8920    0.0259    1.95   53.00   10.80   38.29    0.5200   -1.30990   36.74820 9000.000
   204  728.64    2.860   11.29   79.0    1.9322    0.0265    1.96   53.00   10.90   38.29    0.5300   -1.31010   36.74810 9000.000
   206  727.64    2.872   11.27   79.0    1.9323    0.0266    1.99   54.00   11.00   38.29    0.5300   -1.31030   36.74800 9000.000
   208  726.62    2.883   11.27   78.0    1.9323    0.0266    2.01   54.00   11.10   38.30    0.5300   -1.31030   36.74790 9000.000
   210  725.72    2.894   11.29   76.0    1.9323    0.0266    2.03   54.00   11.10   38.30    0.5300   -1.31040   36.74770 9000.000
   212  724.92    2.903   11.27   75.0    1.9323    0.0267    2.04   54.00   11.20   38.30    0.5300   -1.31050   36.74750 9000.000
   214  724.13    2.912   11.31   74.0    1.9323    0.0267    2.06   54.00   11.30   38.30    0.5300   -1.31060   36.74720 9000.000
   216  723.22    2.922   11.34   73.0    1.9323    0.0267    2.08   54.00   11.30   38.30    0.5300   -1.31080   36.74710 9000.000
   218  722.26    2.934   11.34   72.0    1.9324    0.0268    2.10   55.00   11.40   38.31    0.5300   -1.31100   36.74700 9000.000
   220  721.29    2.945   11.38   71.0    1.9325    0.0268    2.12   55.00   11.50   38.32    0.5300   -1.31110   36.74690 9000.000
   222  720.33    2.956   11.40   70.0    1.9325    0.0268    2.14   55.00   11.60   38.33    0.5300   -1.31110   36.74680 9000.000
   224  719.45    2.966   11.34   69.0    1.9325    0.0269    2.16   55.00   11.70   38.33    0.5300   -1.31120   36.74650 9000.000
   226  718.56    2.977   11.26   69.0    1.9327    0.0269    2.18   56.00   11.80   38.35    0.5300   -1.31130   36.74630 9000.000
   228  717.60    2.988   11.15   68.0    1.8924    0.0264    2.20   56.00   11.90   38.36    0.5200   -1.31150   36.74610 9000.000
   230  716.64    2.999   11.06   66.0    1.8925    0.0264    2.22   56.00   11.90   38.37    0.5200   -1.31170   36.74590 9000.000
   232  715.66    3.010   10.95   65.0    1.8925    0.0264    2.24   57.00   11.90   38.37    0.5200   -1.31190   36.74580 9000.000
   234  714.69    3.022   10.85   65.0    1.8925    0.0265    2.26   57.00   12.00   38.38    0.5200   -1.31200   36.74560 9000.000
   236  713.80    3.032   10.84   65.0    1.8926    0.0265    2.28   58.00   11.90   38.39    0.5200   -1.31200   36.74550 9000.000
   238  712.93    3.042   10.85   65.0    1.8926    0.0265    2.29   58.00   11.90   38.40    0.5200   -1.31210   36.74530 9000.000
   240  712.06    3.053   10.79   64.0    1.8524    0.0260    2.31   59.00   11.90   38.40    0.5100   -1.31220   36.74500 9000.000
   242  711.21    3.062   10.69   63.0    1.8524    0.0260    2.33   60.00   11.80   38.41    0.5100   -1.31230   36.74480 9000.000
   244  710.29    3.073   10.51   64.0    1.8524    0.0261    2.35   61.00   11.70   38.41    0.5100   -1.31240   36.74460 9000.000
   246  709.37    3.084   10.34   65.0    1.8525    0.0261    2.37   61.00   11.60   38.42    0.5100   -1.31260   36.74440 9000.000
   248  708.52    3.094   10.22   66.0    1.8525    0.0261    2.39   62.00   11.50   38.42    0.5100   -1.31280   36.74430 9000.000
   250  707.71    3.104   10.14   66.0    1.8526    0.0262    2.40   63.00   11.40   38.43    0.5100   -1.31290   36.74420 9000.000
   252  706.89    3.113   10.07   67.0    1.8526    0.0262    2.42   63.00   11.30   38.43    0.5100   -1.31290   36.74400 9000.000
   254  706.04    3.123   10.00   67.0    1.8123    0.0257    2.44   64.00   11.20   38.43    0.5000   -1.31300   36.74380 9000.000
   256  705.15    3.134    9.97   68.0    1.8123    0.0257    2.45   64.00   11.10   38.43    0.5000   -1.31300   36.74360 9000.000
   258  704.29    3.144    9.98   68.0    1.8123    0.0257    2.47   64.00   11.10   38.43    0.5000   -1.31310   36.74340 9000.000
   260  703.31    3.155   10.01   68.0    1.8124    0.0258    2.49   63.00   11.00   38.44    0.5000   -1.31310   36.74320 9000.000
   262  702.16    3.169   10.01   67.0    1.8124    0.0258    2.52   63.00   11.00   38.44    0.5000   -1.31310   36.74300 9000.000
   264  700.99    3.183    9.96   67.0    1.8124    0.0259    2.54   62.00   10.90   38.44    0.5000   -1.31320   36.74280 9000.000
   266  699.95    3.195    9.90   67.0    1.8124    0.0259    2.56   61.00   10.90   38.45    0.5000   -1.31330   36.74270 9000.000
   268  699.10    3.205    9.91   68.0    1.7722    0.0253    2.58   61.00   10.80   38.45    0.4900   -1.31340   36.74250 9000.000
   270  698.32    3.215    9.93   67.0    1.7722    0.0254    2.59   60.00   10.70   38.45    0.4900   -1.31360   36.74240 9000.000
   272  697.52    3.224    9.86   67.0    1.7722    0.0254    2.61   59.00   10.60   38.46    0.4900   -1.31370   36.74220 9000.000
   274  696.71    3.234    9.77   67.0    1.7319    0.0249    2.63   59.00   10.50   38.46    0.4800   -1.31380   36.74190 9000.000
   276  695.87    3.244    9.72   66.0    1.7320    0.0249    2.64   59.00   10.40   38.47    0.4800   -1.31400   36.74170 9000.000
   278  695.07    3.254    9.78   66.0    1.7320    0.0249    2.66   59.00   10.20   38.47    0.4800   -1.31410   36.74160 9000.000
   280  694.32    3.263    9.76   65.0    1.7320    0.0249    2.67   59.00   10.00   38.47    0.4800   -1.31430   36.74150 9000.000
   282  693.52    3.272    9.73   65.0    1.6917    0.0244    2.69   59.00    9.90   38.47    0.4700   -1.31440   36.74140 9000.000
   284  692.74    3.282    9.79   64.0    1.6917    0.0244    2.70   59.00    9.70   38.47    0.4700   -1.31440   36.74120 9000.000
   286  692.10    3.289    9.83   62.0    1.6917    0.0244    2.72   60.00    9.50   38.47    0.4700   -1.31440   36.74110 9000.000
   288  691.44    3.297    9.83   60.0    1.6917    0.0245    2.73   60.00    9.40   38.47    0.4700   -1.31450   36.74100 9000.000
   290  690.67    3.306    9.84   57.0    1.6917    0.0245    2.74   60.00    9.30   38.47    0.4700   -1.31450   36.74090 9000.000
   292  689.92    3.315    9.83   56.0    1.6515    0.0239    2.76   60.00    9.20   38.48    0.4600   -1.31450   36.74070 9000.000
   294  689.21    3.324    9.83   55.0    1.6515    0.0240    2.77   59.00    9.10   38.48    0.4600   -1.31460   36.74050 9000.000
   296  688.55    3.332    9.81   54.0    1.6515    0.0240    2.78   59.00    9.10   38.48    0.4600   -1.31470   36.74030 9000.000
   298  687.94    3.339    9.71   54.0    1.6515    0.0240    2.80   58.00    9.00   38.49    0.4600   -1.31480   36.74010 9000.000
   300  687.27    3.347    9.60   54.0    1.6515    0.0240    2.81   57.00    9.00   38.49    0.4600   -1.31500   36.74000 9000.000
   302  686.51    3.357    9.53   54.0    1.6918    0.0246    2.82   56.00    9.00   38.49    0.4700   -1.31510   36.73980 9000.000
   304  685.79    3.365    9.46   55.0    1.6919    0.0247    2.84   55.00    9.00   38.50    0.4700   -1.31520   36.73980 9000.000
   306  685.05    3.374    9.41   55.0    1.6919    0.0247    2.85   54.00    9.00   38.50    0.4700   -1.31530   36.73970 9000.000
   308  684.19    3.385    9.35   56.0    1.6919    0.0247    2.87   53.00    8.90   38.51    0.4700   -1.31540   36.73970 9000.000
   310  683.37    3.395    9.32   55.0    1.6919    0.0248    2.88   53.00    8.90   38.51    0.4700   -1.31540   36.73960 9000.000
   312  682.66    3.403    9.27   55.0    1.6920    0.0248    2.90   53.00    8.90   38.52    0.4700   -1.31540   36.73940 9000.000
   314  681.96    3.412    9.21   55.0    1.6920    0.0248    2.91   53.00    8.80   38.52    0.4700   -1.31550   36.73920 9000.000
   316  681.22    3.421    9.20   55.0    1.6920    0.0248    2.93   53.00    8.80   38.52    0.4700   -1.31570   36.73900 9000.000
   318  680.42    3.431    9.17   55.0    1.6920    0.0249    2.94   53.00    8.70   38.52    0.4700   -1.31580   36.73890 9000.000
   320  679.65    3.440    9.09   54.0    1.6920    0.0249    2.96   54.00    8.60   38.52    0.4700   -1.31600   36.73880 9000.000
   322  678.83    3.450    8.99   55.0    1.6920    0.0249    2.97   55.00    8.60   38.53    0.4700   -1.31610   36.73870 9000.000
   324  678.02    3.460    8.94   55.0    1.6920    0.0250    2.99   56.00    8.50   38.54    0.4700   -1.31620   36.73860 9000.000
   326  677.31    3.468    8.98   56.0    1.6518    0.0244    3.00   58.00    8.40   38.54    0.4600   -1.31630   36.73850 9000.000
   328  676.66    3.477    8.99   56.0    1.6518    0.0244    3.01   59.00    8.30   38.54    0.4600   -1.31630   36.73840 9000.000
   330  676.08    3.484    8.91   55.0    1.6518    0.0244    3.03   60.00    8.20   38.54    0.4600   -1.31640   36.73820 9000.000
   332  675.48    3.491    8.79   55.0    1.6518    0.0245    3.04   61.00    8.20   38.54    0.4600   -1.31640   36.73800 9000.000
   334  674.90    3.498    8.72   56.0    1.6518    0.0245    3.05   61.00    8.20   38.54    0.4600   -1.31650   36.73790 9000.000
   336  674.35    3.505    8.69   56.0    1.6518    0.0245    3.06   62.00    8.10   38.54    0.4600   -1.31650   36.73780 9000.000
   338  673.75    3.512    8.58   56.0    1.6518    0.0245    3.07   62.00    8.10   38.54    0.4600   -1.31660   36.73760 9000.000
   340  673.03    3.521    8.46   56.0    1.6518    0.0245    3.09   61.00    8.20   38.55    0.4600   -1.31660   36.73750 9000.000
   342  672.31    3.530    8.40   57.0    1.6518    0.0246    3.10   61.00    8.20   38.55    0.4600   -1.31670   36.73740 9000.000
   344  671.57    3.539    8.36   57.0    1.6518    0.0246    3.11   60.00    8.30   38.55    0.4600   -1.31670   36.73730 9000.000
   346  670.75    3.549    8.30   57.0    1.6518    0.0246    3.13   59.00    8.40   38.55    0.4600   -1.31680   36.73710 9000.000
   348  669.87    3.560    8.30   56.0    1.6518    0.0247    3.15   58.00    8.40   38.55    0.4600   -1.31690   36.73690 9000.000
   350  669.03    3.570    8.27   56.0    1.6518    0.0247    3.16   57.00    8.50   38.55    0.4600   -1.31710   36.73680 9000.000
   352  668.25    3.580    8.21   56.0    1.6519    0.0247    3.18   56.00    8.60   38.56    0.4600   -1.31720   36.73680 9000.000
   354  667.44    3.590    8.17   56.0    1.6519    0.0247    3.19   55.00    8.60   38.56    0.4600   -1.31730   36.73670 9000.000
   356  666.60    3.600    8.09   56.0    1.6519    0.0248    3.21   55.00    8.60   38.56    0.4600   -1.31730   36.73660 9000.000
   358  665.85    3.610    8.05   55.0    1.6116    0.0242    3.22   54.00    8.60   38.56    0.4500   -1.31740   36.73640 9000.000
   360  665.22    3.618    8.06   55.0    1.6116    0.0242    3.24   54.00    8.50   38.56    0.4500   -1.31750   36.73620 9000.000
   362  664.60    3.625    7.97   55.0    1.6116    0.0242    3.25   54.00    8.50   38.56    0.4500   -1.31760   36.73600 9000.000
   364  663.92    3.634    7.84   55.0    1.6116    0.0243    3.26   54.00    8.40   38.56    0.4500   -1.31780   36.73590 9000.000
   366  663.18    3.643    7.77   56.0    1.6117    0.0243    3.28   54.00    8.30   38.57    0.4500   -1.31790   36.73580 9000.000
   368  662.42    3.652    7.71   58.0    1.6117    0.0243    3.29   54.00    8.20   38.57    0.4500   -1.31800   36.73570 9000.000
   370  661.70    3.661    7.68   58.0    1.6117    0.0244    3.30   54.00    8.10   38.57    0.4500   -1.31800   36.73570 9000.000
   372  661.00    3.670    7.62   59.0    1.6117    0.0244    3.32   54.00    8.00   38.57    0.4500   -1.31810   36.73560 9000.000
