36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:30 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200212
Launch Time (UT)                  : 08:56:48
Burst Pressure (hPa)              : 6.95
Integrated O3 to end of data (DU) : 208.03
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2643184
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33322
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.000
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
    24  809.49    1.951   21.53   48.0    4.3784    0.0541    0.58   43.00    3.10   37.62    1.1400   -1.30220   36.75850 9000.000
    26  808.20    1.965   21.40   48.0    4.4187    0.0547    0.63   38.00    3.00   37.63    1.1500   -1.30230   36.75840 9000.000
    28  806.81    1.980   21.19   48.0    4.4189    0.0548    0.69   31.00    2.90   37.64    1.1500   -1.30230   36.75830 9000.000
    30  805.44    1.995   21.04   48.0    4.4190    0.0549    0.75   25.00    2.90   37.66    1.1500   -1.30230   36.75820 9000.000
    32  804.13    2.009   20.88   48.0    4.4191    0.0550    0.81   18.00    2.90   37.66    1.1500   -1.30230   36.75820 9000.000
    34  802.90    2.022   20.79   49.0    4.4192    0.0550    0.86   10.00    2.90   37.67    1.1500   -1.30230   36.75810 9000.000
    36  801.78    2.034   20.77   49.0    4.4594    0.0556    0.91    4.00    2.90   37.67    1.1600   -1.30240   36.75810 9000.000
    38  800.66    2.046   20.61   49.0    4.4597    0.0557    0.96  358.00    2.90   37.69    1.1600   -1.30250   36.75810 9000.000
    40  799.40    2.060   20.50   50.0    4.4597    0.0558    1.02  354.00    2.90   37.69    1.1600   -1.30260   36.75810 9000.000
    42  798.01    2.075   20.43   50.0    4.4598    0.0559    1.08  351.00    2.90   37.70    1.1600   -1.30260   36.75820 9000.000
    44  796.70    2.089   20.36   51.0    4.4598    0.0560    1.14  349.00    2.90   37.70    1.1600   -1.30270   36.75830 9000.000
    46  795.45    2.103   20.32   51.0    4.4600    0.0561    1.19  348.00    2.80   37.71    1.1600   -1.30270   36.75840 9000.000
    48  794.19    2.116   20.19   51.0    4.4601    0.0562    1.25  350.00    2.70   37.72    1.1600   -1.30280   36.75850 9000.000
    50  792.93    2.130   20.04   52.0    4.4602    0.0562    1.30  352.00    2.60   37.72    1.1600   -1.30290   36.75860 9000.000
    52  791.64    2.144   19.95   52.0    4.4603    0.0563    1.36  357.00    2.40   37.73    1.1600   -1.30300   36.75860 9000.000
    54  790.41    2.158   19.92   52.0    4.4603    0.0564    1.42    3.00    2.30   37.73    1.1600   -1.30300   36.75850 9000.000
    56  789.27    2.170   19.82   52.0    4.4605    0.0565    1.47   11.00    2.20   37.74    1.1600   -1.30300   36.75850 9000.000
    58  788.09    2.183   19.59   52.0    4.4606    0.0566    1.52   19.00    2.10   37.75    1.1600   -1.30300   36.75850 9000.000
    60  786.98    2.195   19.45   53.0    4.4206    0.0562    1.57   26.00    2.10   37.76    1.1500   -1.30300   36.75840 9000.000
    62  785.99    2.206   19.40   53.0    4.4207    0.0562    1.61   33.00    2.10   37.77    1.1500   -1.30300   36.75830 9000.000
    64  784.95    2.217   19.19   53.0    4.4209    0.0563    1.66   37.00    2.20   37.78    1.1500   -1.30310   36.75820 9000.000
    66  783.77    2.230   18.99   54.0    4.4209    0.0564    1.71   40.00    2.30   37.78    1.1500   -1.30310   36.75810 9000.000
    68  782.46    2.245   18.83   54.0    4.4612    0.0570    1.77   42.00    2.30   37.80    1.1600   -1.30310   36.75810 9000.000
    70  781.05    2.260   18.57   55.0    4.4612    0.0571    1.83   42.00    2.30   37.80    1.1600   -1.30310   36.75820 9000.000
    72  779.70    2.275   18.43   56.0    4.4212    0.0567    1.89   41.00    2.30   37.81    1.1500   -1.30320   36.75820 9000.000
    74  778.48    2.289   18.37   56.0    4.4213    0.0568    1.95   40.00    2.30   37.82    1.1500   -1.30330   36.75810 9000.000
    76  777.01    2.305   18.22   57.0    4.4215    0.0569    2.02   38.00    2.30   37.83    1.1500   -1.30330   36.75810 9000.000
    78  775.47    2.322   17.98   57.0    4.4215    0.0570    2.08   36.00    2.20   37.83    1.1500   -1.30340   36.75810 9000.000
    80  774.13    2.336   17.77   57.0    4.4215    0.0571    2.14   33.00    2.00   37.83    1.1500   -1.30330   36.75810 9000.000
    82  772.77    2.352   17.62   58.0    4.4619    0.0577    2.21   30.00    1.90   37.84    1.1600   -1.30330   36.75810 9000.000
    84  771.38    2.367   17.52   58.0    4.4619    0.0578    2.27   27.00    1.70   37.84    1.1600   -1.30330   36.75800 9000.000
    86  769.98    2.382   17.44   58.0    4.4619    0.0579    2.33   22.00    1.50   37.84    1.1600   -1.30340   36.75790 9000.000
    88  768.59    2.398   17.32   59.0    4.4620    0.0581    2.40   16.00    1.30   37.85    1.1600   -1.30350   36.75790 9000.000
    90  767.23    2.413   17.12   60.0    4.4620    0.0582    2.46    7.00    1.10   37.85    1.1600   -1.30360   36.75790 9000.000
    92  765.83    2.429   16.94   61.0    4.4622    0.0583    2.52  355.00    0.90   37.86    1.1600   -1.30360   36.75790 9000.000
    94  764.30    2.446   16.75   61.0    4.4622    0.0584    2.59  340.00    0.80   37.86    1.1600   -1.30360   36.75790 9000.000
    96  762.82    2.462   16.60   62.0    4.4622    0.0585    2.66  325.00    0.80   37.86    1.1600   -1.30360   36.75800 9000.000
    98  761.57    2.476   16.59   62.0    4.4222    0.0581    2.72  313.00    0.80   37.87    1.1500   -1.30360   36.75800 9000.000
   100  760.52    2.488   16.56   61.0    4.3820    0.0576    2.77  307.00    0.90   37.88    1.1400   -1.30350   36.75810 9000.000
   102  759.54    2.499   16.48   59.0    4.3821    0.0577    2.81  305.00    1.00   37.89    1.1400   -1.30350   36.75820 9000.000
   104  758.51    2.511   16.33   58.0    4.3823    0.0578    2.86  306.00    1.00   37.90    1.1400   -1.30340   36.75820 9000.000
   106  757.38    2.523   16.18   59.0    4.3824    0.0579    2.91  310.00    1.00   37.91    1.1400   -1.30340   36.75810 9000.000
   108  756.33    2.535   16.08   60.0    4.3824    0.0579    2.96  316.00    1.10   37.91    1.1400   -1.30350   36.75820 9000.000
   110  755.32    2.546   15.97   60.0    4.3824    0.0580    3.01  323.00    1.10   37.91    1.1400   -1.30350   36.75820 9000.000
   112  754.36    2.557   15.86   61.0    4.3824    0.0581    3.05  330.00    1.20   37.91    1.1400   -1.30350   36.75820 9000.000
   114  753.48    2.567   15.80   61.0    4.3424    0.0576    3.09  337.00    1.20   37.92    1.1300   -1.30350   36.75810 9000.000
   116  752.64    2.577   15.72   61.0    4.3422    0.0577    3.13  342.00    1.20   37.91    1.1300   -1.30360   36.75810 9000.000
   118  751.84    2.586   15.63   61.0    4.3424    0.0578    3.16  346.00    1.20   37.92    1.1300   -1.30370   36.75820 9000.000
   120  750.91    2.596   15.49   61.0    4.3022    0.0573    3.21  350.00    1.20   37.92    1.1200   -1.30380   36.75820 9000.000
   122  749.88    2.608   15.33   62.0    4.3022    0.0574    3.25  354.00    1.10   37.92    1.1200   -1.30380   36.75820 9000.000
   124  748.87    2.619   15.23   63.0    4.2620    0.0569    3.30  356.00    1.10   37.92    1.1100   -1.30380   36.75820 9000.000
   126  747.85    2.631   15.14   64.0    4.2620    0.0570    3.35  359.00    0.90   37.92    1.1100   -1.30370   36.75820 9000.000
   128  746.87    2.642   15.02   64.0    4.2221    0.0565    3.39    2.00    0.80   37.94    1.1000   -1.30370   36.75820 9000.000
   130  745.90    2.653   14.91   64.0    4.2221    0.0566    3.43    6.00    0.70   37.94    1.1000   -1.30370   36.75820 9000.000
   132  744.83    2.665   14.83   64.0    4.2222    0.0567    3.48   11.00    0.60   37.95    1.1000   -1.30380   36.75820 9000.000
   134  743.74    2.678   14.72   64.0    4.2222    0.0568    3.53   16.00    0.60   37.95    1.1000   -1.30390   36.75820 9000.000
   136  742.84    2.688   14.66   64.0    4.1821    0.0563    3.57   22.00    0.60   37.96    1.0900   -1.30380   36.75820 9000.000
   138  742.02    2.697   14.60   65.0    4.1820    0.0564    3.61   26.00    0.60   37.95    1.0900   -1.30380   36.75810 9000.000
   140  741.16    2.707   14.44   66.0    4.1822    0.0564    3.64   30.00    0.70   37.96    1.0900   -1.30370   36.75820 9000.000
   142  740.39    2.716   14.27   67.0    4.1823    0.0565    3.68   31.00    0.80   37.97    1.0900   -1.30370   36.75820 9000.000
   144  739.78    2.723   14.16   68.0    4.1421    0.0560    3.71   32.00    0.90   37.97    1.0800   -1.30380   36.75820 9000.000
   146  739.12    2.730   14.10   68.0    4.1421    0.0560    3.73   33.00    1.10   37.98    1.0800   -1.30380   36.75820 9000.000
   148  738.38    2.739   14.06   68.0    4.1421    0.0561    3.77   33.00    1.20   37.98    1.0800   -1.30380   36.75820 9000.000
   150  737.58    2.748   13.97   69.0    4.1422    0.0562    3.80   34.00    1.30   37.99    1.0800   -1.30390   36.75810 9000.000
   152  736.71    2.758   13.94   68.0    4.1422    0.0562    3.84   34.00    1.40   37.99    1.0800   -1.30390   36.75800 9000.000
   154  735.83    2.768   13.94   67.0    4.1424    0.0563    3.88   34.00    1.50   38.00    1.0800   -1.30400   36.75810 9000.000
   156  734.83    2.780   13.89   67.0    4.1425    0.0564    3.93   34.00    1.60   38.01    1.0800   -1.30400   36.75820 9000.000
   158  733.73    2.792   13.82   67.0    4.1427    0.0565    3.97   35.00    1.60   38.02    1.0800   -1.30400   36.75820 9000.000
   160  732.62    2.805   13.77   64.0    4.1424    0.0565    4.02   35.00    1.60   38.00    1.0800   -1.30400   36.75800 9000.000
   162  731.59    2.817   13.64   63.0    4.1022    0.0561    4.07   35.00    1.60   38.00    1.0700   -1.30400   36.75800 9000.000
   164  730.74    2.827   13.49   64.0    4.0620    0.0556    4.11   35.00    1.60   38.00    1.0600   -1.30400   36.75800 9000.000
   166  729.95    2.836   13.25   69.0    4.0218    0.0551    4.14   35.00    1.50   38.00    1.0500   -1.30400   36.75800 9000.000
   168  729.28    2.844   13.09   72.0    4.0218    0.0551    4.17   34.00    1.50   38.00    1.0500   -1.30410   36.75800 9000.000
   170  728.51    2.852   12.99   74.0    3.9816    0.0547    4.20   32.00    1.40   38.00    1.0400   -1.30420   36.75790 9000.000
   172  727.59    2.863   12.85   74.0    3.9816    0.0547    4.24   31.00    1.30   38.00    1.0400   -1.30430   36.75790 9000.000
   174  726.78    2.872   12.75   75.0    3.9817    0.0548    4.28   29.00    1.30   38.01    1.0400   -1.30420   36.75790 9000.000
   176  726.06    2.881   12.69   76.0    3.9816    0.0548    4.31   27.00    1.20   38.00    1.0400   -1.30420   36.75790 9000.000
   178  725.18    2.891   12.54   77.0    4.0218    0.0555    4.35   24.00    1.10   38.00    1.0500   -1.30410   36.75790 9000.000
   180  724.30    2.901   12.42   77.0    4.0218    0.0555    4.39   20.00    1.10   38.00    1.0500   -1.30410   36.75800 9000.000
   182  723.44    2.911   12.48   73.0    4.0218    0.0556    4.42   17.00    1.00   38.00    1.0500   -1.30420   36.75800 9000.000
   184  722.80    2.919   12.53   65.0    4.0218    0.0556    4.45   14.00    1.00   38.00    1.0500   -1.30430   36.75800 9000.000
   186  722.29    2.925   12.50   62.0    3.9816    0.0551    4.47   12.00    0.90   38.00    1.0400   -1.30430   36.75790 9000.000
   188  721.65    2.932   12.41   71.0    3.9416    0.0546    4.50   10.00    0.90   38.02    1.0300   -1.30440   36.75790 9000.000
   190  720.90    2.941   12.40   68.0    3.9416    0.0547    4.54    8.00    0.90   38.02    1.0300   -1.30440   36.75790 9000.000
   192  720.13    2.950   12.43   65.0    3.9014    0.0542    4.57    7.00    0.90   38.02    1.0200   -1.30430   36.75790 9000.000
   194  719.34    2.959   12.52   62.0    3.9014    0.0542    4.60    8.00    0.90   38.02    1.0200   -1.30430   36.75790 9000.000
   196  718.53    2.968   12.54   59.0    3.8612    0.0537    4.64    9.00    0.90   38.02    1.0100   -1.30430   36.75800 9000.000
   198  717.69    2.978   12.44   60.0    3.8210    0.0532    4.67   11.00    0.90   38.03    1.0000   -1.30430   36.75800 9000.000
   200  716.79    2.989   12.43   59.0    3.7407    0.0522    4.71   12.00    1.00   38.04    0.9800   -1.30440   36.75800 9000.000
   202  715.74    3.001   12.36   58.0    3.7005    0.0517    4.75   14.00    1.00   38.04    0.9700   -1.30440   36.75790 9000.000
   204  714.59    3.015   12.08   62.0    3.6604    0.0512    4.80   15.00    1.10   38.05    0.9600   -1.30440   36.75790 9000.000
   206  713.41    3.029   11.81   64.0    3.5799    0.0502    4.85   15.00    1.20   38.05    0.9400   -1.30440   36.75790 9000.000
   208  712.15    3.043   11.76   63.0    3.5398    0.0497    4.90   15.00    1.40   38.06    0.9300   -1.30450   36.75800 9000.000
   210  711.09    3.056   11.76   62.0    3.4996    0.0492    4.94   14.00    1.50   38.06    0.9200   -1.30450   36.75800 9000.000
   212  710.38    3.064   11.68   62.0    3.4593    0.0487    4.97   13.00    1.60   38.05    0.9100   -1.30450   36.75790 9000.000
   214  709.66    3.073   11.52   63.0    3.4192    0.0482    4.99   11.00    1.80   38.06    0.9000   -1.30440   36.75790 9000.000
   216  708.78    3.083   11.38   62.0    3.4190    0.0482    5.03   10.00    1.90   38.05    0.9000   -1.30440   36.75780 9000.000
   218  707.81    3.095   11.33   62.0    3.3788    0.0477    5.06    9.00    2.10   38.05    0.8900   -1.30450   36.75780 9000.000
   220  706.73    3.107   11.32   60.0    3.3788    0.0478    5.10    7.00    2.30   38.05    0.8900   -1.30460   36.75780 9000.000
   222  705.72    3.119   11.34   56.0    3.3788    0.0479    5.14    7.00    2.50   38.05    0.8900   -1.30470   36.75780 9000.000
   224  704.90    3.129   11.40   53.0    3.3386    0.0474    5.17    6.00    2.70   38.05    0.8800   -1.30480   36.75780 9000.000
   226  704.19    3.137   11.28   54.0    3.2180    0.0457    5.20    6.00    2.90   38.05    0.8500   -1.30480   36.75790 9000.000
   228  703.28    3.148   11.04   60.0    3.1777    0.0452    5.23    6.00    3.10   38.05    0.8400   -1.30490   36.75800 9000.000
   230  702.40    3.159   10.91   60.0    3.1777    0.0452    5.26    6.00    3.30   38.05    0.8400   -1.30480   36.75800 9000.000
   232  701.59    3.168   11.07   54.0    3.1375    0.0447    5.29    7.00    3.50   38.05    0.8300   -1.30480   36.75790 9000.000
   234  700.77    3.178   11.12   52.0    3.1375    0.0448    5.32    7.00    3.70   38.05    0.8300   -1.30490   36.75790 9000.000
   236  699.96    3.188   11.08   52.0    3.0974    0.0443    5.35    8.00    3.90   38.06    0.8200   -1.30500   36.75780 9000.000
   238  699.14    3.197   11.04   52.0    3.0573    0.0437    5.38    8.00    4.10   38.07    0.8100   -1.30510   36.75780 9000.000
   240  698.25    3.208   10.90   52.0    3.0171    0.0432    5.41    9.00    4.20   38.07    0.8000   -1.30520   36.75780 9000.000
   242  697.27    3.220   10.78   52.0    3.0171    0.0433    5.44    9.00    4.20   38.08    0.8000   -1.30530   36.75780 9000.000
   244  696.35    3.231   10.76   52.0    2.9367    0.0422    5.47    9.00    4.30   38.09    0.7800   -1.30540   36.75770 9000.000
   246  695.45    3.242   10.71   51.0    2.9367    0.0422    5.50    9.00    4.30   38.09    0.7800   -1.30550   36.75770 9000.000
   248  694.50    3.253   10.58   51.0    2.8966    0.0417    5.53    9.00    4.30   38.10    0.7700   -1.30570   36.75770 9000.000
   250  693.65    3.263   10.54   51.0    2.8966    0.0418    5.56    9.00    4.20   38.10    0.7700   -1.30570   36.75780 9000.000
   252  692.79    3.274   10.52   50.0    2.8564    0.0412    5.59    9.00    4.20   38.10    0.7600   -1.30570   36.75780 9000.000
   254  691.98    3.283   10.45   49.0    2.8564    0.0413    5.62    8.00    4.10   38.10    0.7600   -1.30570   36.75780 9000.000
   256  691.23    3.292   10.41   49.0    2.8161    0.0407    5.64    8.00    4.00   38.10    0.7500   -1.30580   36.75770 9000.000
   258  690.42    3.302   10.31   49.0    2.8161    0.0408    5.67    7.00    4.00   38.10    0.7500   -1.30580   36.75770 9000.000
   260  689.60    3.312   10.14   49.0    2.8162    0.0408    5.69    7.00    3.90   38.11    0.7500   -1.30600   36.75760 9000.000
   262  688.77    3.322   10.02   50.0    2.8163    0.0409    5.72    7.00    3.90   38.12    0.7500   -1.30610   36.75760 9000.000
   264  687.92    3.332    9.93   50.0    2.7761    0.0404    5.75    6.00    3.80   38.12    0.7400   -1.30620   36.75760 9000.000
   266  687.02    3.343    9.85   51.0    2.7762    0.0404    5.78    6.00    3.80   38.13    0.7400   -1.30630   36.75770 9000.000
   268  686.16    3.354    9.83   51.0    2.7761    0.0405    5.80    6.00    3.80   38.12    0.7400   -1.30640   36.75770 9000.000
   270  685.39    3.363    9.80   51.0    2.7762    0.0405    5.83    6.00    3.80   38.13    0.7400   -1.30640   36.75770 9000.000
   272  684.64    3.372    9.71   51.0    2.7762    0.0405    5.85    5.00    3.90   38.13    0.7400   -1.30640   36.75770 9000.000
   274  683.86    3.382    9.56   51.0    2.7763    0.0406    5.88    5.00    3.90   38.14    0.7400   -1.30640   36.75770 9000.000
   276  682.98    3.392    9.42   51.0    2.7361    0.0401    5.91    4.00    4.00   38.14    0.7300   -1.30640   36.75770 9000.000
   278  682.01    3.404    9.31   51.0    2.7361    0.0401    5.94    4.00    4.00   38.14    0.7300   -1.30650   36.75760 9000.000
   280  681.00    3.416    9.21   52.0    2.7361    0.0402    5.97    3.00    4.10   38.14    0.7300   -1.30670   36.75760 9000.000
   282  679.94    3.429    9.11   52.0    2.7362    0.0402    6.00    1.00    4.10   38.15    0.7300   -1.30680   36.75760 9000.000
   284  678.85    3.443    9.00   53.0    2.7362    0.0403    6.04    0.00    4.20   38.15    0.7300   -1.30680   36.75770 9000.000
   286  677.71    3.456    8.88   53.0    2.7363    0.0404    6.07  358.00    4.20   38.17    0.7300   -1.30690   36.75770 9000.000
   288  676.53    3.471    8.73   53.0    2.7363    0.0404    6.11  357.00    4.20   38.18    0.7300   -1.30690   36.75760 9000.000
   290  675.29    3.486    8.59   54.0    2.7364    0.0405    6.15  355.00    4.20   38.18    0.7300   -1.30710   36.75750 9000.000
   292  674.03    3.501    8.40   55.0    2.6961    0.0400    6.19  354.00    4.20   38.18    0.7200   -1.30720   36.75750 9000.000
   294  672.93    3.515    8.26   55.0    2.6960    0.0401    6.22  352.00    4.10   38.17    0.7200   -1.30730   36.75760 9000.000
   296  671.88    3.528    8.16   56.0    2.6961    0.0401    6.26  352.00    4.00   38.18    0.7200   -1.30730   36.75770 9000.000
   298  670.79    3.541    8.03   56.0    2.6559    0.0396    6.29  352.00    3.90   38.18    0.7100   -1.30740   36.75770 9000.000
   300  669.76    3.554    7.89   57.0    2.6559    0.0397    6.32  352.00    3.80   38.18    0.7100   -1.30750   36.75770 9000.000
   302  669.01    3.563    7.84   57.0    2.6559    0.0397    6.35  353.00    3.60   38.18    0.7100   -1.30750   36.75770 9000.000
   304  668.34    3.572    7.79   57.0    2.6559    0.0397    6.37  356.00    3.40   38.18    0.7100   -1.30750   36.75780 9000.000
   306  667.45    3.582    7.67   57.0    2.6559    0.0398    6.40  359.00    3.30   38.18    0.7100   -1.30760   36.75780 9000.000
   308  666.30    3.597    7.52   58.0    2.6559    0.0399    6.43    4.00    3.20   38.18    0.7100   -1.30770   36.75790 9000.000
   310  665.12    3.611    7.40   58.0    2.6560    0.0399    6.47    9.00    3.10   38.19    0.7100   -1.30780   36.75790 9000.000
   312  664.16    3.623    7.39   58.0    2.6560    0.0400    6.50   14.00    3.10   38.19    0.7100   -1.30790   36.75780 9000.000
   314  663.39    3.633    7.42   58.0    2.6159    0.0394    6.52   19.00    3.10   38.20    0.7000   -1.30790   36.75770 9000.000
   316  662.66    3.642    7.41   57.0    2.6158    0.0395    6.55   23.00    3.10   38.19    0.7000   -1.30790   36.75770 9000.000
   318  661.91    3.651    7.34   57.0    2.6157    0.0395    6.57   27.00    3.20   38.18    0.7000   -1.30790   36.75770 9000.000
   320  661.10    3.661    7.21   59.0    2.6157    0.0396    6.60   29.00    3.30   38.18    0.7000   -1.30790   36.75770 9000.000
   322  660.19    3.673    7.13   60.0    2.6559    0.0402    6.62   31.00    3.30   38.18    0.7100   -1.30800   36.75760 9000.000
   324  659.20    3.685    7.06   61.0    2.6559    0.0403    6.66   32.00    3.40   38.18    0.7100   -1.30810   36.75750 9000.000
   326  658.13    3.698    6.89   63.0    2.6560    0.0404    6.69   32.00    3.40   38.20    0.7100   -1.30820   36.75740 9000.000
   328  657.00    3.712    6.74   64.0    2.6964    0.0410    6.73   32.00    3.40   38.21    0.7200   -1.30830   36.75750 9000.000
   330  655.87    3.727    6.64   65.0    2.6964    0.0411    6.76   31.00    3.40   38.21    0.7200   -1.30830   36.75750 9000.000
   332  654.79    3.740    6.55   64.0    2.6964    0.0412    6.80   31.00    3.30   38.21    0.7200   -1.30830   36.75750 9000.000
   334  653.76    3.753    6.45   64.0    2.6963    0.0412    6.83   30.00    3.30   38.20    0.7200   -1.30830   36.75740 9000.000
   336  652.82    3.765    6.42   63.0    2.6963    0.0413    6.86   29.00    3.20   38.20    0.7200   -1.30830   36.75730 9000.000
   338  651.94    3.776    6.38   62.0    2.7365    0.0420    6.89   28.00    3.20   38.20    0.7300   -1.30850   36.75720 9000.000
   340  651.10    3.786    6.27   61.0    2.7366    0.0420    6.92   28.00    3.20   38.20    0.7300   -1.30860   36.75720 9000.000
   342  650.43    3.795    6.21   61.0    2.7366    0.0421    6.94   28.00    3.20   38.21    0.7300   -1.30860   36.75730 9000.000
   344  649.82    3.803    6.15   60.0    2.7770    0.0427    6.96   29.00    3.20   38.22    0.7400   -1.30860   36.75730 9000.000
   346  649.14    3.811    6.04   60.0    2.7770    0.0428    6.98   30.00    3.20   38.22    0.7400   -1.30870   36.75730 9000.000
   348  648.32    3.822    5.91   60.0    2.7770    0.0428    7.01   31.00    3.30   38.22    0.7400   -1.30870   36.75730 9000.000
   350  647.44    3.833    5.83   60.0    2.8172    0.0435    7.04   32.00    3.30   38.22    0.7500   -1.30870   36.75730 9000.000
   352  646.56    3.844    5.80   59.0    2.8172    0.0436    7.07   33.00    3.40   38.21    0.7500   -1.30870   36.75720 9000.000
   354  645.78    3.854    5.79   58.0    2.8172    0.0436    7.10   35.00    3.40   38.21    0.7500   -1.30870   36.75710 9000.000
   356  645.13    3.862    5.74   58.0    2.8172    0.0437    7.12   36.00    3.40   38.21    0.7500   -1.30890   36.75700 9000.000
   358  644.49    3.870    5.67   56.0    2.8574    0.0443    7.14   38.00    3.40   38.21    0.7600   -1.30900   36.75700 9000.000
   360  643.75    3.880    5.57   55.0    2.8576    0.0444    7.17   39.00    3.40   38.23    0.7600   -1.30910   36.75700 9000.000
   362  642.90    3.890    5.45   56.0    2.8577    0.0445    7.20   40.00    3.30   38.24    0.7600   -1.30920   36.75700 9000.000
   364  641.88    3.903    5.33   57.0    2.8577    0.0445    7.24   40.00    3.20   38.24    0.7600   -1.30920   36.75700 9000.000
   366  640.90    3.916    5.25   59.0    2.8577    0.0446    7.27   41.00    3.00   38.24    0.7600   -1.30920   36.75700 9000.000
   368  640.19    3.925    5.23   60.0    2.8577    0.0446    7.30   41.00    2.80   38.24    0.7600   -1.30920   36.75680 9000.000
   370  639.51    3.934    5.20   60.0    2.8577    0.0447    7.32   41.00    2.60   38.25    0.7600   -1.30920   36.75670 9000.000
   372  638.62    3.945    5.03   61.0    2.8577    0.0447    7.35   40.00    2.40   38.25    0.7600   -1.30930   36.75660 9000.000
