    60  792.78    2.130   15.08   78.0    2.1527    0.0272    0.61   99.00    2.80   35.58    0.6100 9000.00000 9000.00000 9000.000
    62  791.65    2.142   15.00   79.0    2.1528    0.0272    0.64   98.00    2.80   35.59    0.6100 9000.00000 9000.00000 9000.000
    64  790.71    2.152   14.97   78.0    2.1528    0.0272    0.66   96.00    2.70   35.59    0.6100 9000.00000 9000.00000 9000.000
    66  789.93    2.161   14.92   77.0    2.1913    0.0277    0.67   94.00    2.60   35.60    0.6200 9000.00000 9000.00000 9000.000
    68  788.97    2.171   14.75   78.0    2.1913    0.0278    0.69   92.00    2.50   35.60    0.6200 9000.00000 9000.00000 9000.000
    70  788.00    2.181   14.63   79.0    2.1913    0.0278    0.72   89.00    2.30   35.60    0.6200 9000.00000 9000.00000 9000.000
    72  787.11    2.191   14.57   80.0    2.2298    0.0283    0.74   85.00    2.10   35.60    0.6300 9000.00000 9000.00000 9000.000
    74  786.38    2.199   14.56   79.0    2.2298    0.0284    0.75   81.00    1.80   35.60    0.6300 9000.00000 9000.00000 9000.000
    76  785.66    2.206   14.49   79.0    2.2298    0.0284    0.77   76.00    1.60   35.61    0.6300 9000.00000 9000.00000 9000.000
    78  784.86    2.215   14.36   79.0    2.2298    0.0284    0.79   70.00    1.30   35.61    0.6300 9000.00000 9000.00000 9000.000
    80  784.06    2.224   14.25   80.0    2.2683    0.0289    0.80   63.00    1.10   35.61    0.6400 9000.00000 9000.00000 9000.000
    82  783.37    2.231   14.17   81.0    2.2683    0.0290    0.82   54.00    0.90   35.61    0.6400 9000.00000 9000.00000 9000.000
    84  782.81    2.237   14.13   81.0    2.2684    0.0290    0.83   44.00    0.80   35.62    0.6400 9000.00000 9000.00000 9000.000
    86  782.07    2.245   14.03   82.0    2.2684    0.0290    0.85   34.00    0.60   35.63    0.6400 9000.00000 9000.00000 9000.000
    88  781.23    2.254   13.95   83.0    2.3069    0.0295    0.87    0.00    0.50   35.63    0.6500 9000.00000 9000.00000 9000.000
    90  780.39    2.263   13.91   83.0    2.3069    0.0296    0.89    0.00    0.40   35.63    0.6500 9000.00000 9000.00000 9000.000
    92  779.50    2.273   13.84   83.0    2.3070    0.0296    0.91    0.00    0.30   35.64    0.6500 9000.00000 9000.00000 9000.000
    94  778.63    2.283   13.74   83.0    2.3070    0.0296    0.93    0.00    0.20   35.64    0.6500 9000.00000 9000.00000 9000.000
    96  777.77    2.292   13.63   84.0    2.3454    0.0302    0.95    0.00    0.20   35.64    0.6600 9000.00000 9000.00000 9000.000
    98  776.94    2.301   13.52   85.0    2.3455    0.0302    0.97    0.00    0.10   35.65    0.6600 9000.00000 9000.00000 9000.000
   100  775.92    2.312   13.43   85.0    2.3456    0.0302    0.99    0.00    0.10   35.66    0.6600 9000.00000 9000.00000 9000.000
   102  774.73    2.325   13.33   85.0    2.3456    0.0303    1.02    0.00    0.10   35.66    0.6600 9000.00000 9000.00000 9000.000
   104  773.68    2.336   13.29   85.0    2.3456    0.0303    1.05    0.00    0.20   35.67    0.6600 9000.00000 9000.00000 9000.000
   106  772.65    2.348   13.25   84.0    2.3841    0.0309    1.07    0.00    0.30   35.67    0.6700 9000.00000 9000.00000 9000.000
   108  771.70    2.358   13.11   85.0    2.3841    0.0309    1.10    0.00    0.40   35.67    0.6700 9000.00000 9000.00000 9000.000
   110  770.79    2.368   12.97   86.0    2.3841    0.0309    1.12  344.00    0.50   35.67    0.6700 9000.00000 9000.00000 9000.000
   112  769.83    2.378   12.88   86.0    2.3841    0.0310    1.14  340.00    0.70   35.67    0.6700 9000.00000 9000.00000 9000.000
   114  768.93    2.388   12.80   86.0    2.3841    0.0310    1.16  337.00    1.00   35.67    0.6700 9000.00000 9000.00000 9000.000
   116  767.97    2.399   12.71   86.0    2.3841    0.0310    1.19  333.00    1.20   35.67    0.6700 9000.00000 9000.00000 9000.000
   118  766.82    2.411   12.63   86.0    2.4225    0.0316    1.22  329.00    1.50   35.67    0.6800 9000.00000 9000.00000 9000.000
   120  765.61    2.425   12.61   86.0    2.4226    0.0316    1.25  326.00    1.70   35.68    0.6800 9000.00000 9000.00000 9000.000
   122  764.52    2.437   12.56   85.0    2.4226    0.0317    1.27  322.00    2.00   35.68    0.6800 9000.00000 9000.00000 9000.000
   124  763.57    2.447   12.60   84.0    2.4226    0.0317    1.30  320.00    2.30   35.68    0.6800 9000.00000 9000.00000 9000.000
   126  762.49    2.459   12.66   82.0    2.4226    0.0318    1.32  317.00    2.50   35.68    0.6800 9000.00000 9000.00000 9000.000
   128  761.40    2.471   12.63   81.0    2.4995    0.0328    1.35  315.00    2.80   35.68    0.7000 9000.00000 9000.00000 9000.000
   130  760.54    2.481   12.59   81.0    2.5381    0.0334    1.37  314.00    3.00   35.69    0.7100 9000.00000 9000.00000 9000.000
   132  759.94    2.487   12.56   80.0    2.5381    0.0334    1.39  313.00    3.20   35.69    0.7100 9000.00000 9000.00000 9000.000
   134  759.37    2.493   12.58   80.0    2.5765    0.0339    1.40  312.00    3.30   35.69    0.7200 9000.00000 9000.00000 9000.000
   136  758.74    2.500   12.60   79.0    2.6534    0.0350    1.42  313.00    3.40   35.69    0.7400 9000.00000 9000.00000 9000.000
   138  758.00    2.509   12.58   79.0    2.6919    0.0355    1.44  313.00    3.40   35.69    0.7500 9000.00000 9000.00000 9000.000
   140  757.28    2.517   12.58   78.0    2.7303    0.0361    1.46  315.00    3.40   35.69    0.7600 9000.00000 9000.00000 9000.000
   142  756.72    2.523   12.79   77.0    2.7688    0.0366    1.48  316.00    3.40   35.69    0.7700 9000.00000 9000.00000 9000.000
   144  756.12    2.530   13.13   74.0    2.7688    0.0366    1.50  318.00    3.40   35.69    0.7700 9000.00000 9000.00000 9000.000
   146  755.37    2.538   13.70   69.0    2.8072    0.0372    1.52  320.00    3.30   35.69    0.7800 9000.00000 9000.00000 9000.000
   148  754.49    2.548   14.72   60.0    2.8073    0.0372    1.54  321.00    3.20   35.70    0.7800 9000.00000 9000.00000 9000.000
   150  753.60    2.558   15.36   55.0    2.8458    0.0378    1.57  323.00    3.10   35.70    0.7900 9000.00000 9000.00000 9000.000
   152  752.92    2.566   15.53   52.0    2.8458    0.0378    1.59  325.00    2.90   35.70    0.7900 9000.00000 9000.00000 9000.000
   154  752.18    2.574   15.66   51.0    2.8843    0.0383    1.61  326.00    2.80   35.71    0.8000 9000.00000 9000.00000 9000.000
   156  751.23    2.585   15.68   50.0    2.9228    0.0389    1.64  326.00    2.60   35.71    0.8100 9000.00000 9000.00000 9000.000
   158  750.30    2.595   15.61   49.0    2.9614    0.0395    1.67  327.00    2.40   35.72    0.8200 9000.00000 9000.00000 9000.000
   160  749.53    2.604   15.56   49.0    2.9614    0.0395    1.69  327.00    2.20   35.72    0.8200 9000.00000 9000.00000 9000.000
   162  748.91    2.611   15.55   49.0    2.9998    0.0401    1.71  327.00    2.00   35.72    0.8300 9000.00000 9000.00000 9000.000
   164  748.34    2.617   15.49   49.0    2.9998    0.0401    1.73  327.00    1.80   35.72    0.8300 9000.00000 9000.00000 9000.000
   166  747.71    2.624   15.39   49.0    3.0383    0.0406    1.75  327.00    1.60   35.72    0.8400 9000.00000 9000.00000 9000.000
   168  747.03    2.632   15.29   49.0    3.0383    0.0407    1.77  328.00    1.40   35.72    0.8400 9000.00000 9000.00000 9000.000
   170  746.41    2.639   15.27   49.0    3.0383    0.0407    1.79  331.00    1.20   35.72    0.8400 9000.00000 9000.00000 9000.000
   172  745.81    2.646   15.24   49.0    3.0383    0.0407    1.81  336.00    0.90   35.72    0.8400 9000.00000 9000.00000 9000.000
   174  745.21    2.653   15.17   49.0    3.0383    0.0408    1.83  347.00    0.80   35.72    0.8400 9000.00000 9000.00000 9000.000
   176  744.55    2.660   15.14   49.0    3.0383    0.0408    1.85    4.00    0.60   35.72    0.8400 9000.00000 9000.00000 9000.000
   178  743.83    2.669   15.15   49.0    3.0384    0.0408    1.88   25.00    0.60   35.73    0.8400 9000.00000 9000.00000 9000.000
   180  743.10    2.677   15.16   48.0    3.0384    0.0409    1.90   45.00    0.70   35.73    0.8400 9000.00000 9000.00000 9000.000
   182  742.21    2.687   15.01   48.0    3.0385    0.0409    1.93   58.00    0.80   35.74    0.8400 9000.00000 9000.00000 9000.000
   184  741.25    2.698   14.84   49.0    3.0385    0.0410    1.96   66.00    1.00   35.74    0.8400 9000.00000 9000.00000 9000.000
   186  740.54    2.706   14.82   49.0    3.0387    0.0410    1.98   71.00    1.20   35.76    0.8400 9000.00000 9000.00000 9000.000
   188  740.00    2.712   14.84   49.0    3.0387    0.0411    2.00   75.00    1.40   35.76    0.8400 9000.00000 9000.00000 9000.000
   190  739.39    2.719   14.80   48.0    3.0387    0.0411    2.02   78.00    1.60   35.76    0.8400 9000.00000 9000.00000 9000.000
   192  738.61    2.728   14.65   49.0    3.0388    0.0411    2.05   80.00    1.80   35.77    0.8400 9000.00000 9000.00000 9000.000
   194  737.60    2.740   14.52   49.0    3.0388    0.0412    2.08   82.00    2.10   35.77    0.8400 9000.00000 9000.00000 9000.000
   196  736.45    2.753   14.45   50.0    3.0389    0.0413    2.12   83.00    2.30   35.78    0.8400 9000.00000 9000.00000 9000.000
   198  735.33    2.766   14.35   50.0    3.0773    0.0418    2.15   85.00    2.50   35.78    0.8500 9000.00000 9000.00000 9000.000
   200  734.47    2.776   14.30   50.0    3.0773    0.0419    2.18   87.00    2.70   35.78    0.8500 9000.00000 9000.00000 9000.000
   202  733.77    2.784   14.30   50.0    3.0389    0.0414    2.20   88.00    2.90   35.78    0.8400 9000.00000 9000.00000 9000.000
   204  732.95    2.793   14.21   50.0    3.0389    0.0415    2.23   89.00    3.10   35.78    0.8400 9000.00000 9000.00000 9000.000
   206  732.10    2.803   14.11   50.0    3.0389    0.0415    2.26   91.00    3.30   35.78    0.8400 9000.00000 9000.00000 9000.000
   208  731.37    2.811   14.14   49.0    3.0389    0.0416    2.28   92.00    3.40   35.78    0.8400 9000.00000 9000.00000 9000.000
   210  730.64    2.820   14.20   48.0    3.0774    0.0421    2.31   93.00    3.50   35.79    0.8500 9000.00000 9000.00000 9000.000
   212  729.88    2.829   14.15   48.0    3.0774    0.0422    2.33   93.00    3.50   35.79    0.8500 9000.00000 9000.00000 9000.000
   214  729.16    2.837   14.11   47.0    3.0774    0.0422    2.36   94.00    3.50   35.79    0.8500 9000.00000 9000.00000 9000.000
   216  728.46    2.845   14.10   47.0    3.0774    0.0422    2.38   95.00    3.50   35.79    0.8500 9000.00000 9000.00000 9000.000
   218  727.79    2.853   14.05   46.0    3.0775    0.0423    2.40   96.00    3.40   35.80    0.8500 9000.00000 9000.00000 9000.000
   220  727.02    2.862   13.94   46.0    3.0775    0.0423    2.43   96.00    3.30   35.80    0.8500 9000.00000 9000.00000 9000.000
   222  726.18    2.872   13.84   46.0    3.1161    0.0429    2.46   97.00    3.10   35.81    0.8600 9000.00000 9000.00000 9000.000
   224  725.38    2.881   13.76   47.0    3.1162    0.0430    2.48   98.00    3.00   35.82    0.8600 9000.00000 9000.00000 9000.000
   226  724.63    2.889   13.71   47.0    3.1547    0.0435    2.51  100.00    3.00   35.82    0.8700 9000.00000 9000.00000 9000.000
   228  723.96    2.897   13.63   48.0    3.1548    0.0436    2.53  101.00    2.90   35.83    0.8700 9000.00000 9000.00000 9000.000
   230  723.22    2.906   13.53   48.0    3.1548    0.0436    2.56  102.00    2.90   35.83    0.8700 9000.00000 9000.00000 9000.000
   232  722.41    2.915   13.45   49.0    3.1932    0.0442    2.59  103.00    2.90   35.83    0.8800 9000.00000 9000.00000 9000.000
   234  721.61    2.925   13.39   49.0    3.1933    0.0443    2.61  104.00    2.90   35.84    0.8800 9000.00000 9000.00000 9000.000
   236  720.75    2.935   13.38   49.0    3.1933    0.0443    2.64  105.00    3.00   35.84    0.8800 9000.00000 9000.00000 9000.000
   238  719.93    2.944   13.36   48.0    3.1933    0.0444    2.67  105.00    3.00   35.84    0.8800 9000.00000 9000.00000 9000.000
   240  719.28    2.952   13.31   48.0    3.1933    0.0444    2.69  106.00    3.10   35.84    0.8800 9000.00000 9000.00000 9000.000
   242  718.57    2.960   13.22   48.0    3.1935    0.0444    2.72  106.00    3.10   35.85    0.8800 9000.00000 9000.00000 9000.000
   244  717.81    2.969   13.14   48.0    3.1936    0.0445    2.75  105.00    3.10   35.86    0.8800 9000.00000 9000.00000 9000.000
   246  717.14    2.977   13.17   48.0    3.1936    0.0445    2.77  105.00    3.00   35.86    0.8800 9000.00000 9000.00000 9000.000
   248  716.55    2.984   13.18   48.0    3.1936    0.0446    2.79  103.00    2.90   35.86    0.8800 9000.00000 9000.00000 9000.000
   250  715.95    2.991   13.07   48.0    3.2320    0.0451    2.81  102.00    2.70   35.86    0.8900 9000.00000 9000.00000 9000.000
   252  715.12    3.001   12.97   49.0    3.2321    0.0452    2.84   99.00    2.50   35.87    0.8900 9000.00000 9000.00000 9000.000
   254  714.24    3.011   12.87   49.0    3.2322    0.0453    2.87   96.00    2.30   35.88    0.8900 9000.00000 9000.00000 9000.000
   256  713.33    3.022   12.74   50.0    3.2322    0.0453    2.91   92.00    2.10   35.88    0.8900 9000.00000 9000.00000 9000.000
   258  712.39    3.033   12.65   50.0    3.1939    0.0448    2.94   87.00    2.00   35.89    0.8800 9000.00000 9000.00000 9000.000
   260  711.47    3.044   12.58   50.0    3.1939    0.0449    2.97   81.00    1.80   35.89    0.8800 9000.00000 9000.00000 9000.000
   262  710.61    3.054   12.53   50.0    3.1939    0.0449    3.00   75.00    1.80   35.89    0.8800 9000.00000 9000.00000 9000.000
   264  709.85    3.063   12.51   50.0    3.1555    0.0445    3.03   68.00    1.70   35.90    0.8700 9000.00000 9000.00000 9000.000
   266  709.08    3.072   12.42   49.0    3.1555    0.0445    3.06   63.00    1.70   35.90    0.8700 9000.00000 9000.00000 9000.000
   268  708.26    3.082   12.26   50.0    3.1555    0.0446    3.08   58.00    1.70   35.90    0.8700 9000.00000 9000.00000 9000.000
   270  707.31    3.093   12.11   50.0    3.1170    0.0441    3.12   55.00    1.70   35.90    0.8600 9000.00000 9000.00000 9000.000
   272  706.30    3.105   12.02   50.0    3.1170    0.0441    3.15   52.00    1.70   35.90    0.8600 9000.00000 9000.00000 9000.000
   274  705.40    3.116   11.96   51.0    3.1171    0.0442    3.18   49.00    1.60   35.91    0.8600 9000.00000 9000.00000 9000.000
   276  704.53    3.126   11.89   51.0    3.0786    0.0437    3.21   47.00    1.60   35.91    0.8500 9000.00000 9000.00000 9000.000
   278  703.71    3.136   11.82   51.0    3.0786    0.0437    3.24   44.00    1.60   35.91    0.8500 9000.00000 9000.00000 9000.000
   280  702.83    3.146   11.72   51.0    3.0402    0.0433    3.27   41.00    1.60   35.92    0.8400 9000.00000 9000.00000 9000.000
   282  701.93    3.157   11.59   51.0    3.0402    0.0433    3.30   37.00    1.60   35.92    0.8400 9000.00000 9000.00000 9000.000
   284  701.14    3.166   11.50   52.0    3.0402    0.0434    3.33   33.00    1.60   35.92    0.8400 9000.00000 9000.00000 9000.000
   286  700.29    3.177   11.41   52.0    3.0018    0.0429    3.36   28.00    1.60   35.92    0.8300 9000.00000 9000.00000 9000.000
   288  699.31    3.188   11.29   53.0    3.0018    0.0429    3.39   24.00    1.70   35.92    0.8300 9000.00000 9000.00000 9000.000
   290  698.28    3.201   11.16   53.0    3.0018    0.0430    3.43   20.00    1.80   35.92    0.8300 9000.00000 9000.00000 9000.000
   292  697.24    3.213   11.03   53.0    3.0020    0.0431    3.46   17.00    1.90   35.94    0.8300 9000.00000 9000.00000 9000.000
   294  696.43    3.223   10.97   53.0    2.9635    0.0426    3.49   14.00    2.10   35.94    0.8200 9000.00000 9000.00000 9000.000
   296  695.73    3.231   10.93   52.0    2.9635    0.0426    3.51   13.00    2.30   35.94    0.8200 9000.00000 9000.00000 9000.000
   298  695.05    3.239   10.84   52.0    2.9635    0.0426    3.54   12.00    2.50   35.94    0.8200 9000.00000 9000.00000 9000.000
   300  694.38    3.247   10.74   52.0    2.9634    0.0427    3.56   11.00    2.60   35.93    0.8200 9000.00000 9000.00000 9000.000
   302  693.51    3.258   10.61   53.0    2.9249    0.0422    3.59   11.00    2.80   35.93    0.8100 9000.00000 9000.00000 9000.000
   304  692.53    3.270   10.50   54.0    2.9249    0.0422    3.62   11.00    2.90   35.93    0.8100 9000.00000 9000.00000 9000.000
   306  691.60    3.281   10.44   54.0    2.9250    0.0423    3.65   12.00    3.00   35.94    0.8100 9000.00000 9000.00000 9000.000
   308  690.79    3.290   10.37   54.0    2.9250    0.0423    3.68   13.00    3.10   35.94    0.8100 9000.00000 9000.00000 9000.000
   310  690.01    3.300   10.27   55.0    2.9250    0.0424    3.71   14.00    3.10   35.94    0.8100 9000.00000 9000.00000 9000.000
   312  689.16    3.310   10.17   55.0    2.8865    0.0419    3.73   15.00    3.10   35.94    0.8000 9000.00000 9000.00000 9000.000
   314  688.21    3.322   10.04   55.0    2.8865    0.0419    3.77   16.00    3.10   35.94    0.8000 9000.00000 9000.00000 9000.000
   316  687.44    3.331   10.00   55.0    2.8866    0.0420    3.79   18.00    3.10   35.95    0.8000 9000.00000 9000.00000 9000.000
   318  686.73    3.339    9.99   55.0    2.8481    0.0415    3.81   19.00    3.10   35.95    0.7900 9000.00000 9000.00000 9000.000
   320  685.87    3.350    9.86   55.0    2.8481    0.0415    3.84   21.00    3.10   35.95    0.7900 9000.00000 9000.00000 9000.000
   322  685.14    3.359    9.80   55.0    2.8095    0.0410    3.87   22.00    3.20   35.94    0.7800 9000.00000 9000.00000 9000.000
   324  684.39    3.368    9.74   55.0    2.8095    0.0411    3.89   23.00    3.20   35.94    0.7800 9000.00000 9000.00000 9000.000
   326  683.54    3.378    9.60   55.0    2.8095    0.0411    3.92   24.00    3.40   35.94    0.7800 9000.00000 9000.00000 9000.000
   328  682.61    3.389    9.48   55.0    2.8095    0.0412    3.95   24.00    3.50   35.94    0.7800 9000.00000 9000.00000 9000.000
   330  681.55    3.402    9.34   55.0    2.8095    0.0412    3.98   24.00    3.70   35.94    0.7800 9000.00000 9000.00000 9000.000
   332  680.66    3.413    9.25   56.0    2.8095    0.0413    4.01   24.00    3.90   35.94    0.7800 9000.00000 9000.00000 9000.000
   334  679.90    3.422    9.27   56.0    2.7710    0.0408    4.04   24.00    4.10   35.94    0.7700 9000.00000 9000.00000 9000.000
   336  679.06    3.433    9.20   56.0    2.7325    0.0402    4.06   24.00    4.30   35.94    0.7600 9000.00000 9000.00000 9000.000
   338  678.07    3.445    9.00   56.0    2.7325    0.0403    4.10   24.00    4.50   35.94    0.7600 9000.00000 9000.00000 9000.000
   340  676.93    3.459    8.83   57.0    2.7326    0.0404    4.13   25.00    4.70   35.95    0.7600 9000.00000 9000.00000 9000.000
   342  675.83    3.472    8.68   57.0    2.7326    0.0404    4.17   25.00    4.80   35.95    0.7600 9000.00000 9000.00000 9000.000
   344  674.73    3.486    8.57   57.0    2.6941    0.0399    4.20   26.00    4.90   35.95    0.7500 9000.00000 9000.00000 9000.000
   346  673.74    3.498    8.53   57.0    2.6941    0.0400    4.23   28.00    4.90   35.94    0.7500 9000.00000 9000.00000 9000.000
   348  672.86    3.509    8.53   55.0    2.6556    0.0395    4.26   29.00    5.00   35.94    0.7400 9000.00000 9000.00000 9000.000
   350  671.99    3.519    8.47   54.0    2.6555    0.0395    4.29   31.00    4.90   35.93    0.7400 9000.00000 9000.00000 9000.000
   352  671.07    3.531    8.39   54.0    2.6555    0.0396    4.32   33.00    4.90   35.93    0.7400 9000.00000 9000.00000 9000.000
   354  670.08    3.543    8.36   52.0    2.6555    0.0396    4.35   35.00    4.80   35.93    0.7400 9000.00000 9000.00000 9000.000
   356  669.25    3.553    8.45   50.0    2.6555    0.0397    4.37   37.00    4.70   35.93    0.7400 9000.00000 9000.00000 9000.000
   358  668.53    3.562    8.53   48.0    2.6555    0.0397    4.40   39.00    4.60   35.93    0.7400 9000.00000 9000.00000 9000.000
   360  667.71    3.572    8.46   48.0    2.6554    0.0398    4.42   41.00    4.60   35.92    0.7400 9000.00000 9000.00000 9000.000
   362  666.87    3.583    8.44   48.0    2.6554    0.0398    4.45   42.00    4.50   35.92    0.7400 9000.00000 9000.00000 9000.000
   364  666.21    3.591    8.47   48.0    2.6554    0.0399    4.47   42.00    4.50   35.92    0.7400 9000.00000 9000.00000 9000.000
   366  665.71    3.597    8.44   48.0    2.6554    0.0399    4.48   42.00    4.40   35.92    0.7400 9000.00000 9000.00000 9000.000
   368  665.24    3.603    8.39   49.0    2.6554    0.0399    4.50   41.00    4.40   35.92    0.7400 9000.00000 9000.00000 9000.000
   370  664.67    3.610    8.24   49.0    2.6169    0.0394    4.52   40.00    4.40   35.92    0.7300 9000.00000 9000.00000 9000.000
   372  664.07    3.617    8.17   50.0    2.6169    0.0394    4.54   38.00    4.50   35.92    0.7300 9000.00000 9000.00000 9000.000
   374  663.41    3.626    8.11   50.0    2.6169    0.0394    4.56   36.00    4.60   35.92    0.7300 9000.00000 9000.00000 9000.000
   376  662.80    3.633    8.07   50.0    2.6170    0.0395    4.58   34.00    4.60   35.93    0.7300 9000.00000 9000.00000 9000.000
   378  662.25    3.640    8.07   50.0    2.6170    0.0395    4.59   32.00    4.70   35.93    0.7300 9000.00000 9000.00000 9000.000
   380  661.52    3.649    7.95   51.0    2.5785    0.0390    4.61   30.00    4.80   35.93    0.7200 9000.00000 9000.00000 9000.000
   382  660.71    3.659    7.77   52.0    2.5785    0.0390    4.64   29.00    4.90   35.93    0.7200 9000.00000 9000.00000 9000.000
   384  659.85    3.670    7.65   53.0    2.5785    0.0391    4.67   27.00    5.00   35.93    0.7200 9000.00000 9000.00000 9000.000
   386  658.95    3.681    7.52   54.0    2.5785    0.0391    4.69   26.00    5.10   35.93    0.7200 9000.00000 9000.00000 9000.000
   388  658.23    3.690    7.49   54.0    2.5786    0.0392    4.72   25.00    5.10   35.94    0.7200 9000.00000 9000.00000 9000.000
