    56  798.17    2.107   14.06   77.0    2.5973    0.0325    0.71  100.00    0.70   31.26    0.7400 9000.00000 9000.00000 9000.000
    58  796.69    2.122   13.97   78.0    2.5973    0.0326    0.75  102.00    0.80   31.27    0.7400 9000.00000 9000.00000 9000.000
    60  795.22    2.138   13.78   79.0    2.5598    0.0322    0.79  104.00    1.00   31.28    0.7300 9000.00000 9000.00000 9000.000
    62  794.13    2.149   13.62   79.0    2.5598    0.0322    0.82  106.00    1.20   31.28    0.7300 9000.00000 9000.00000 9000.000
    64  793.25    2.159   13.53   79.0    2.5598    0.0323    0.84  108.00    1.30   31.28    0.7300 9000.00000 9000.00000 9000.000
    66  792.14    2.171   13.42   80.0    2.5598    0.0323    0.87  110.00    1.50   31.28    0.7300 9000.00000 9000.00000 9000.000
    68  790.85    2.184   13.29   82.0    2.5221    0.0319    0.90  112.00    1.70   31.28    0.7200 9000.00000 9000.00000 9000.000
    70  789.66    2.197   13.21   82.0    2.5222    0.0319    0.93  114.00    1.80   31.29    0.7200 9000.00000 9000.00000 9000.000
    72  788.47    2.210   13.09   82.0    2.5222    0.0320    0.96  117.00    1.90   31.29    0.7200 9000.00000 9000.00000 9000.000
    74  787.26    2.223   12.97   83.0    2.5222    0.0320    0.99  119.00    2.00   31.29    0.7200 9000.00000 9000.00000 9000.000
    76  785.99    2.236   12.87   83.0    2.5222    0.0321    1.02  122.00    2.10   31.29    0.7200 9000.00000 9000.00000 9000.000
    78  784.62    2.251   12.73   83.0    2.5222    0.0321    1.06  125.00    2.10   31.29    0.7200 9000.00000 9000.00000 9000.000
    80  783.21    2.266   12.58   84.0    2.5599    0.0327    1.09  127.00    2.10   31.29    0.7300 9000.00000 9000.00000 9000.000
    82  781.76    2.282   12.44   85.0    2.5600    0.0327    1.13  130.00    2.10   31.30    0.7300 9000.00000 9000.00000 9000.000
    84  780.47    2.296   12.35   84.0    2.5600    0.0328    1.16  133.00    2.10   31.30    0.7300 9000.00000 9000.00000 9000.000
    86  779.32    2.308   12.24   83.0    2.5222    0.0324    1.19  135.00    2.10   31.29    0.7200 9000.00000 9000.00000 9000.000
    88  778.21    2.320   12.11   83.0    2.5222    0.0324    1.22  137.00    2.10   31.29    0.7200 9000.00000 9000.00000 9000.000
    90  776.91    2.334   11.93   85.0    2.5222    0.0325    1.25  139.00    2.10   31.29    0.7200 9000.00000 9000.00000 9000.000
    92  775.55    2.349   11.73   87.0    2.5223    0.0325    1.29  141.00    2.00   31.30    0.7200 9000.00000 9000.00000 9000.000
    94  774.30    2.362   11.59   88.0    2.5223    0.0326    1.32  142.00    2.00   31.30    0.7200 9000.00000 9000.00000 9000.000
    96  772.89    2.378   11.47   89.0    2.5223    0.0326    1.36  143.00    1.90   31.30    0.7200 9000.00000 9000.00000 9000.000
    98  771.42    2.394   11.34   89.0    2.5223    0.0327    1.40  143.00    1.80   31.30    0.7200 9000.00000 9000.00000 9000.000
   100  769.82    2.411   11.15   90.0    2.5223    0.0328    1.44  143.00    1.70   31.30    0.7200 9000.00000 9000.00000 9000.000
   102  768.06    2.430   10.96   91.0    2.5223    0.0328    1.48  142.00    1.60   31.30    0.7200 9000.00000 9000.00000 9000.000
   104  766.45    2.448   10.84   92.0    2.5224    0.0329    1.52  140.00    1.50   31.31    0.7200 9000.00000 9000.00000 9000.000
   106  764.88    2.465   10.73   92.0    2.5224    0.0330    1.57  138.00    1.40   31.31    0.7200 9000.00000 9000.00000 9000.000
   108  763.45    2.480   10.58   93.0    2.5224    0.0330    1.60  135.00    1.30   31.31    0.7200 9000.00000 9000.00000 9000.000
   110  762.10    2.495   10.45   93.0    2.4847    0.0326    1.64  131.00    1.20   31.31    0.7100 9000.00000 9000.00000 9000.000
   112  760.58    2.512   10.27   94.0    2.4848    0.0327    1.68  128.00    1.10   31.32    0.7100 9000.00000 9000.00000 9000.000
   114  759.01    2.529   10.09   94.0    2.4848    0.0327    1.72  124.00    1.10   31.32    0.7100 9000.00000 9000.00000 9000.000
   116  757.55    2.545    9.95   95.0    2.4848    0.0328    1.76  122.00    1.00   31.32    0.7100 9000.00000 9000.00000 9000.000
   118  756.10    2.561    9.85   96.0    2.4848    0.0329    1.79  121.00    1.00   31.32    0.7100 9000.00000 9000.00000 9000.000
   120  754.49    2.579    9.73   97.0    2.4848    0.0329    1.83  122.00    1.00   31.32    0.7100 9000.00000 9000.00000 9000.000
   122  753.02    2.595    9.64   97.0    2.4471    0.0325    1.87  123.00    1.00   31.31    0.7000 9000.00000 9000.00000 9000.000
   124  751.55    2.611    9.59   96.0    2.4471    0.0326    1.91  127.00    1.00   31.31    0.7000 9000.00000 9000.00000 9000.000
   126  750.21    2.626    9.52   96.0    2.4471    0.0326    1.94  132.00    1.00   31.31    0.7000 9000.00000 9000.00000 9000.000
   128  749.14    2.638    9.46   96.0    2.4471    0.0327    1.97  138.00    1.10   31.31    0.7000 9000.00000 9000.00000 9000.000
   130  748.09    2.650    9.43   96.0    2.4471    0.0327    2.00  144.00    1.10   31.31    0.7000 9000.00000 9000.00000 9000.000
   132  747.05    2.661    9.40   95.0    2.4471    0.0328    2.03  152.00    1.10   31.31    0.7000 9000.00000 9000.00000 9000.000
   134  746.01    2.673    9.36   95.0    2.4471    0.0328    2.05  159.00    1.10   31.31    0.7000 9000.00000 9000.00000 9000.000
   136  744.88    2.685    9.27   95.0    2.4471    0.0329    2.08  165.00    1.20   31.31    0.7000 9000.00000 9000.00000 9000.000
   138  743.63    2.700    9.13   95.0    2.4471    0.0329    2.11  172.00    1.20   31.31    0.7000 9000.00000 9000.00000 9000.000
   140  742.47    2.712    9.03   95.0    2.4471    0.0330    2.15  178.00    1.30   31.31    0.7000 9000.00000 9000.00000 9000.000
   142  741.45    2.724    8.91   94.0    2.4471    0.0330    2.17  184.00    1.30   31.31    0.7000 9000.00000 9000.00000 9000.000
   144  740.46    2.735    8.88   94.0    2.4471    0.0330    2.20  189.00    1.40   31.31    0.7000 9000.00000 9000.00000 9000.000
   146  739.32    2.748    8.90   91.0    2.4471    0.0331    2.23  193.00    1.40   31.31    0.7000 9000.00000 9000.00000 9000.000
   148  738.22    2.760    9.20   84.0    2.4472    0.0331    2.26  197.00    1.40   31.32    0.7000 9000.00000 9000.00000 9000.000
   150  737.18    2.772    9.53   79.0    2.4471    0.0332    2.28  201.00    1.40   31.31    0.7000 9000.00000 9000.00000 9000.000
   152  736.11    2.784    9.78   74.0    2.4847    0.0338    2.31  206.00    1.30   31.31    0.7100 9000.00000 9000.00000 9000.000
   154  735.14    2.795   10.14   70.0    2.5224    0.0343    2.34  212.00    1.20   31.31    0.7200 9000.00000 9000.00000 9000.000
   156  734.18    2.806   10.68   67.0    2.5601    0.0349    2.36  219.00    1.10   31.32    0.7300 9000.00000 9000.00000 9000.000
   158  733.24    2.816   11.34   65.0    2.6355    0.0359    2.39  230.00    1.00   31.33    0.7500 9000.00000 9000.00000 9000.000
   160  732.26    2.828   11.95   65.0    2.6732    0.0365    2.42  245.00    0.90   31.33    0.7600 9000.00000 9000.00000 9000.000
   162  731.12    2.841   12.25   64.0    2.7109    0.0371    2.45  265.00    0.80   31.34    0.7700 9000.00000 9000.00000 9000.000
   164  729.93    2.854   12.34   64.0    2.7486    0.0377    2.49  287.00    0.80   31.34    0.7800 9000.00000 9000.00000 9000.000
   166  728.72    2.868   12.42   63.0    2.7486    0.0377    2.52  307.00    0.90   31.35    0.7800 9000.00000 9000.00000 9000.000
   168  727.64    2.881   12.56   62.0    2.7864    0.0383    2.55  321.00    1.10   31.36    0.7900 9000.00000 9000.00000 9000.000
   170  726.79    2.891   12.74   62.0    2.8240    0.0389    2.58  332.00    1.30   31.36    0.8000 9000.00000 9000.00000 9000.000
   172  725.89    2.901   12.79   62.0    2.8619    0.0394    2.61  339.00    1.50   31.38    0.8100 9000.00000 9000.00000 9000.000
   174  724.91    2.912   12.80   62.0    2.8995    0.0400    2.64  345.00    1.70   31.38    0.8200 9000.00000 9000.00000 9000.000
   176  724.04    2.922   12.85   61.0    3.0125    0.0416    2.67  350.00    1.80   31.38    0.8500 9000.00000 9000.00000 9000.000
   178  723.20    2.932   12.83   60.0    3.0126    0.0417    2.69  354.00    1.90   31.39    0.8500 9000.00000 9000.00000 9000.000
   180  722.23    2.944   12.70   60.0    3.0503    0.0422    2.73  357.00    1.90   31.39    0.8600 9000.00000 9000.00000 9000.000
   182  721.10    2.957   12.57   59.0    3.1256    0.0433    2.77  359.00    2.00   31.39    0.8800 9000.00000 9000.00000 9000.000
   184  719.95    2.970   12.52   59.0    3.1632    0.0439    2.80    1.00    1.90   31.39    0.8900 9000.00000 9000.00000 9000.000
   186  719.12    2.980   12.56   59.0    3.2009    0.0445    2.83    2.00    1.90   31.39    0.9000 9000.00000 9000.00000 9000.000
   188  718.42    2.988   12.55   58.0    3.2008    0.0446    2.86    2.00    1.80   31.38    0.9000 9000.00000 9000.00000 9000.000
   190  717.59    2.998   12.51   57.0    3.2384    0.0451    2.89    1.00    1.80   31.38    0.9100 9000.00000 9000.00000 9000.000
   192  716.77    3.007   12.40   58.0    3.3138    0.0462    2.92  360.00    1.70   31.38    0.9300 9000.00000 9000.00000 9000.000
   194  715.86    3.018   12.29   58.0    3.3891    0.0473    2.95  358.00    1.70   31.38    0.9500 9000.00000 9000.00000 9000.000
   196  714.97    3.028   12.19   59.0    3.4267    0.0479    2.98  356.00    1.70   31.38    0.9600 9000.00000 9000.00000 9000.000
   198  714.09    3.039   12.18   59.0    3.4644    0.0485    3.02  355.00    1.80   31.38    0.9700 9000.00000 9000.00000 9000.000
   200  713.14    3.050   12.18   59.0    3.4644    0.0486    3.05  354.00    1.80   31.38    0.9700 9000.00000 9000.00000 9000.000
   202  712.19    3.061   12.17   59.0    3.5020    0.0492    3.09  355.00    1.90   31.38    0.9800 9000.00000 9000.00000 9000.000
   204  711.23    3.072   12.14   58.0    3.5020    0.0492    3.13  356.00    2.00   31.38    0.9800 9000.00000 9000.00000 9000.000
   206  710.34    3.083   12.09   57.0    3.5397    0.0498    3.16  357.00    2.20   31.38    0.9900 9000.00000 9000.00000 9000.000
   208  709.48    3.093   11.96   57.0    3.5397    0.0499    3.20  359.00    2.40   31.38    0.9900 9000.00000 9000.00000 9000.000
   210  708.51    3.105   11.83   58.0    3.5397    0.0500    3.24    2.00    2.50   31.38    0.9900 9000.00000 9000.00000 9000.000
   212  707.54    3.116   11.80   57.0    3.5397    0.0500    3.27    4.00    2.70   31.38    0.9900 9000.00000 9000.00000 9000.000
   214  706.52    3.128   11.76   56.0    3.5020    0.0496    3.31    6.00    2.90   31.38    0.9800 9000.00000 9000.00000 9000.000
   216  705.48    3.140   11.70   56.0    3.5022    0.0496    3.35    8.00    3.10   31.39    0.9800 9000.00000 9000.00000 9000.000
   218  704.64    3.150   11.68   54.0    3.4645    0.0492    3.39    9.00    3.20   31.39    0.9700 9000.00000 9000.00000 9000.000
   220  703.93    3.159   11.69   53.0    3.4268    0.0487    3.41   11.00    3.30   31.39    0.9600 9000.00000 9000.00000 9000.000
   222  703.11    3.169   11.64   51.0    3.3893    0.0482    3.45   12.00    3.40   31.40    0.9500 9000.00000 9000.00000 9000.000
   224  702.23    3.179   11.52   50.0    3.3893    0.0483    3.48   14.00    3.40   31.40    0.9500 9000.00000 9000.00000 9000.000
   226  701.46    3.188   11.46   49.0    3.3516    0.0478    3.51   15.00    3.40   31.40    0.9400 9000.00000 9000.00000 9000.000
   228  700.69    3.197   11.41   49.0    3.3516    0.0478    3.54   17.00    3.40   31.40    0.9400 9000.00000 9000.00000 9000.000
   230  699.88    3.207   11.35   49.0    3.3140    0.0474    3.57   18.00    3.30   31.40    0.9300 9000.00000 9000.00000 9000.000
   232  699.02    3.217   11.32   49.0    3.3140    0.0474    3.60   20.00    3.20   31.40    0.9300 9000.00000 9000.00000 9000.000
   234  698.09    3.228   11.31   50.0    3.3140    0.0475    3.64   23.00    3.10   31.40    0.9300 9000.00000 9000.00000 9000.000
   236  697.27    3.238   11.31   49.0    3.2764    0.0470    3.67   26.00    2.90   31.41    0.9200 9000.00000 9000.00000 9000.000
   238  696.56    3.247   11.30   49.0    3.2764    0.0470    3.69   29.00    2.80   31.41    0.9200 9000.00000 9000.00000 9000.000
   240  695.79    3.256   11.24   48.0    3.2765    0.0471    3.72   33.00    2.70   31.42    0.9200 9000.00000 9000.00000 9000.000
   242  694.94    3.266   11.13   47.0    3.2765    0.0471    3.75   37.00    2.70   31.42    0.9200 9000.00000 9000.00000 9000.000
   244  693.93    3.278   11.00   46.0    3.2389    0.0467    3.79   41.00    2.70   31.42    0.9100 9000.00000 9000.00000 9000.000
   246  692.72    3.293   10.88   46.0    3.2389    0.0468    3.83   46.00    2.70   31.42    0.9100 9000.00000 9000.00000 9000.000
   248  691.49    3.308   10.81   45.0    3.2013    0.0463    3.88   50.00    2.80   31.43    0.9000 9000.00000 9000.00000 9000.000
   250  690.29    3.322   10.77   44.0    3.2013    0.0464    3.92   53.00    3.00   31.43    0.9000 9000.00000 9000.00000 9000.000
   252  689.06    3.337   10.66   44.0    3.2013    0.0465    3.97   56.00    3.20   31.43    0.9000 9000.00000 9000.00000 9000.000
   254  687.81    3.352   10.49   44.0    3.2013    0.0465    4.01   58.00    3.40   31.43    0.9000 9000.00000 9000.00000 9000.000
   256  686.51    3.368   10.32   44.0    3.1637    0.0461    4.06   59.00    3.60   31.43    0.8900 9000.00000 9000.00000 9000.000
   258  685.32    3.382   10.19   43.0    3.1637    0.0462    4.11   60.00    3.90   31.43    0.8900 9000.00000 9000.00000 9000.000
   260  684.47    3.393   10.17   43.0    3.1259    0.0457    4.14   60.00    4.10   31.42    0.8800 9000.00000 9000.00000 9000.000
   262  683.81    3.401   10.18   43.0    3.1259    0.0457    4.16   60.00    4.40   31.42    0.8800 9000.00000 9000.00000 9000.000
   264  683.09    3.409   10.15   42.0    3.0882    0.0452    4.19   59.00    4.60   31.42    0.8700 9000.00000 9000.00000 9000.000
   266  682.33    3.419   10.08   41.0    3.0881    0.0453    4.21   58.00    4.80   31.41    0.8700 9000.00000 9000.00000 9000.000
   268  681.32    3.431    9.94   41.0    3.1258    0.0459    4.25   57.00    5.00   31.41    0.8800 9000.00000 9000.00000 9000.000
   270  680.23    3.444    9.75   42.0    3.1257    0.0460    4.29   55.00    5.20   31.40    0.8800 9000.00000 9000.00000 9000.000
   272  679.34    3.455    9.67   42.0    3.0880    0.0455    4.32   53.00    5.40   31.40    0.8700 9000.00000 9000.00000 9000.000
   274  678.60    3.464    9.65   41.0    3.0880    0.0455    4.35   51.00    5.50   31.40    0.8700 9000.00000 9000.00000 9000.000
   276  677.76    3.475    9.59   41.0    3.0880    0.0456    4.38   50.00    5.60   31.40    0.8700 9000.00000 9000.00000 9000.000
   278  676.92    3.485    9.51   41.0    3.0880    0.0456    4.41   48.00    5.70   31.40    0.8700 9000.00000 9000.00000 9000.000
   280  676.14    3.494    9.42   41.0    3.0879    0.0457    4.44   46.00    5.80   31.39    0.8700 9000.00000 9000.00000 9000.000
   282  675.25    3.505    9.30   41.0    3.0879    0.0457    4.47   45.00    5.90   31.39    0.8700 9000.00000 9000.00000 9000.000
   284  674.16    3.519    9.09   41.0    3.0878    0.0458    4.51   44.00    5.90   31.38    0.8700 9000.00000 9000.00000 9000.000
   286  672.91    3.534    8.96   42.0    3.0878    0.0459    4.55   44.00    5.90   31.38    0.8700 9000.00000 9000.00000 9000.000
   288  671.64    3.550    8.89   42.0    3.0878    0.0460    4.60   43.00    5.90   31.38    0.8700 9000.00000 9000.00000 9000.000
   290  670.44    3.565    8.77   42.0    3.0502    0.0455    4.64   43.00    5.90   31.38    0.8600 9000.00000 9000.00000 9000.000
   292  669.43    3.577    8.68   41.0    3.0501    0.0456    4.68   43.00    5.90   31.37    0.8600 9000.00000 9000.00000 9000.000
   294  668.55    3.588    8.61   41.0    3.0124    0.0451    4.71   43.00    5.80   31.37    0.8500 9000.00000 9000.00000 9000.000
   296  667.62    3.599    8.50   41.0    3.0124    0.0451    4.74   43.00    5.80   31.37    0.8500 9000.00000 9000.00000 9000.000
   298  666.69    3.611    8.48   40.0    3.0123    0.0452    4.78   43.00    5.70   31.36    0.8500 9000.00000 9000.00000 9000.000
   300  665.64    3.624    8.41   40.0    3.0123    0.0453    4.81   43.00    5.70   31.36    0.8500 9000.00000 9000.00000 9000.000
   302  664.46    3.639    8.20   40.0    3.0123    0.0453    4.86   43.00    5.70   31.36    0.8500 9000.00000 9000.00000 9000.000
   304  663.23    3.654    7.99   42.0    3.0123    0.0454    4.90   43.00    5.80   31.36    0.8500 9000.00000 9000.00000 9000.000
   306  662.06    3.668    7.83   42.0    3.0123    0.0455    4.94   43.00    5.80   31.36    0.8500 9000.00000 9000.00000 9000.000
   308  661.12    3.680    7.77   42.0    2.9747    0.0450    4.98   43.00    5.90   31.36    0.8400 9000.00000 9000.00000 9000.000
   310  660.33    3.690    7.71   42.0    2.9370    0.0445    5.00   43.00    6.10   31.36    0.8300 9000.00000 9000.00000 9000.000
   312  659.38    3.702    7.57   42.0    2.9369    0.0445    5.04   43.00    6.30   31.35    0.8300 9000.00000 9000.00000 9000.000
   314  658.29    3.716    7.47   42.0    2.9370    0.0446    5.08   43.00    6.50   31.36    0.8300 9000.00000 9000.00000 9000.000
   316  657.10    3.730    7.35   42.0    2.9748    0.0453    5.12   43.00    6.70   31.37    0.8400 9000.00000 9000.00000 9000.000
   318  656.03    3.744    7.18   43.0    2.9747    0.0453    5.16   43.00    6.90   31.36    0.8400 9000.00000 9000.00000 9000.000
   320  655.14    3.755    7.07   43.0    2.9747    0.0454    5.19   44.00    7.20   31.36    0.8400 9000.00000 9000.00000 9000.000
   322  654.16    3.767    6.96   43.0    2.9370    0.0449    5.22   44.00    7.40   31.36    0.8300 9000.00000 9000.00000 9000.000
   324  653.38    3.777    6.94   43.0    2.9369    0.0449    5.25   45.00    7.60   31.35    0.8300 9000.00000 9000.00000 9000.000
   326  652.68    3.786    6.89   43.0    2.9369    0.0450    5.28   45.00    7.80   31.35    0.8300 9000.00000 9000.00000 9000.000
   328  651.75    3.798    6.74   43.0    2.9368    0.0451    5.31   46.00    8.00   31.34    0.8300 9000.00000 9000.00000 9000.000
   330  650.70    3.811    6.54   44.0    2.9745    0.0457    5.35   46.00    8.20   31.34    0.8400 9000.00000 9000.00000 9000.000
   332  649.68    3.824    6.37   44.0    2.9745    0.0458    5.38   46.00    8.40   31.34    0.8400 9000.00000 9000.00000 9000.000
   334  648.85    3.834    6.30   45.0    2.9368    0.0453    5.41   46.00    8.60   31.34    0.8300 9000.00000 9000.00000 9000.000
   336  647.92    3.846    6.22   45.0    2.9745    0.0459    5.45   45.00    8.70   31.34    0.8400 9000.00000 9000.00000 9000.000
   338  646.69    3.862    6.06   45.0    2.9368    0.0454    5.49   45.00    8.90   31.34    0.8300 9000.00000 9000.00000 9000.000
   340  645.46    3.877    5.93   45.0    2.9367    0.0455    5.53   44.00    9.10   31.33    0.8300 9000.00000 9000.00000 9000.000
   342  644.29    3.892    5.82   45.0    2.9367    0.0456    5.58   44.00    9.20   31.33    0.8300 9000.00000 9000.00000 9000.000
   344  643.15    3.907    5.72   45.0    2.9366    0.0457    5.62   43.00    9.40   31.32    0.8300 9000.00000 9000.00000 9000.000
   346  642.18    3.919    5.61   45.0    2.9366    0.0457    5.65   42.00    9.60   31.32    0.8300 9000.00000 9000.00000 9000.000
   348  641.40    3.929    5.54   45.0    2.9365    0.0458    5.68   42.00    9.80   31.31    0.8300 9000.00000 9000.00000 9000.000
   350  640.55    3.940    5.46   45.0    2.9366    0.0458    5.71   41.00   10.00   31.32    0.8300 9000.00000 9000.00000 9000.000
   352  639.55    3.952    5.36   45.0    2.9366    0.0459    5.75   41.00   10.20   31.32    0.8300 9000.00000 9000.00000 9000.000
   354  638.44    3.967    5.22   45.0    2.9744    0.0466    5.79   41.00   10.40   31.33    0.8400 9000.00000 9000.00000 9000.000
   356  637.30    3.981    5.02   46.0    2.9744    0.0467    5.83   40.00   10.60   31.33    0.8400 9000.00000 9000.00000 9000.000
   358  636.30    3.994    4.94   46.0    2.9744    0.0467    5.87   40.00   10.70   31.33    0.8400 9000.00000 9000.00000 9000.000
   360  635.56    4.003    4.90   46.0    2.9745    0.0468    5.89   40.00   10.80   31.34    0.8400 9000.00000 9000.00000 9000.000
   362  634.91    4.012    4.87   46.0    2.9746    0.0469    5.92   40.00   10.90   31.35    0.8400 9000.00000 9000.00000 9000.000
   364  634.12    4.022    4.81   45.0    2.9746    0.0469    5.95   40.00   10.90   31.35    0.8400 9000.00000 9000.00000 9000.000
   366  633.21    4.034    4.64   45.0    2.9746    0.0470    5.98   40.00   10.90   31.35    0.8400 9000.00000 9000.00000 9000.000
   368  632.20    4.047    4.49   46.0    2.9747    0.0471    6.02   40.00   10.90   31.36    0.8400 9000.00000 9000.00000 9000.000
   370  631.24    4.059    4.38   47.0    2.9747    0.0471    6.05   39.00   10.80   31.36    0.8400 9000.00000 9000.00000 9000.000
   372  630.44    4.069    4.38   47.0    2.9747    0.0472    6.08   39.00   10.60   31.36    0.8400 9000.00000 9000.00000 9000.000
   374  629.68    4.079    4.41   48.0    2.9747    0.0472    6.11   39.00   10.50   31.36    0.8400 9000.00000 9000.00000 9000.000
   376  628.88    4.090    4.44   48.0    2.9747    0.0473    6.14   39.00   10.30   31.36    0.8400 9000.00000 9000.00000 9000.000
   378  628.08    4.100    4.41   48.0    2.9747    0.0474    6.17   39.00   10.00   31.36    0.8400 9000.00000 9000.00000 9000.000
   380  627.20    4.111    4.32   48.0    2.9747    0.0474    6.21   38.00    9.80   31.36    0.8400 9000.00000 9000.00000 9000.000
   382  626.24    4.124    4.15   48.0    2.9747    0.0475    6.24   38.00    9.50   31.36    0.8400 9000.00000 9000.00000 9000.000
   384  625.33    4.136    4.07   48.0    2.9747    0.0476    6.28   38.00    9.20   31.36    0.8400 9000.00000 9000.00000 9000.000
   386  624.36    4.148    4.01   49.0    2.9370    0.0470    6.31   38.00    9.00   31.36    0.8300 9000.00000 9000.00000 9000.000
   388  623.41    4.161    3.98   49.0    2.9370    0.0471    6.35   37.00    8.70   31.36    0.8300 9000.00000 9000.00000 9000.000
