    54  797.10    2.096   15.76   60.0    3.3143    0.0416    0.88   55.00    2.90   32.59    0.9000 9000.00000 9000.00000 9000.000
    56  796.24    2.105   15.71   61.0    3.3143    0.0416    0.91   58.00    2.80   32.59    0.9000 9000.00000 9000.00000 9000.000
    58  795.21    2.116   15.59   61.0    3.3143    0.0417    0.94   61.00    2.80   32.59    0.9000 9000.00000 9000.00000 9000.000
    60  794.16    2.128   15.43   61.0    3.3143    0.0417    0.98   65.00    2.80   32.59    0.9000 9000.00000 9000.00000 9000.000
    62  793.13    2.139   15.36   62.0    3.3534    0.0423    1.01   68.00    2.70   32.60    0.9100 9000.00000 9000.00000 9000.000
    64  791.95    2.151   15.33   62.0    3.3535    0.0423    1.05   72.00    2.70   32.61    0.9100 9000.00000 9000.00000 9000.000
    66  790.71    2.165   15.22   62.0    3.3535    0.0424    1.09   75.00    2.70   32.61    0.9100 9000.00000 9000.00000 9000.000
    68  789.51    2.178   15.10   62.0    3.3536    0.0425    1.13   78.00    2.60   32.62    0.9100 9000.00000 9000.00000 9000.000
    70  788.38    2.190   14.95   62.0    3.3536    0.0425    1.17   81.00    2.60   32.62    0.9100 9000.00000 9000.00000 9000.000
    72  787.37    2.201   14.84   63.0    3.3537    0.0426    1.21   83.00    2.60   32.63    0.9100 9000.00000 9000.00000 9000.000
    74  786.25    2.213   14.75   63.0    3.3537    0.0427    1.24   85.00    2.60   32.63    0.9100 9000.00000 9000.00000 9000.000
    76  785.18    2.224   14.64   63.0    3.3537    0.0427    1.28   86.00    2.60   32.63    0.9100 9000.00000 9000.00000 9000.000
    78  784.25    2.234   14.59   62.0    3.3927    0.0433    1.31   87.00    2.60   32.63    0.9200 9000.00000 9000.00000 9000.000
    80  783.27    2.245   14.55   61.0    3.3927    0.0433    1.34   88.00    2.70   32.63    0.9200 9000.00000 9000.00000 9000.000
    82  782.40    2.254   14.45   61.0    3.3538    0.0429    1.37   88.00    2.70   32.64    0.9100 9000.00000 9000.00000 9000.000
    84  781.56    2.263   14.39   61.0    3.3928    0.0434    1.40   88.00    2.80   32.64    0.9200 9000.00000 9000.00000 9000.000
    86  780.63    2.273   14.29   61.0    3.3929    0.0435    1.43   88.00    2.90   32.65    0.9200 9000.00000 9000.00000 9000.000
    88  779.75    2.283   14.29   61.0    3.3930    0.0435    1.47   88.00    3.00   32.66    0.9200 9000.00000 9000.00000 9000.000
    90  779.04    2.291   14.40   60.0    3.3930    0.0436    1.49   88.00    3.10   32.66    0.9200 9000.00000 9000.00000 9000.000
    92  778.25    2.299   14.34   60.0    3.3930    0.0436    1.52   89.00    3.10   32.66    0.9200 9000.00000 9000.00000 9000.000
    94  777.22    2.310   14.20   59.0    3.3931    0.0437    1.55   90.00    3.20   32.67    0.9200 9000.00000 9000.00000 9000.000
    96  776.00    2.324   14.10   59.0    3.4323    0.0442    1.59   92.00    3.20   32.68    0.9300 9000.00000 9000.00000 9000.000
    98  774.77    2.337   13.86   61.0    3.4323    0.0443    1.64   94.00    3.30   32.68    0.9300 9000.00000 9000.00000 9000.000
   100  773.57    2.350   13.72   62.0    3.4323    0.0444    1.68   96.00    3.30   32.68    0.9300 9000.00000 9000.00000 9000.000
   102  772.42    2.363   13.73   62.0    3.4323    0.0444    1.72   99.00    3.40   32.68    0.9300 9000.00000 9000.00000 9000.000
   104  771.42    2.374   13.75   60.0    3.4322    0.0445    1.75  102.00    3.40   32.67    0.9300 9000.00000 9000.00000 9000.000
   106  770.57    2.383   13.67   59.0    3.4320    0.0445    1.78  105.00    3.50   32.66    0.9300 9000.00000 9000.00000 9000.000
   108  769.72    2.392   13.51   60.0    3.4320    0.0446    1.81  109.00    3.60   32.66    0.9300 9000.00000 9000.00000 9000.000
   110  768.78    2.402   13.42   60.0    3.4320    0.0446    1.85  112.00    3.70   32.66    0.9300 9000.00000 9000.00000 9000.000
   112  767.76    2.414   13.46   59.0    3.4710    0.0452    1.88  115.00    3.80   32.66    0.9400 9000.00000 9000.00000 9000.000
   114  766.69    2.425   13.61   56.0    3.4710    0.0453    1.92  118.00    3.90   32.66    0.9400 9000.00000 9000.00000 9000.000
   116  765.69    2.436   13.75   53.0    3.4710    0.0453    1.96  120.00    4.00   32.66    0.9400 9000.00000 9000.00000 9000.000
   118  764.68    2.448   13.74   50.0    3.4710    0.0454    1.99  122.00    4.10   32.66    0.9400 9000.00000 9000.00000 9000.000
   120  763.59    2.460   13.69   48.0    3.4709    0.0455    2.03  124.00    4.20   32.65    0.9400 9000.00000 9000.00000 9000.000
   122  762.50    2.472   13.72   47.0    3.4709    0.0455    2.07  125.00    4.20   32.65    0.9400 9000.00000 9000.00000 9000.000
   124  761.37    2.484   13.73   46.0    3.4710    0.0456    2.11  126.00    4.30   32.66    0.9400 9000.00000 9000.00000 9000.000
   126  760.20    2.497   13.72   46.0    3.4713    0.0457    2.16  127.00    4.40   32.68    0.9400 9000.00000 9000.00000 9000.000
   128  759.00    2.510   13.64   48.0    3.5103    0.0462    2.20  128.00    4.40   32.68    0.9500 9000.00000 9000.00000 9000.000
   130  757.89    2.523   13.51   48.0    3.5103    0.0463    2.24  128.00    4.40   32.68    0.9500 9000.00000 9000.00000 9000.000
   132  756.79    2.535   13.40   48.0    3.4713    0.0459    2.28  129.00    4.40   32.68    0.9400 9000.00000 9000.00000 9000.000
   134  755.62    2.548   13.31   49.0    3.4713    0.0459    2.32  129.00    4.40   32.68    0.9400 9000.00000 9000.00000 9000.000
   136  754.54    2.560   13.31   49.0    3.4713    0.0460    2.36  129.00    4.40   32.68    0.9400 9000.00000 9000.00000 9000.000
   138  753.58    2.571   13.26   47.0    3.4713    0.0461    2.40  129.00    4.50   32.68    0.9400 9000.00000 9000.00000 9000.000
   140  752.61    2.582   13.12   47.0    3.4713    0.0461    2.43  129.00    4.50   32.68    0.9400 9000.00000 9000.00000 9000.000
   142  751.49    2.594   12.98   49.0    3.4712    0.0462    2.47  130.00    4.50   32.67    0.9400 9000.00000 9000.00000 9000.000
   144  750.39    2.606   12.94   49.0    3.4713    0.0463    2.51  130.00    4.50   32.68    0.9400 9000.00000 9000.00000 9000.000
   146  749.36    2.618   12.92   50.0    3.4713    0.0463    2.55  130.00    4.50   32.68    0.9400 9000.00000 9000.00000 9000.000
   148  748.25    2.630   12.88   49.0    3.4323    0.0459    2.59  130.00    4.50   32.68    0.9300 9000.00000 9000.00000 9000.000
   150  747.14    2.643   12.91   49.0    3.4323    0.0459    2.63  130.00    4.50   32.68    0.9300 9000.00000 9000.00000 9000.000
   152  746.20    2.654   12.97   48.0    3.4324    0.0460    2.66  130.00    4.50   32.69    0.9300 9000.00000 9000.00000 9000.000
   154  745.33    2.663   12.91   47.0    3.4324    0.0461    2.70  130.00    4.40   32.69    0.9300 9000.00000 9000.00000 9000.000
   156  744.35    2.674   12.72   48.0    3.4324    0.0461    2.73  130.00    4.30   32.69    0.9300 9000.00000 9000.00000 9000.000
   158  743.24    2.687   12.61   48.0    3.4324    0.0462    2.77  130.00    4.20   32.69    0.9300 9000.00000 9000.00000 9000.000
   160  742.00    2.701   12.59   48.0    3.4324    0.0463    2.82  130.00    4.00   32.69    0.9300 9000.00000 9000.00000 9000.000
   162  740.73    2.715   12.61   46.0    3.4324    0.0463    2.86  130.00    3.80   32.69    0.9300 9000.00000 9000.00000 9000.000
   164  739.38    2.731   12.59   44.0    3.4323    0.0464    2.91  129.00    3.60   32.68    0.9300 9000.00000 9000.00000 9000.000
   166  737.95    2.747   12.55   45.0    3.4324    0.0465    2.97  128.00    3.40   32.69    0.9300 9000.00000 9000.00000 9000.000
   168  736.48    2.763   12.42   47.0    3.4324    0.0466    3.02  126.00    3.20   32.69    0.9300 9000.00000 9000.00000 9000.000
   170  735.13    2.779   12.35   48.0    3.3934    0.0462    3.07  124.00    2.90   32.69    0.9200 9000.00000 9000.00000 9000.000
   172  733.98    2.792   12.39   47.0    3.3934    0.0462    3.11  122.00    2.70   32.69    0.9200 9000.00000 9000.00000 9000.000
   174  733.01    2.803   12.48   45.0    3.3544    0.0458    3.15  118.00    2.60   32.69    0.9100 9000.00000 9000.00000 9000.000
   176  732.03    2.814   12.53   45.0    3.3543    0.0458    3.18  114.00    2.50   32.68    0.9100 9000.00000 9000.00000 9000.000
   178  731.05    2.826   12.61   45.0    3.3931    0.0464    3.22  110.00    2.40   32.67    0.9200 9000.00000 9000.00000 9000.000
   180  730.09    2.837   12.63   44.0    3.3931    0.0465    3.25  106.00    2.40   32.67    0.9200 9000.00000 9000.00000 9000.000
   182  729.02    2.849   12.52   43.0    3.3931    0.0465    3.29  102.00    2.40   32.67    0.9200 9000.00000 9000.00000 9000.000
   184  727.91    2.862   12.34   43.0    3.3931    0.0466    3.33   97.00    2.40   32.67    0.9200 9000.00000 9000.00000 9000.000
   186  726.77    2.875   12.25   43.0    3.3931    0.0467    3.38   94.00    2.40   32.67    0.9200 9000.00000 9000.00000 9000.000
   188  725.74    2.887   12.28   43.0    3.3543    0.0462    3.41   90.00    2.50   32.68    0.9100 9000.00000 9000.00000 9000.000
   190  724.70    2.899   12.21   43.0    3.3544    0.0463    3.45   88.00    2.50   32.69    0.9100 9000.00000 9000.00000 9000.000
   192  723.65    2.911   12.05   42.0    3.3155    0.0458    3.49   85.00    2.60   32.70    0.9000 9000.00000 9000.00000 9000.000
   194  722.72    2.922   11.97   42.0    3.3155    0.0459    3.52   83.00    2.60   32.70    0.9000 9000.00000 9000.00000 9000.000
   196  721.81    2.932   11.87   42.0    3.3154    0.0459    3.56   81.00    2.70   32.69    0.9000 9000.00000 9000.00000 9000.000
   198  720.89    2.943   11.74   43.0    3.2764    0.0454    3.59   79.00    2.70   32.69    0.8900 9000.00000 9000.00000 9000.000
   200  719.92    2.954   11.69   43.0    3.2764    0.0455    3.62   78.00    2.70   32.69    0.8900 9000.00000 9000.00000 9000.000
   202  718.94    2.966   11.70   41.0    3.2764    0.0456    3.66   77.00    2.80   32.69    0.8900 9000.00000 9000.00000 9000.000
   204  717.97    2.977   11.70   39.0    3.2765    0.0456    3.69   76.00    2.80   32.70    0.8900 9000.00000 9000.00000 9000.000
   206  717.03    2.988   11.61   38.0    3.3155    0.0462    3.73   76.00    2.80   32.70    0.9000 9000.00000 9000.00000 9000.000
   208  716.10    2.999   11.51   38.0    3.3155    0.0463    3.76   76.00    2.80   32.70    0.9000 9000.00000 9000.00000 9000.000
   210  715.20    3.009   11.42   37.0    3.2765    0.0458    3.79   77.00    2.90   32.70    0.8900 9000.00000 9000.00000 9000.000
   212  714.32    3.019   11.35   37.0    3.2765    0.0459    3.83   79.00    2.90   32.70    0.8900 9000.00000 9000.00000 9000.000
   214  713.39    3.030   11.30   38.0    3.2765    0.0459    3.86   80.00    3.00   32.70    0.8900 9000.00000 9000.00000 9000.000
   216  712.33    3.043   11.24   37.0    3.2766    0.0460    3.90   82.00    3.00   32.71    0.8900 9000.00000 9000.00000 9000.000
   218  711.12    3.057   11.13   36.0    3.2766    0.0461    3.94   85.00    3.00   32.71    0.8900 9000.00000 9000.00000 9000.000
   220  709.90    3.071   11.06   33.0    3.2768    0.0462    3.99   87.00    3.10   32.73    0.8900 9000.00000 9000.00000 9000.000
   222  708.61    3.086   11.03   30.0    3.2378    0.0457    4.03   90.00    3.10   32.73    0.8800 9000.00000 9000.00000 9000.000
   224  707.39    3.101   11.10   29.0    3.2376    0.0458    4.08   92.00    3.20   32.71    0.8800 9000.00000 9000.00000 9000.000
   226  706.41    3.112   11.22   28.0    3.2376    0.0458    4.11   94.00    3.20   32.71    0.8800 9000.00000 9000.00000 9000.000
   228  705.52    3.123   11.30   27.0    3.2376    0.0459    4.15   96.00    3.20   32.71    0.8800 9000.00000 9000.00000 9000.000
   230  704.55    3.134   11.24   26.0    3.2374    0.0459    4.18   98.00    3.20   32.69    0.8800 9000.00000 9000.00000 9000.000
   232  703.56    3.146   11.08   26.0    3.2375    0.0460    4.22   99.00    3.20   32.70    0.8800 9000.00000 9000.00000 9000.000
   234  702.50    3.159   10.98   27.0    3.2375    0.0461    4.26  100.00    3.20   32.70    0.8800 9000.00000 9000.00000 9000.000
   236  701.36    3.172   10.96   28.0    3.2375    0.0462    4.30  100.00    3.20   32.70    0.8800 9000.00000 9000.00000 9000.000
   238  700.17    3.186   10.95   28.0    3.2375    0.0462    4.34  100.00    3.10   32.70    0.8800 9000.00000 9000.00000 9000.000
   240  698.95    3.201   10.88   28.0    3.1983    0.0458    4.38   99.00    3.00   32.69    0.8700 9000.00000 9000.00000 9000.000
   242  697.81    3.214   10.77   28.0    3.1986    0.0458    4.43   98.00    3.00   32.71    0.8700 9000.00000 9000.00000 9000.000
   244  696.81    3.226   10.69   28.0    3.1986    0.0459    4.46   97.00    2.90   32.71    0.8700 9000.00000 9000.00000 9000.000
   246  695.93    3.237   10.71   27.0    3.1986    0.0460    4.49   95.00    2.80   32.71    0.8700 9000.00000 9000.00000 9000.000
   248  694.99    3.248   10.70   27.0    3.1596    0.0455    4.53   93.00    2.80   32.71    0.8600 9000.00000 9000.00000 9000.000
   250  693.89    3.261   10.58   28.0    3.1597    0.0455    4.57   92.00    2.70   32.72    0.8600 9000.00000 9000.00000 9000.000
   252  692.74    3.275   10.42   28.0    3.1596    0.0456    4.61   91.00    2.60   32.71    0.8600 9000.00000 9000.00000 9000.000
   254  691.67    3.288   10.28   29.0    3.1597    0.0457    4.65   90.00    2.60   32.72    0.8600 9000.00000 9000.00000 9000.000
   256  690.77    3.299   10.22   29.0    3.1598    0.0457    4.68   90.00    2.50   32.73    0.8600 9000.00000 9000.00000 9000.000
   258  689.86    3.310   10.20   29.0    3.1598    0.0458    4.71   91.00    2.40   32.73    0.8600 9000.00000 9000.00000 9000.000
   260  688.95    3.321   10.18   29.0    3.1206    0.0453    4.75   93.00    2.20   32.72    0.8500 9000.00000 9000.00000 9000.000
   262  688.13    3.331   10.13   29.0    3.1206    0.0453    4.77   97.00    2.10   32.72    0.8500 9000.00000 9000.00000 9000.000
   264  687.20    3.342    9.98   29.0    3.1206    0.0454    4.81  101.00    2.00   32.72    0.8500 9000.00000 9000.00000 9000.000
   266  686.08    3.355    9.79   30.0    3.1206    0.0455    4.85  108.00    1.80   32.72    0.8500 9000.00000 9000.00000 9000.000
   268  685.01    3.368    9.67   31.0    3.1206    0.0456    4.89  117.00    1.70   32.72    0.8500 9000.00000 9000.00000 9000.000
   270  684.07    3.380    9.63   31.0    3.1206    0.0456    4.92  127.00    1.60   32.72    0.8500 9000.00000 9000.00000 9000.000
   272  683.01    3.392    9.49   31.0    3.1205    0.0457    4.96  138.00    1.60   32.71    0.8500 9000.00000 9000.00000 9000.000
   274  682.13    3.403    9.39   31.0    3.0815    0.0452    4.99  148.00    1.70   32.71    0.8400 9000.00000 9000.00000 9000.000
   276  681.43    3.412    9.33   31.0    3.0814    0.0452    5.02  156.00    1.70   32.70    0.8400 9000.00000 9000.00000 9000.000
   278  680.65    3.421    9.24   31.0    3.0814    0.0453    5.04  163.00    1.90   32.70    0.8400 9000.00000 9000.00000 9000.000
   280  679.77    3.432    9.15   31.0    3.0812    0.0453    5.07  168.00    2.00   32.68    0.8400 9000.00000 9000.00000 9000.000
   282  678.76    3.444    9.02   31.0    3.0422    0.0448    5.11  172.00    2.00   32.68    0.8300 9000.00000 9000.00000 9000.000
   284  677.99    3.454    8.95   31.0    3.0423    0.0449    5.14  174.00    2.10   32.69    0.8300 9000.00000 9000.00000 9000.000
   286  677.33    3.462    8.91   32.0    3.0034    0.0443    5.16  175.00    2.10   32.70    0.8200 9000.00000 9000.00000 9000.000
   288  676.49    3.472    8.84   32.0    3.0035    0.0444    5.19  175.00    2.10   32.71    0.8200 9000.00000 9000.00000 9000.000
   290  675.64    3.482    8.69   32.0    3.0035    0.0445    5.22  174.00    2.00   32.71    0.8200 9000.00000 9000.00000 9000.000
   292  674.83    3.492    8.62   32.0    3.0035    0.0445    5.25  173.00    2.00   32.71    0.8200 9000.00000 9000.00000 9000.000
   294  673.95    3.503    8.57   32.0    3.0035    0.0446    5.28  172.00    1.90   32.71    0.8200 9000.00000 9000.00000 9000.000
   296  673.06    3.514    8.54   32.0    3.0034    0.0446    5.31  170.00    1.80   32.70    0.8200 9000.00000 9000.00000 9000.000
   298  672.26    3.524    8.50   32.0    3.0034    0.0447    5.34  167.00    1.70   32.70    0.8200 9000.00000 9000.00000 9000.000
   300  671.43    3.534    8.40   32.0    3.0034    0.0447    5.37  164.00    1.70   32.70    0.8200 9000.00000 9000.00000 9000.000
   302  670.54    3.545    8.24   33.0    2.9644    0.0442    5.40  161.00    1.60   32.70    0.8100 9000.00000 9000.00000 9000.000
   304  669.64    3.556    8.12   33.0    2.9644    0.0443    5.43  159.00    1.50   32.70    0.8100 9000.00000 9000.00000 9000.000
   306  668.65    3.568    8.01   34.0    2.9646    0.0443    5.47  156.00    1.40   32.72    0.8100 9000.00000 9000.00000 9000.000
   308  667.53    3.582    7.94   34.0    2.9646    0.0444    5.51  153.00    1.30   32.72    0.8100 9000.00000 9000.00000 9000.000
   310  666.33    3.597    7.85   35.0    2.9647    0.0445    5.55  150.00    1.30   32.73    0.8100 9000.00000 9000.00000 9000.000
   312  665.04    3.613    7.67   35.0    2.9647    0.0446    5.59  148.00    1.20   32.73    0.8100 9000.00000 9000.00000 9000.000
   314  663.85    3.628    7.49   36.0    2.9646    0.0447    5.63  146.00    1.10   32.72    0.8100 9000.00000 9000.00000 9000.000
   316  662.79    3.641    7.44   36.0    2.9256    0.0441    5.67  144.00    1.10   32.72    0.8000 9000.00000 9000.00000 9000.000
   318  661.77    3.653    7.42   36.0    2.9646    0.0448    5.71  143.00    1.00   32.72    0.8100 9000.00000 9000.00000 9000.000
   320  660.82    3.665    7.31   36.0    2.9256    0.0443    5.74  142.00    1.00   32.72    0.8000 9000.00000 9000.00000 9000.000
   322  659.81    3.678    7.13   36.0    2.9256    0.0443    5.78  142.00    0.90   32.72    0.8000 9000.00000 9000.00000 9000.000
   324  658.65    3.692    6.89   37.0    2.9646    0.0450    5.82  144.00    0.80   32.72    0.8100 9000.00000 9000.00000 9000.000
   326  657.45    3.707    6.71   37.0    2.9257    0.0445    5.86  148.00    0.80   32.73    0.8000 9000.00000 9000.00000 9000.000
   328  656.44    3.720    6.67   38.0    2.9255    0.0446    5.90  154.00    0.80   32.71    0.8000 9000.00000 9000.00000 9000.000
   330  655.47    3.732    6.63   38.0    2.8867    0.0440    5.93  161.00    0.70   32.73    0.7900 9000.00000 9000.00000 9000.000
   332  654.43    3.745    6.47   38.0    2.8865    0.0441    5.97  170.00    0.70   32.71    0.7900 9000.00000 9000.00000 9000.000
   334  653.30    3.759    6.29   39.0    2.8866    0.0442    6.00  180.00    0.80   32.72    0.7900 9000.00000 9000.00000 9000.000
   336  652.12    3.774    6.18   39.0    2.8866    0.0443    6.05  189.00    0.80   32.72    0.7900 9000.00000 9000.00000 9000.000
   338  651.01    3.788    6.18   39.0    2.9255    0.0449    6.08  197.00    0.90   32.71    0.8000 9000.00000 9000.00000 9000.000
   340  649.80    3.803    6.06   39.0    2.9254    0.0450    6.13  204.00    1.00   32.70    0.8000 9000.00000 9000.00000 9000.000
   342  648.63    3.818    5.87   41.0    2.8864    0.0445    6.17  210.00    1.10   32.70    0.7900 9000.00000 9000.00000 9000.000
   344  647.56    3.832    5.69   44.0    2.8864    0.0446    6.21  214.00    1.30   32.70    0.7900 9000.00000 9000.00000 9000.000
   346  646.51    3.845    5.53   50.0    2.8863    0.0446    6.24  218.00    1.40   32.69    0.7900 9000.00000 9000.00000 9000.000
   348  645.58    3.857    5.43   53.0    2.8472    0.0441    6.28  222.00    1.50   32.68    0.7800 9000.00000 9000.00000 9000.000
   350  644.67    3.868    5.40   54.0    2.8471    0.0442    6.31  225.00    1.70   32.67    0.7800 9000.00000 9000.00000 9000.000
   352  643.64    3.881    5.28   56.0    2.8859    0.0448    6.34  227.00    1.80   32.65    0.7900 9000.00000 9000.00000 9000.000
   354  642.59    3.895    5.13   59.0    2.8858    0.0449    6.38  229.00    1.90   32.64    0.7900 9000.00000 9000.00000 9000.000
   356  641.47    3.909    4.95   61.0    2.8858    0.0450    6.42  231.00    2.10   32.64    0.7900 9000.00000 9000.00000 9000.000
   358  640.39    3.922    4.78   63.0    2.9247    0.0457    6.46  232.00    2.20   32.63    0.8000 9000.00000 9000.00000 9000.000
   360  639.27    3.937    4.66   64.0    2.9248    0.0458    6.50  233.00    2.30   32.64    0.8000 9000.00000 9000.00000 9000.000
   362  638.11    3.952    4.49   66.0    2.9248    0.0458    6.54  233.00    2.50   32.64    0.8000 9000.00000 9000.00000 9000.000
   364  637.14    3.964    4.42   69.0    2.9637    0.0465    6.58  233.00    2.60   32.63    0.8100 9000.00000 9000.00000 9000.000
   366  636.11    3.977    4.33   75.0    2.9637    0.0466    6.62  233.00    2.70   32.63    0.8100 9000.00000 9000.00000 9000.000
   368  635.00    3.991    4.18   79.0    2.9637    0.0467    6.66  233.00    2.80   32.63    0.8100 9000.00000 9000.00000 9000.000
   370  633.98    4.004    4.04   81.0    2.9637    0.0467    6.69  232.00    2.90   32.63    0.8100 9000.00000 9000.00000 9000.000
   372  632.87    4.019    3.86   84.0    2.9636    0.0468    6.74  231.00    3.00   32.62    0.8100 9000.00000 9000.00000 9000.000
   374  631.68    4.034    3.76   86.0    3.0026    0.0475    6.78  230.00    3.10   32.62    0.8200 9000.00000 9000.00000 9000.000
   376  630.62    4.048    3.78   85.0    3.0025    0.0476    6.82  229.00    3.10   32.61    0.8200 9000.00000 9000.00000 9000.000
   378  629.64    4.060    3.77   82.0    3.0025    0.0477    6.86  227.00    3.20   32.61    0.8200 9000.00000 9000.00000 9000.000
   380  628.56    4.074    3.61   80.0    3.0416    0.0484    6.90  226.00    3.20   32.62    0.8300 9000.00000 9000.00000 9000.000
   382  627.50    4.088    3.47   78.0    3.0416    0.0485    6.94  224.00    3.30   32.62    0.8300 9000.00000 9000.00000 9000.000
   384  626.41    4.102    3.43   76.0    3.0416    0.0486    6.98  222.00    3.30   32.62    0.8300 9000.00000 9000.00000 9000.000
   386  625.45    4.115    3.46   74.0    3.0417    0.0486    7.02  220.00    3.30   32.63    0.8300 9000.00000 9000.00000 9000.000
   388  624.56    4.126    3.38   72.0    3.0417    0.0487    7.05  218.00    3.40   32.63    0.8300 9000.00000 9000.00000 9000.000
