    26  807.92    1.970   19.32   61.0    2.8415    0.0352    0.43   64.00    5.70   35.23    0.7900 9000.00000 9000.00000 9000.000
    28  807.02    1.979   19.24   61.0    2.8415    0.0352    0.45   65.00    5.50   35.23    0.7900 9000.00000 9000.00000 9000.000
    30  806.23    1.988   19.19   61.0    2.8415    0.0352    0.48   67.00    5.20   35.23    0.7900 9000.00000 9000.00000 9000.000
    32  805.24    1.998   19.09   61.0    2.8416    0.0353    0.50   70.00    5.00   35.25    0.7900 9000.00000 9000.00000 9000.000
    34  804.15    2.010   19.09   62.0    2.8802    0.0358    0.53   72.00    4.70   35.27    0.8000 9000.00000 9000.00000 9000.000
    36  802.95    2.023   19.14   61.0    2.8802    0.0359    0.57   75.00    4.50   35.27    0.8000 9000.00000 9000.00000 9000.000
    38  801.89    2.034   19.00   62.0    2.8802    0.0359    0.60   78.00    4.30   35.27    0.8000 9000.00000 9000.00000 9000.000
    40  800.81    2.046   18.89   62.0    2.8801    0.0360    0.63   80.00    4.10   35.26    0.8000 9000.00000 9000.00000 9000.000
    42  799.41    2.061   18.63   62.0    2.8801    0.0360    0.67   83.00    4.00   35.26    0.8000 9000.00000 9000.00000 9000.000
    44  797.86    2.077   18.43   63.0    2.8801    0.0361    0.71   85.00    3.90   35.26    0.8000 9000.00000 9000.00000 9000.000
    46  796.39    2.093   18.29   63.0    2.8801    0.0362    0.75   86.00    3.80   35.26    0.8000 9000.00000 9000.00000 9000.000
    48  794.99    2.108   18.17   64.0    2.8800    0.0362    0.79   86.00    3.80   35.25    0.8000 9000.00000 9000.00000 9000.000
    50  793.59    2.123   18.09   64.0    2.8800    0.0363    0.83   85.00    3.80   35.25    0.8000 9000.00000 9000.00000 9000.000
    52  792.47    2.136   17.97   64.0    2.8799    0.0363    0.87   83.00    3.90   35.23    0.8000 9000.00000 9000.00000 9000.000
    54  791.55    2.145   17.82   64.0    2.8799    0.0364    0.89   81.00    4.00   35.23    0.8000 9000.00000 9000.00000 9000.000
    56  790.43    2.158   17.69   64.0    2.8799    0.0364    0.93   78.00    4.10   35.23    0.8000 9000.00000 9000.00000 9000.000
    58  789.25    2.170   17.57   64.0    2.8799    0.0365    0.96   75.00    4.30   35.23    0.8000 9000.00000 9000.00000 9000.000
    60  788.25    2.181   17.50   64.0    2.8799    0.0365    0.99   72.00    4.40   35.23    0.8000 9000.00000 9000.00000 9000.000
    62  787.25    2.192   17.39   64.0    2.8799    0.0366    1.02   69.00    4.50   35.23    0.8000 9000.00000 9000.00000 9000.000
    64  786.22    2.203   17.19   66.0    2.8799    0.0366    1.05   67.00    4.60   35.23    0.8000 9000.00000 9000.00000 9000.000
    66  785.18    2.215   17.04   67.0    2.8800    0.0367    1.08   65.00    4.70   35.24    0.8000 9000.00000 9000.00000 9000.000
    68  783.99    2.228   16.91   69.0    2.8800    0.0367    1.11   63.00    4.70   35.24    0.8000 9000.00000 9000.00000 9000.000
    70  782.78    2.241   16.79   69.0    2.8801    0.0368    1.15   61.00    4.70   35.26    0.8000 9000.00000 9000.00000 9000.000
    72  781.59    2.254   16.67   69.0    2.9185    0.0373    1.18   60.00    4.60   35.26    0.8100 9000.00000 9000.00000 9000.000
    74  780.38    2.267   16.52   69.0    2.9185    0.0374    1.22   59.00    4.50   35.26    0.8100 9000.00000 9000.00000 9000.000
    76  779.40    2.278   16.40   70.0    2.8801    0.0370    1.25   58.00    4.40   35.26    0.8000 9000.00000 9000.00000 9000.000
    78  778.45    2.288   16.39   70.0    2.8801    0.0370    1.27   57.00    4.20   35.26    0.8000 9000.00000 9000.00000 9000.000
    80  777.48    2.299   16.37   71.0    2.8801    0.0370    1.30   56.00    4.00   35.26    0.8000 9000.00000 9000.00000 9000.000
    82  776.53    2.309   16.29   71.0    2.8802    0.0371    1.33   54.00    3.90   35.27    0.8000 9000.00000 9000.00000 9000.000
    84  775.53    2.320   16.23   71.0    2.8802    0.0371    1.36   53.00    3.70   35.27    0.8000 9000.00000 9000.00000 9000.000
    86  774.45    2.332   16.13   71.0    2.8802    0.0372    1.39   51.00    3.60   35.27    0.8000 9000.00000 9000.00000 9000.000
    88  773.25    2.345   15.99   71.0    2.8802    0.0372    1.43   50.00    3.50   35.27    0.8000 9000.00000 9000.00000 9000.000
    90  772.10    2.358   15.87   71.0    2.8802    0.0373    1.46   48.00    3.40   35.27    0.8000 9000.00000 9000.00000 9000.000
    92  771.05    2.370   15.75   72.0    2.8801    0.0374    1.49   46.00    3.40   35.26    0.8000 9000.00000 9000.00000 9000.000
    94  770.03    2.381   15.56   74.0    2.8800    0.0374    1.52   44.00    3.40   35.24    0.8000 9000.00000 9000.00000 9000.000
    96  768.95    2.393   15.44   74.0    2.8800    0.0375    1.55   42.00    3.40   35.24    0.8000 9000.00000 9000.00000 9000.000
    98  767.75    2.406   15.32   74.0    2.8800    0.0375    1.59   40.00    3.40   35.24    0.8000 9000.00000 9000.00000 9000.000
   100  766.62    2.418   15.19   75.0    2.8800    0.0376    1.62   39.00    3.40   35.25    0.8000 9000.00000 9000.00000 9000.000
   102  765.46    2.431   15.10   75.0    2.8802    0.0376    1.66   37.00    3.50   35.27    0.8000 9000.00000 9000.00000 9000.000
   104  764.28    2.444   15.00   76.0    2.8803    0.0377    1.69   36.00    3.50   35.28    0.8000 9000.00000 9000.00000 9000.000
   106  763.13    2.457   14.86   77.0    2.8419    0.0372    1.73   35.00    3.50   35.28    0.7900 9000.00000 9000.00000 9000.000
   108  762.00    2.470   14.77   76.0    2.8804    0.0378    1.76   34.00    3.60   35.29    0.8000 9000.00000 9000.00000 9000.000
   110  760.80    2.483   14.64   76.0    2.8804    0.0379    1.79   33.00    3.70   35.29    0.8000 9000.00000 9000.00000 9000.000
   112  759.49    2.498   14.49   78.0    2.8420    0.0374    1.83   32.00    3.80   35.29    0.7900 9000.00000 9000.00000 9000.000
   114  758.06    2.514   14.36   78.0    2.8804    0.0380    1.88   31.00    3.90   35.29    0.8000 9000.00000 9000.00000 9000.000
   116  756.61    2.530   14.21   79.0    2.8420    0.0376    1.92   30.00    4.10   35.29    0.7900 9000.00000 9000.00000 9000.000
   118  755.42    2.543   14.08   79.0    2.8421    0.0376    1.95   30.00    4.30   35.30    0.7900 9000.00000 9000.00000 9000.000
   120  754.28    2.556   13.99   79.0    2.8421    0.0377    1.99   29.00    4.50   35.30    0.7900 9000.00000 9000.00000 9000.000
   122  752.97    2.571   13.88   80.0    2.8422    0.0377    2.03   29.00    4.80   35.31    0.7900 9000.00000 9000.00000 9000.000
   124  751.51    2.587   13.72   80.0    2.8422    0.0378    2.07   29.00    5.10   35.31    0.7900 9000.00000 9000.00000 9000.000
   126  750.00    2.604   13.51   79.0    2.8422    0.0379    2.12   29.00    5.40   35.31    0.7900 9000.00000 9000.00000 9000.000
   128  748.43    2.622   13.32   80.0    2.8038    0.0375    2.16   30.00    5.70   35.31    0.7800 9000.00000 9000.00000 9000.000
   130  747.06    2.637   13.19   82.0    2.8038    0.0375    2.20   31.00    6.10   35.31    0.7800 9000.00000 9000.00000 9000.000
   132  745.97    2.650   13.14   81.0    2.8038    0.0376    2.24   32.00    6.40   35.31    0.7800 9000.00000 9000.00000 9000.000
   134  744.98    2.661   13.22   71.0    2.7654    0.0371    2.26   33.00    6.70   35.31    0.7700 9000.00000 9000.00000 9000.000
   136  744.17    2.670   13.59   57.0    2.7654    0.0372    2.29   34.00    7.00   35.31    0.7700 9000.00000 9000.00000 9000.000
   138  743.49    2.678   13.87   50.0    2.7654    0.0372    2.31   36.00    7.30   35.31    0.7700 9000.00000 9000.00000 9000.000
   140  742.66    2.687   13.87   49.0    2.7652    0.0372    2.33   37.00    7.50   35.29    0.7700 9000.00000 9000.00000 9000.000
   142  741.75    2.697   13.77   48.0    2.7650    0.0373    2.36   39.00    7.70   35.27    0.7700 9000.00000 9000.00000 9000.000
   144  740.83    2.708   13.75   47.0    2.7650    0.0373    2.39   40.00    7.90   35.27    0.7700 9000.00000 9000.00000 9000.000
   146  739.88    2.719   13.77   45.0    2.7266    0.0369    2.41   41.00    8.00   35.27    0.7600 9000.00000 9000.00000 9000.000
   148  738.83    2.731   13.72   45.0    2.6884    0.0364    2.45   43.00    8.10   35.29    0.7500 9000.00000 9000.00000 9000.000
   150  737.73    2.743   13.62   45.0    2.6884    0.0364    2.48   44.00    8.10   35.29    0.7500 9000.00000 9000.00000 9000.000
   152  736.67    2.755   13.57   46.0    2.6502    0.0360    2.51   45.00    8.20   35.32    0.7400 9000.00000 9000.00000 9000.000
   154  735.86    2.765   13.58   45.0    2.6120    0.0355    2.53   45.00    8.10   35.34    0.7300 9000.00000 9000.00000 9000.000
   156  735.17    2.773   13.66   45.0    2.6121    0.0355    2.55   46.00    8.00   35.35    0.7300 9000.00000 9000.00000 9000.000
   158  734.42    2.781   13.71   45.0    2.6123    0.0356    2.57   46.00    8.00   35.37    0.7300 9000.00000 9000.00000 9000.000
   160  733.59    2.791   13.66   45.0    2.5738    0.0351    2.59   46.00    7.80   35.37    0.7200 9000.00000 9000.00000 9000.000
   162  732.71    2.801   13.58   45.0    2.5738    0.0351    2.62   46.00    7.70   35.37    0.7200 9000.00000 9000.00000 9000.000
   164  731.81    2.811   13.52   46.0    2.5738    0.0352    2.64   46.00    7.60   35.37    0.7200 9000.00000 9000.00000 9000.000
   166  730.88    2.822   13.48   46.0    2.5354    0.0347    2.67   45.00    7.40   35.37    0.7100 9000.00000 9000.00000 9000.000
   168  729.98    2.832   13.40   46.0    2.5354    0.0347    2.69   45.00    7.20   35.37    0.7100 9000.00000 9000.00000 9000.000
   170  729.19    2.841   13.44   45.0    2.5355    0.0348    2.71   44.00    7.00   35.38    0.7100 9000.00000 9000.00000 9000.000
   172  728.41    2.850   13.47   45.0    2.4972    0.0343    2.74   44.00    6.80   35.39    0.7000 9000.00000 9000.00000 9000.000
   174  727.61    2.860   13.47   45.0    2.4973    0.0343    2.76   43.00    6.60   35.40    0.7000 9000.00000 9000.00000 9000.000
   176  726.79    2.869   13.55   44.0    2.4973    0.0344    2.78   43.00    6.50   35.40    0.7000 9000.00000 9000.00000 9000.000
   178  725.89    2.879   13.56   43.0    2.4973    0.0344    2.80   43.00    6.30   35.40    0.7000 9000.00000 9000.00000 9000.000
   180  724.87    2.891   13.48   43.0    2.4973    0.0345    2.83   43.00    6.10   35.41    0.7000 9000.00000 9000.00000 9000.000
   182  723.84    2.903   13.36   43.0    2.4974    0.0345    2.86   43.00    6.00   35.42    0.7000 9000.00000 9000.00000 9000.000
   184  722.81    2.915   13.23   43.0    2.4975    0.0346    2.89   43.00    5.80   35.43    0.7000 9000.00000 9000.00000 9000.000
   186  721.83    2.927   13.15   43.0    2.4975    0.0346    2.91   44.00    5.70   35.43    0.7000 9000.00000 9000.00000 9000.000
   188  720.91    2.938   13.10   43.0    2.4592    0.0341    2.94   45.00    5.60   35.44    0.6900 9000.00000 9000.00000 9000.000
   190  720.04    2.948   13.07   43.0    2.4592    0.0342    2.96   46.00    5.50   35.44    0.6900 9000.00000 9000.00000 9000.000
   192  719.18    2.958   13.01   42.0    2.4591    0.0342    2.99   47.00    5.40   35.43    0.6900 9000.00000 9000.00000 9000.000
   194  718.28    2.968   12.84   43.0    2.4591    0.0342    3.01   48.00    5.30   35.43    0.6900 9000.00000 9000.00000 9000.000
   196  717.34    2.979   12.70   43.0    2.4592    0.0343    3.04   49.00    5.30   35.44    0.6900 9000.00000 9000.00000 9000.000
   198  716.37    2.990   12.59   43.0    2.4591    0.0343    3.06   50.00    5.20   35.43    0.6900 9000.00000 9000.00000 9000.000
   200  715.40    3.002   12.43   44.0    2.4591    0.0344    3.09   52.00    5.20   35.43    0.6900 9000.00000 9000.00000 9000.000
   202  714.49    3.013   12.30   45.0    2.4591    0.0344    3.11   53.00    5.10   35.43    0.6900 9000.00000 9000.00000 9000.000
   204  713.42    3.025   12.25   44.0    2.4591    0.0345    3.14   54.00    5.10   35.43    0.6900 9000.00000 9000.00000 9000.000
   206  712.35    3.038   12.17   44.0    2.4591    0.0345    3.17   55.00    5.00   35.43    0.6900 9000.00000 9000.00000 9000.000
   208  711.46    3.048   12.09   44.0    2.4591    0.0346    3.20   56.00    4.90   35.43    0.6900 9000.00000 9000.00000 9000.000
   210  710.67    3.057   12.06   44.0    2.4589    0.0346    3.22   57.00    4.90   35.41    0.6900 9000.00000 9000.00000 9000.000
   212  709.75    3.068   11.99   44.0    2.4589    0.0346    3.24   58.00    4.80   35.41    0.6900 9000.00000 9000.00000 9000.000
   214  708.71    3.081   11.90   43.0    2.4589    0.0347    3.27   59.00    4.70   35.41    0.6900 9000.00000 9000.00000 9000.000
   216  707.87    3.091   11.82   43.0    2.4588    0.0347    3.29   59.00    4.60   35.40    0.6900 9000.00000 9000.00000 9000.000
   218  707.16    3.099   11.81   43.0    2.4588    0.0348    3.31   60.00    4.50   35.39    0.6900 9000.00000 9000.00000 9000.000
   220  706.32    3.109   11.77   42.0    2.4587    0.0348    3.34   60.00    4.40   35.38    0.6900 9000.00000 9000.00000 9000.000
   222  705.40    3.120   11.72   42.0    2.4586    0.0349    3.36   60.00    4.30   35.37    0.6900 9000.00000 9000.00000 9000.000
   224  704.35    3.132   11.60   42.0    2.4585    0.0349    3.39   60.00    4.20   35.36    0.6900 9000.00000 9000.00000 9000.000
   226  703.30    3.145   11.43   43.0    2.4585    0.0350    3.42   61.00    4.10   35.36    0.6900 9000.00000 9000.00000 9000.000
   228  702.27    3.157   11.30   43.0    2.4970    0.0356    3.45   61.00    4.00   35.37    0.7000 9000.00000 9000.00000 9000.000
   230  701.20    3.170   11.17   43.0    2.4971    0.0356    3.48   61.00    3.90   35.38    0.7000 9000.00000 9000.00000 9000.000
   232  700.11    3.183   11.02   43.0    2.4972    0.0357    3.51   61.00    3.70   35.39    0.7000 9000.00000 9000.00000 9000.000
   234  699.05    3.195   10.90   44.0    2.4972    0.0357    3.54   61.00    3.60   35.39    0.7000 9000.00000 9000.00000 9000.000
   236  697.89    3.209   10.79   45.0    2.4972    0.0358    3.57   61.00    3.50   35.39    0.7000 9000.00000 9000.00000 9000.000
   238  696.76    3.223   10.72   45.0    2.4973    0.0358    3.60   62.00    3.30   35.41    0.7000 9000.00000 9000.00000 9000.000
   240  695.67    3.236   10.60   44.0    2.5358    0.0365    3.64   62.00    3.10   35.42    0.7100 9000.00000 9000.00000 9000.000
   242  694.69    3.247   10.50   43.0    2.5358    0.0365    3.66   62.00    3.00   35.42    0.7100 9000.00000 9000.00000 9000.000
   244  693.85    3.257   10.50   41.0    2.5358    0.0365    3.69   63.00    2.80   35.42    0.7100 9000.00000 9000.00000 9000.000
   246  692.83    3.270   10.40   42.0    2.5358    0.0366    3.72   65.00    2.60   35.42    0.7100 9000.00000 9000.00000 9000.000
   248  691.73    3.283   10.29   40.0    2.5358    0.0367    3.75   66.00    2.50   35.42    0.7100 9000.00000 9000.00000 9000.000
   250  690.65    3.296   10.40   32.0    2.5358    0.0367    3.78   68.00    2.30   35.42    0.7100 9000.00000 9000.00000 9000.000
   252  689.67    3.308   10.60   24.0    2.4974    0.0362    3.81   71.00    2.20   35.42    0.7000 9000.00000 9000.00000 9000.000
   254  688.85    3.318   10.61   23.0    2.4974    0.0363    3.83   74.00    2.10   35.42    0.7000 9000.00000 9000.00000 9000.000
   256  687.97    3.328   10.62   21.0    2.4974    0.0363    3.86   78.00    2.00   35.42    0.7000 9000.00000 9000.00000 9000.000
   258  686.98    3.340   10.64   22.0    2.4974    0.0364    3.89   82.00    1.90   35.42    0.7000 9000.00000 9000.00000 9000.000
   260  685.87    3.354   10.58   23.0    2.4974    0.0364    3.92   87.00    1.90   35.42    0.7000 9000.00000 9000.00000 9000.000
   262  684.74    3.368   10.46   25.0    2.4974    0.0365    3.95   91.00    1.90   35.42    0.7000 9000.00000 9000.00000 9000.000
   264  683.65    3.381   10.34   26.0    2.4975    0.0365    3.98   96.00    1.90   35.43    0.7000 9000.00000 9000.00000 9000.000
   266  682.56    3.394   10.22   27.0    2.4975    0.0366    4.01  100.00    1.90   35.43    0.7000 9000.00000 9000.00000 9000.000
   268  681.71    3.404   10.21   28.0    2.4975    0.0366    4.04  103.00    1.90   35.43    0.7000 9000.00000 9000.00000 9000.000
   270  680.81    3.415   10.19   30.0    2.4975    0.0367    4.06  107.00    2.00   35.43    0.7000 9000.00000 9000.00000 9000.000
   272  679.67    3.429   10.04   32.0    2.5358    0.0373    4.10  110.00    2.00   35.42    0.7100 9000.00000 9000.00000 9000.000
   274  678.44    3.444    9.93   33.0    2.5358    0.0374    4.13  113.00    2.10   35.42    0.7100 9000.00000 9000.00000 9000.000
   276  677.34    3.458    9.90   31.0    2.5358    0.0374    4.17  116.00    2.20   35.41    0.7100 9000.00000 9000.00000 9000.000
   278  676.56    3.467    9.91   30.0    2.5358    0.0375    4.19  118.00    2.30   35.41    0.7100 9000.00000 9000.00000 9000.000
   280  675.90    3.476    9.91   30.0    2.5358    0.0375    4.21  121.00    2.40   35.41    0.7100 9000.00000 9000.00000 9000.000
   282  675.23    3.484    9.89   29.0    2.5358    0.0376    4.23  123.00    2.50   35.41    0.7100 9000.00000 9000.00000 9000.000
   284  674.39    3.494    9.85   28.0    2.5741    0.0382    4.25  125.00    2.60   35.40    0.7200 9000.00000 9000.00000 9000.000
   286  673.39    3.506    9.84   25.0    2.5742    0.0382    4.28  127.00    2.80   35.41    0.7200 9000.00000 9000.00000 9000.000
   288  672.27    3.520    9.78   24.0    2.5742    0.0383    4.32  129.00    3.00   35.41    0.7200 9000.00000 9000.00000 9000.000
   290  671.04    3.535    9.67   24.0    2.5741    0.0384    4.35  131.00    3.20   35.40    0.7200 9000.00000 9000.00000 9000.000
   292  669.77    3.551    9.60   24.0    2.5741    0.0384    4.39  133.00    3.40   35.40    0.7200 9000.00000 9000.00000 9000.000
   294  668.64    3.565    9.58   24.0    2.5741    0.0385    4.43  135.00    3.60   35.40    0.7200 9000.00000 9000.00000 9000.000
   296  667.76    3.576    9.58   24.0    2.5357    0.0380    4.45  136.00    3.80   35.40    0.7100 9000.00000 9000.00000 9000.000
   298  666.85    3.587    9.48   25.0    2.5357    0.0380    4.48  138.00    4.00   35.40    0.7100 9000.00000 9000.00000 9000.000
   300  665.98    3.598    9.35   26.0    2.4973    0.0375    4.51  140.00    4.20   35.40    0.7000 9000.00000 9000.00000 9000.000
   302  665.19    3.608    9.23   28.0    2.4973    0.0375    4.53  142.00    4.30   35.40    0.7000 9000.00000 9000.00000 9000.000
   304  664.31    3.619    9.02   30.0    2.4973    0.0376    4.56  143.00    4.50   35.40    0.7000 9000.00000 9000.00000 9000.000
   306  663.35    3.631    8.87   32.0    2.4973    0.0376    4.58  145.00    4.70   35.40    0.7000 9000.00000 9000.00000 9000.000
   308  662.24    3.645    8.86   30.0    2.4973    0.0377    4.62  147.00    4.80   35.40    0.7000 9000.00000 9000.00000 9000.000
   310  661.13    3.659    8.85   27.0    2.4973    0.0378    4.65  148.00    4.90   35.40    0.7000 9000.00000 9000.00000 9000.000
   312  660.13    3.671    8.77   26.0    2.4974    0.0378    4.68  149.00    5.00   35.42    0.7000 9000.00000 9000.00000 9000.000
   314  659.14    3.684    8.65   26.0    2.4591    0.0373    4.71  151.00    5.00   35.43    0.6900 9000.00000 9000.00000 9000.000
   316  658.23    3.695    8.54   27.0    2.4592    0.0374    4.74  151.00    5.10   35.44    0.6900 9000.00000 9000.00000 9000.000
   318  657.35    3.706    8.47   27.0    2.4592    0.0374    4.76  152.00    5.10   35.44    0.6900 9000.00000 9000.00000 9000.000
   320  656.25    3.720    8.34   27.0    2.4591    0.0375    4.80  152.00    5.10   35.43    0.6900 9000.00000 9000.00000 9000.000
   322  655.17    3.733    8.22   27.0    2.4205    0.0369    4.83  152.00    5.00   35.41    0.6800 9000.00000 9000.00000 9000.000
   324  654.23    3.745    8.13   27.0    2.4205    0.0370    4.85  151.00    5.00   35.41    0.6800 9000.00000 9000.00000 9000.000
   326  653.21    3.758    7.99   26.0    2.4205    0.0371    4.88  150.00    4.90   35.41    0.6800 9000.00000 9000.00000 9000.000
   328  652.16    3.771    7.83   26.0    2.4205    0.0371    4.92  149.00    4.80   35.41    0.6800 9000.00000 9000.00000 9000.000
   330  651.21    3.783    7.75   26.0    2.3821    0.0366    4.94  148.00    4.70   35.41    0.6700 9000.00000 9000.00000 9000.000
   332  650.18    3.796    7.68   26.0    2.3821    0.0366    4.97  146.00    4.60   35.41    0.6700 9000.00000 9000.00000 9000.000
   334  649.21    3.809    7.63   25.0    2.3821    0.0367    5.00  145.00    4.60   35.41    0.6700 9000.00000 9000.00000 9000.000
   336  648.49    3.818    7.60   25.0    2.3437    0.0361    5.02  143.00    4.50   35.41    0.6600 9000.00000 9000.00000 9000.000
   338  647.84    3.826    7.60   24.0    2.3438    0.0362    5.04  142.00    4.40   35.43    0.6600 9000.00000 9000.00000 9000.000
   340  647.11    3.835    7.53   23.0    2.3439    0.0362    5.06  141.00    4.30   35.44    0.6600 9000.00000 9000.00000 9000.000
   342  646.30    3.846    7.42   23.0    2.3439    0.0363    5.08  141.00    4.20   35.44    0.6600 9000.00000 9000.00000 9000.000
   344  645.33    3.858    7.32   23.0    2.3439    0.0363    5.11  141.00    4.10   35.44    0.6600 9000.00000 9000.00000 9000.000
   346  644.23    3.872    7.21   24.0    2.3439    0.0364    5.14  141.00    3.90   35.44    0.6600 9000.00000 9000.00000 9000.000
   348  643.21    3.885    7.08   25.0    2.3439    0.0364    5.17  142.00    3.80   35.44    0.6600 9000.00000 9000.00000 9000.000
   350  642.41    3.895    6.97   26.0    2.3055    0.0359    5.20  143.00    3.70   35.45    0.6500 9000.00000 9000.00000 9000.000
   352  641.65    3.905    6.86   29.0    2.2671    0.0353    5.22  145.00    3.50   35.45    0.6400 9000.00000 9000.00000 9000.000
   354  640.79    3.916    6.74   33.0    2.2671    0.0354    5.24  146.00    3.40   35.45    0.6400 9000.00000 9000.00000 9000.000
   356  639.98    3.926    6.60   39.0    2.2671    0.0354    5.26  148.00    3.20   35.45    0.6400 9000.00000 9000.00000 9000.000
   358  639.04    3.938    6.37   46.0    2.2670    0.0355    5.29  151.00    3.10   35.44    0.6400 9000.00000 9000.00000 9000.000
   360  638.03    3.951    6.17   55.0    2.2670    0.0355    5.32  153.00    3.00   35.44    0.6400 9000.00000 9000.00000 9000.000
   362  637.11    3.963    6.03   60.0    2.3055    0.0362    5.34  155.00    2.90   35.44    0.6500 9000.00000 9000.00000 9000.000
   364  636.07    3.977    5.90   61.0    2.3055    0.0362    5.37  157.00    2.90   35.44    0.6500 9000.00000 9000.00000 9000.000
   366  634.93    3.991    5.76   59.0    2.3439    0.0369    5.41  159.00    2.80   35.44    0.6600 9000.00000 9000.00000 9000.000
   368  633.74    4.007    5.68   54.0    2.3439    0.0370    5.44  160.00    2.80   35.44    0.6600 9000.00000 9000.00000 9000.000
   370  632.62    4.021    5.66   51.0    2.3823    0.0377    5.47  162.00    2.80   35.44    0.6700 9000.00000 9000.00000 9000.000
   372  631.56    4.035    5.66   48.0    2.3823    0.0377    5.51  163.00    2.90   35.44    0.6700 9000.00000 9000.00000 9000.000
   374  630.55    4.048    5.64   44.0    2.3823    0.0378    5.54  163.00    2.90   35.44    0.6700 9000.00000 9000.00000 9000.000
   376  629.69    4.059    5.61   38.0    2.4207    0.0384    5.56  164.00    3.00   35.43    0.6800 9000.00000 9000.00000 9000.000
   378  628.92    4.069    5.55   34.0    2.4206    0.0385    5.59  164.00    3.10   35.42    0.6800 9000.00000 9000.00000 9000.000
   380  628.20    4.078    5.51   33.0    2.4205    0.0385    5.61  165.00    3.10   35.41    0.6800 9000.00000 9000.00000 9000.000
   382  627.37    4.089    5.43   35.0    2.4203    0.0386    5.63  165.00    3.20   35.39    0.6800 9000.00000 9000.00000 9000.000
   384  626.40    4.102    5.28   38.0    2.4203    0.0386    5.66  164.00    3.30   35.38    0.6800 9000.00000 9000.00000 9000.000
   386  625.29    4.116    5.14   38.0    2.4203    0.0387    5.70  164.00    3.30   35.38    0.6800 9000.00000 9000.00000 9000.000
   388  624.20    4.131    5.05   35.0    2.4203    0.0388    5.73  163.00    3.30   35.38    0.6800 9000.00000 9000.00000 9000.000
