36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:04 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200108
Launch Time (UT)                  : 07:18:38
Burst Pressure (hPa)              : 6.25
Integrated O3 to end of data (DU) : 198.65
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N1313323
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33250
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.500
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
    96  771.27    2.369   12.90   91.0    1.6344    0.0212    0.72   54.00   13.70   33.01    0.4700   -1.30710   36.75180 9000.000
    98  770.25    2.380   12.90   90.0    1.6344    0.0212    0.74   54.00   13.60   33.01    0.4700   -1.30720   36.75160 9000.000
   100  769.24    2.391   12.77   91.0    1.6344    0.0212    0.76   54.00   13.50   33.02    0.4700   -1.30750   36.75140 9000.000
   102  768.06    2.404   12.70   90.0    1.6344    0.0213    0.78   54.00   13.50   33.02    0.4700   -1.30770   36.75120 9000.000
   104  766.90    2.417   12.74   89.0    1.6344    0.0213    0.79   54.00   13.40   33.02    0.4700   -1.30770   36.75100 9000.000
   106  765.81    2.429   12.72   88.0    1.6344    0.0213    0.81   54.00   13.30   33.02    0.4700   -1.30780   36.75080 9000.000
   108  764.75    2.441   12.60   88.0    1.6733    0.0219    0.83   54.00   13.20   33.02    0.4800   -1.30800   36.75070 9000.000
   110  763.68    2.452   12.41   90.0    1.6733    0.0219    0.85   54.00   13.10   33.02    0.4800   -1.30810   36.75050 9000.000
   112  762.64    2.464   12.35   90.0    1.6733    0.0219    0.87   54.00   13.00   33.02    0.4800   -1.30830   36.75020 9000.000
   114  761.44    2.477   12.35   88.0    1.6733    0.0220    0.89   54.00   12.90   33.02    0.4800   -1.30840   36.75000 9000.000
   116  760.26    2.490   12.36   87.0    1.6733    0.0220    0.91   54.00   12.80   33.03    0.4800   -1.30850   36.74990 9000.000
   118  759.25    2.501   12.42   85.0    1.6734    0.0220    0.93   54.00   12.70   33.03    0.4800   -1.30870   36.74980 9000.000
   120  758.26    2.512   12.37   84.0    1.6734    0.0221    0.94   55.00   12.70   33.04    0.4800   -1.30880   36.74960 9000.000
   122  757.37    2.522   12.30   84.0    1.6734    0.0221    0.96   55.00   12.60   33.04    0.4800   -1.30900   36.74930 9000.000
   124  756.39    2.533   12.21   84.0    1.6735    0.0221    0.98   55.00   12.50   33.05    0.4800   -1.30910   36.74910 9000.000
   126  755.25    2.546   12.06   85.0    1.7124    0.0227    1.00   55.00   12.40   33.05    0.4900   -1.30910   36.74890 9000.000
   128  754.06    2.559   11.92   86.0    1.7124    0.0227    1.02   55.00   12.40   33.06    0.4900   -1.30930   36.74880 9000.000
   130  753.07    2.570   11.81   86.0    1.7125    0.0227    1.04   55.00   12.30   33.06    0.4900   -1.30940   36.74860 9000.000
   132  752.10    2.581   11.73   87.0    1.7125    0.0228    1.05   54.00   12.20   33.06    0.4900   -1.30960   36.74830 9000.000
   134  751.07    2.592   11.63   87.0    1.7125    0.0228    1.07   54.00   12.10   33.07    0.4900   -1.30970   36.74810 9000.000
   136  750.27    2.601   11.59   87.0    1.7514    0.0233    1.09   54.00   12.00   33.07    0.5000   -1.30980   36.74810 9000.000
   138  749.44    2.610   11.53   87.0    1.7514    0.0234    1.10   54.00   12.00   33.07    0.5000   -1.30990   36.74790 9000.000
   140  748.48    2.621   11.49   87.0    1.7514    0.0234    1.12   54.00   11.90   33.07    0.5000   -1.31000   36.74770 9000.000
   142  747.58    2.631   11.42   87.0    1.7514    0.0234    1.14   54.00   11.90   33.07    0.5000   -1.31010   36.74750 9000.000
   144  746.85    2.639   11.34   87.0    1.7514    0.0235    1.15   54.00   11.90   33.07    0.5000   -1.31030   36.74740 9000.000
   146  746.06    2.648   11.28   87.0    1.7515    0.0235    1.16   53.00   11.90   33.08    0.5000   -1.31050   36.74730 9000.000
   148  745.21    2.658   11.18   87.0    1.7516    0.0235    1.18   53.00   11.90   33.09    0.5000   -1.31060   36.74710 9000.000
   150  744.45    2.666   11.10   88.0    1.7516    0.0235    1.19   53.00   11.90   33.10    0.5000   -1.31070   36.74700 9000.000
   152  743.76    2.674   11.09   88.0    1.7516    0.0236    1.21   53.00   12.00   33.10    0.5000   -1.31070   36.74680 9000.000
   154  743.10    2.682   11.07   87.0    1.7517    0.0236    1.22   53.00   12.00   33.11    0.5000   -1.31090   36.74650 9000.000
   156  742.50    2.688   11.09   87.0    1.7517    0.0236    1.23   53.00   12.10   33.12    0.5000   -1.31100   36.74630 9000.000
   158  741.84    2.696   11.10   86.0    1.7517    0.0236    1.24   53.00   12.10   33.12    0.5000   -1.31120   36.74610 9000.000
   160  741.15    2.704   11.08   86.0    1.7518    0.0236    1.26   53.00   12.20   33.13    0.5000   -1.31140   36.74600 9000.000
   162  740.41    2.712   11.10   86.0    1.7518    0.0237    1.27   53.00   12.20   33.13    0.5000   -1.31150   36.74590 9000.000
   164  739.52    2.722   11.20   84.0    1.7519    0.0237    1.29   53.00   12.20   33.14    0.5000   -1.31160   36.74570 9000.000
   166  738.54    2.733   11.20   83.0    1.7519    0.0237    1.30   53.00   12.20   33.15    0.5000   -1.31170   36.74550 9000.000
   168  737.69    2.743   11.12   83.0    1.7519    0.0237    1.32   53.00   12.10   33.15    0.5000   -1.31180   36.74530 9000.000
   170  736.95    2.751   11.08   84.0    1.7519    0.0238    1.33   53.00   12.10   33.16    0.5000   -1.31200   36.74510 9000.000
   172  736.11    2.761   10.99   84.0    1.7519    0.0238    1.35   53.00   12.10   33.16    0.5000   -1.31220   36.74500 9000.000
   174  735.13    2.772   10.84   84.0    1.7519    0.0238    1.37   54.00   12.00   33.16    0.5000   -1.31230   36.74480 9000.000
   176  734.24    2.782   10.74   85.0    1.7519    0.0239    1.38   54.00   11.90   33.16    0.5000   -1.31250   36.74460 9000.000
   178  733.42    2.791   10.73   85.0    1.7519    0.0239    1.40   54.00   11.90   33.16    0.5000   -1.31260   36.74440 9000.000
   180  732.57    2.801   10.69   85.0    1.7519    0.0239    1.42   54.00   11.80   33.16    0.5000   -1.31260   36.74420 9000.000
   182  731.63    2.812   10.59   86.0    1.7519    0.0239    1.43   54.00   11.70   33.16    0.5000   -1.31270   36.74410 9000.000
   184  730.58    2.824   10.44   86.0    1.7909    0.0245    1.45   54.00   11.60   33.16    0.5100   -1.31280   36.74400 9000.000
   186  729.63    2.835   10.36   87.0    1.7909    0.0245    1.47   55.00   11.50   33.16    0.5100   -1.31300   36.74380 9000.000
   188  728.91    2.843   10.34   87.0    1.7520    0.0240    1.49   55.00   11.40   33.17    0.5000   -1.31310   36.74360 9000.000
   190  728.22    2.851   10.31   86.0    1.7520    0.0241    1.50   55.00   11.40   33.17    0.5000   -1.31330   36.74340 9000.000
   192  727.44    2.860   10.22   87.0    1.7521    0.0241    1.51   55.00   11.30   33.18    0.5000   -1.31350   36.74320 9000.000
   194  726.68    2.868   10.12   87.0    1.7521    0.0241    1.53   55.00   11.30   33.18    0.5000   -1.31350   36.74300 9000.000
   196  725.89    2.877   10.05   88.0    1.7521    0.0241    1.54   55.00   11.30   33.18    0.5000   -1.31360   36.74290 9000.000
   198  725.21    2.885   10.06   87.0    1.7521    0.0242    1.56   56.00   11.40   33.18    0.5000   -1.31370   36.74280 9000.000
   200  724.57    2.893   10.10   87.0    1.7521    0.0242    1.57   56.00   11.40   33.18    0.5000   -1.31380   36.74270 9000.000
   202  723.73    2.902   10.01   88.0    1.7521    0.0242    1.59   56.00   11.50   33.18    0.5000   -1.31400   36.74250 9000.000
   204  722.70    2.914    9.87   88.0    1.7521    0.0242    1.60   57.00   11.70   33.19    0.5000   -1.31410   36.74230 9000.000
   206  721.76    2.925    9.82   88.0    1.7521    0.0243    1.62   57.00   11.80   33.19    0.5000   -1.31420   36.74210 9000.000
   208  720.92    2.935    9.81   88.0    1.7522    0.0243    1.64   57.00   12.00   33.20    0.5000   -1.31420   36.74190 9000.000
   210  720.17    2.943    9.75   89.0    1.7522    0.0243    1.65   57.00   12.10   33.20    0.5000   -1.31430   36.74180 9000.000
   212  719.41    2.952    9.62   89.0    1.7133    0.0238    1.67   58.00   12.30   33.20    0.4900   -1.31440   36.74160 9000.000
   214  718.72    2.960    9.60   89.0    1.7133    0.0238    1.68   58.00   12.50   33.20    0.4900   -1.31460   36.74130 9000.000
   216  718.10    2.967    9.62   89.0    1.7133    0.0239    1.69   58.00   12.70   33.22    0.4900   -1.31480   36.74110 9000.000
   218  717.40    2.975    9.57   89.0    1.7133    0.0239    1.71   58.00   12.90   33.22    0.4900   -1.31490   36.74090 9000.000
   220  716.68    2.984    9.48   89.0    1.7134    0.0239    1.72   58.00   13.10   33.23    0.4900   -1.31510   36.74070 9000.000
   222  715.85    2.993    9.38   90.0    1.7134    0.0239    1.73   59.00   13.20   33.23    0.4900   -1.31520   36.74060 9000.000
   224  714.97    3.004    9.27   90.0    1.7134    0.0240    1.75   59.00   13.40   33.23    0.4900   -1.31530   36.74040 9000.000
   226  714.18    3.013    9.22   90.0    1.7134    0.0240    1.77   59.00   13.50   33.24    0.4900   -1.31530   36.74020 9000.000
   228  713.46    3.021    9.21   88.0    1.7135    0.0240    1.78   60.00   13.60   33.24    0.4900   -1.31540   36.73990 9000.000
   230  712.65    3.031    9.17   87.0    1.7135    0.0240    1.80   60.00   13.70   33.25    0.4900   -1.31560   36.73960 9000.000
   232  711.74    3.041    9.10   89.0    1.7135    0.0241    1.81   61.00   13.70   33.25    0.4900   -1.31580   36.73950 9000.000
   234  710.78    3.053    9.02   89.0    1.7135    0.0241    1.83   61.00   13.70   33.25    0.4900   -1.31590   36.73930 9000.000
   236  709.90    3.063    8.94   90.0    1.7136    0.0241    1.85   62.00   13.70   33.26    0.4900   -1.31600   36.73910 9000.000
   238  709.19    3.071    8.89   90.0    1.7136    0.0242    1.86   62.00   13.70   33.26    0.4900   -1.31610   36.73880 9000.000
   240  708.53    3.079    8.88   89.0    1.7136    0.0242    1.87   63.00   13.60   33.26    0.4900   -1.31620   36.73860 9000.000
   242  707.91    3.086    8.84   88.0    1.6747    0.0237    1.89   64.00   13.40   33.27    0.4800   -1.31640   36.73830 9000.000
   244  707.22    3.094    8.79   88.0    1.7136    0.0242    1.90   65.00   13.30   33.26    0.4900   -1.31660   36.73810 9000.000
   246  706.39    3.104    8.78   90.0    1.7136    0.0243    1.91   65.00   13.10   33.26    0.4900   -1.31670   36.73790 9000.000
   248  705.53    3.114    8.77   92.0    1.7136    0.0243    1.93   66.00   12.90   33.27    0.4900   -1.31680   36.73770 9000.000
   250  704.78    3.123    8.85   92.0    1.7136    0.0243    1.95   66.00   12.80   33.27    0.4900   -1.31680   36.73750 9000.000
   252  704.15    3.130    8.87   91.0    1.6747    0.0238    1.96   67.00   12.60   33.27    0.4800   -1.31680   36.73730 9000.000
   254  703.48    3.138    8.85   91.0    1.6748    0.0238    1.97   67.00   12.50   33.28    0.4800   -1.31690   36.73710 9000.000
   256  702.56    3.149    8.77   92.0    1.6748    0.0238    1.99   67.00   12.40   33.28    0.4800   -1.31690   36.73680 9000.000
   258  701.45    3.162    8.64   93.0    1.6748    0.0239    2.01   66.00   12.40   33.28    0.4800   -1.31700   36.73660 9000.000
   260  700.37    3.175    8.49   94.0    1.6748    0.0239    2.03   66.00   12.30   33.29    0.4800   -1.31710   36.73640 9000.000
   262  699.42    3.186    8.42   94.0    1.6748    0.0239    2.05   66.00   12.40   33.29    0.4800   -1.31710   36.73630 9000.000
   264  698.56    3.196    8.46   94.0    1.6359    0.0234    2.06   65.00   12.40   33.29    0.4700   -1.31720   36.73610 9000.000
   266  697.60    3.208    8.48   95.0    1.6359    0.0235    2.08   64.00   12.50   33.30    0.4700   -1.31730   36.73600 9000.000
   268  696.66    3.219    8.44   95.0    1.6359    0.0235    2.10   64.00   12.60   33.30    0.4700   -1.31750   36.73570 9000.000
   270  695.74    3.230    8.38   94.0    1.6359    0.0235    2.12   63.00   12.70   33.30    0.4700   -1.31760   36.73540 9000.000
   272  694.91    3.240    8.32   94.0    1.6359    0.0235    2.13   63.00   12.80   33.31    0.4700   -1.31770   36.73520 9000.000
   274  694.16    3.249    8.31   95.0    1.6359    0.0236    2.14   63.00   12.80   33.31    0.4700   -1.31790   36.73500 9000.000
   276  693.32    3.259    8.27   95.0    1.6360    0.0236    2.16   63.00   12.90   33.32    0.4700   -1.31800   36.73490 9000.000
   278  692.40    3.270    8.22   96.0    1.6360    0.0236    2.18   63.00   12.90   33.32    0.4700   -1.31810   36.73470 9000.000
   280  691.37    3.282    8.17   96.0    1.6360    0.0237    2.20   63.00   12.90   33.32    0.4700   -1.31810   36.73450 9000.000
   282  690.22    3.296    7.99   96.0    1.6361    0.0237    2.22   63.00   12.90   33.33    0.4700   -1.31820   36.73420 9000.000
   284  689.11    3.309    7.91   96.0    1.6361    0.0237    2.24   63.00   12.80   33.34    0.4700   -1.31840   36.73390 9000.000
   286  688.08    3.322    7.92   96.0    1.5972    0.0232    2.26   64.00   12.80   33.34    0.4600   -1.31850   36.73380 9000.000
   288  687.08    3.334    7.88   96.0    1.5972    0.0232    2.28   64.00   12.80   33.34    0.4600   -1.31860   36.73360 9000.000
   290  686.14    3.345    7.79   95.0    1.5972    0.0233    2.29   65.00   12.70   33.35    0.4600   -1.31870   36.73350 9000.000
   292  685.19    3.356    7.69   95.0    1.5972    0.0233    2.31   65.00   12.70   33.35    0.4600   -1.31870   36.73320 9000.000
   294  684.14    3.369    7.62   95.0    1.5972    0.0233    2.33   66.00   12.60   33.35    0.4600   -1.31880   36.73300 9000.000
   296  683.03    3.382    7.55   95.0    1.5972    0.0234    2.35   66.00   12.60   33.35    0.4600   -1.31890   36.73270 9000.000
   298  681.87    3.397    7.49   95.0    1.5972    0.0234    2.37   67.00   12.60   33.35    0.4600   -1.31910   36.73250 9000.000
   300  680.69    3.411    7.44   94.0    1.5973    0.0235    2.39   67.00   12.60   33.36    0.4600   -1.31920   36.73240 9000.000
   302  679.71    3.423    7.33   94.0    1.5973    0.0235    2.41   68.00   12.70   33.36    0.4600   -1.31920   36.73220 9000.000
   304  678.84    3.433    7.19   94.0    1.5973    0.0235    2.43   68.00   12.70   33.36    0.4600   -1.31930   36.73200 9000.000
   306  677.86    3.445    7.05   94.0    1.5973    0.0236    2.45   68.00   12.80   33.38    0.4600   -1.31930   36.73170 9000.000
   308  676.74    3.459    6.93   95.0    1.5973    0.0236    2.47   68.00   12.80   33.38    0.4600   -1.31950   36.73140 9000.000
   310  675.64    3.472    6.89   95.0    1.5973    0.0236    2.49   69.00   12.90   33.38    0.4600   -1.31960   36.73120 9000.000
   312  674.66    3.484    6.85   95.0    1.5974    0.0237    2.51   69.00   13.00   33.39    0.4600   -1.31970   36.73110 9000.000
   314  673.64    3.497    6.74   95.0    1.5974    0.0237    2.53   69.00   13.10   33.39    0.4600   -1.31970   36.73090 9000.000
   316  672.62    3.509    6.66   94.0    1.5974    0.0237    2.54   68.00   13.20   33.39    0.4600   -1.31970   36.73070 9000.000
   318  671.71    3.520    6.69   94.0    1.5974    0.0238    2.56   68.00   13.30   33.39    0.4600   -1.31980   36.73040 9000.000
   320  670.78    3.532    6.71   93.0    1.5974    0.0238    2.58   68.00   13.40   33.39    0.4600   -1.31990   36.73010 9000.000
   322  669.78    3.544    6.59   93.0    1.5974    0.0238    2.60   67.00   13.50   33.39    0.4600   -1.32010   36.72990 9000.000
   324  668.69    3.557    6.47   93.0    1.5975    0.0239    2.62   67.00   13.50   33.40    0.4600   -1.32020   36.72970 9000.000
   326  667.52    3.572    6.38   93.0    1.5975    0.0239    2.64   66.00   13.60   33.40    0.4600   -1.32030   36.72960 9000.000
   328  666.35    3.586    6.33   92.0    1.5975    0.0240    2.66   65.00   13.70   33.40    0.4600   -1.32030   36.72930 9000.000
   330  665.16    3.601    6.29   89.0    1.5975    0.0240    2.69   65.00   13.70   33.40    0.4600   -1.32040   36.72900 9000.000
   332  663.98    3.615    6.18   87.0    1.5975    0.0241    2.71   64.00   13.80   33.40    0.4600   -1.32040   36.72880 9000.000
   334  662.91    3.629    6.08   87.0    1.5975    0.0241    2.73   63.00   13.80   33.40    0.4600   -1.32060   36.72860 9000.000
   336  661.89    3.641    6.00   87.0    1.5975    0.0241    2.75   63.00   13.80   33.41    0.4600   -1.32080   36.72830 9000.000
   338  660.83    3.655    5.92   87.0    1.5975    0.0242    2.77   62.00   13.90   33.41    0.4600   -1.32090   36.72820 9000.000
   340  659.80    3.667    5.86   87.0    1.5975    0.0242    2.79   62.00   13.90   33.41    0.4600   -1.32100   36.72800 9000.000
   342  658.70    3.681    5.78   86.0    1.5976    0.0243    2.81   62.00   13.80   33.42    0.4600   -1.32110   36.72780 9000.000
   344  657.71    3.693    5.68   87.0    1.5976    0.0243    2.83   62.00   13.80   33.42    0.4600   -1.32120   36.72760 9000.000
   346  656.93    3.703    5.64   87.0    1.5976    0.0243    2.84   62.00   13.80   33.42    0.4600   -1.32140   36.72730 9000.000
   348  656.16    3.713    5.61   87.0    1.5976    0.0243    2.86   62.00   13.70   33.42    0.4600   -1.32160   36.72710 9000.000
   350  655.31    3.723    5.54   87.0    1.5976    0.0244    2.87   62.00   13.60   33.42    0.4600   -1.32170   36.72680 9000.000
   352  654.47    3.734    5.49   87.0    1.5976    0.0244    2.89   62.00   13.60   33.42    0.4600   -1.32170   36.72660 9000.000
   354  653.67    3.744    5.43   87.0    1.5976    0.0244    2.90   62.00   13.50   33.42    0.4600   -1.32180   36.72630 9000.000
   356  652.81    3.755    5.35   88.0    1.5976    0.0245    2.92   62.00   13.40   33.42    0.4600   -1.32190   36.72620 9000.000
   358  651.82    3.767    5.25   89.0    1.5976    0.0245    2.94   62.00   13.30   33.43    0.4600   -1.32210   36.72600 9000.000
   360  650.88    3.779    5.20   89.0    1.5976    0.0245    2.96   63.00   13.20   33.43    0.4600   -1.32220   36.72580 9000.000
   362  650.04    3.789    5.23   89.0    1.5976    0.0246    2.98   63.00   13.10   33.43    0.4600   -1.32230   36.72550 9000.000
   364  649.17    3.800    5.18   88.0    1.5976    0.0246    2.99   63.00   13.10   33.43    0.4600   -1.32240   36.72530 9000.000
   366  648.31    3.811    5.07   88.0    1.5976    0.0246    3.01   63.00   13.00   33.43    0.4600   -1.32240   36.72510 9000.000
   368  647.46    3.822    4.96   89.0    1.5977    0.0247    3.03   63.00   12.90   33.44    0.4600   -1.32250   36.72500 9000.000
   370  646.50    3.834    4.85   90.0    1.5977    0.0247    3.04   63.00   12.80   33.44    0.4600   -1.32270   36.72480 9000.000
   372  645.49    3.847    4.80   91.0    1.5977    0.0248    3.06   63.00   12.70   33.45    0.4600   -1.32280   36.72460 9000.000
