36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:40 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200304
Launch Time (UT)                  : 08:46:02
Burst Pressure (hPa)              : 6.39
Integrated O3 to end of data (DU) : 221.48
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2633092
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33246
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.200
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
    40  803.25    2.045   19.68   66.0    4.0852    0.0509    0.90   87.00    1.80   40.82    1.0400   -1.30170   36.75830 9000.000
    42  802.11    2.057   19.60   67.0    4.0852    0.0509    0.94   85.00    1.90   40.82    1.0400   -1.30180   36.75830 9000.000
    44  800.80    2.072   19.54   66.0    4.0852    0.0510    1.00   83.00    1.90   40.82    1.0400   -1.30180   36.75820 9000.000
    46  799.30    2.088   19.46   66.0    4.0852    0.0511    1.06   82.00    1.90   40.82    1.0400   -1.30180   36.75820 9000.000
    48  797.71    2.105   19.28   67.0    4.0853    0.0512    1.12   82.00    2.00   40.82    1.0400   -1.30180   36.75820 9000.000
    50  796.08    2.122   19.13   67.0    4.0853    0.0513    1.19   82.00    2.00   40.82    1.0400   -1.30190   36.75820 9000.000
    52  794.61    2.138   18.98   68.0    4.0444    0.0509    1.25   83.00    2.10   40.82    1.0300   -1.30190   36.75820 9000.000
    54  793.14    2.154   18.75   69.0    4.0444    0.0510    1.30   85.00    2.10   40.82    1.0300   -1.30180   36.75820 9000.000
    56  791.77    2.169   18.52   68.0    4.0037    0.0506    1.36   87.00    2.20   40.83    1.0200   -1.30170   36.75810 9000.000
    58  790.65    2.181   18.41   69.0    4.0037    0.0506    1.40   89.00    2.20   40.83    1.0200   -1.30180   36.75800 9000.000
    60  789.40    2.195   18.25   69.0    4.0037    0.0507    1.45   91.00    2.20   40.83    1.0200   -1.30180   36.75790 9000.000
    62  788.12    2.209   18.03   68.0    4.0037    0.0508    1.51   93.00    2.20   40.83    1.0200   -1.30190   36.75790 9000.000
    64  786.93    2.222   17.93   68.0    4.0037    0.0509    1.55   94.00    2.20   40.83    1.0200   -1.30190   36.75780 9000.000
    66  785.56    2.237   17.84   69.0    4.0037    0.0510    1.61   95.00    2.20   40.83    1.0200   -1.30190   36.75780 9000.000
    68  784.12    2.253   17.67   71.0    4.0038    0.0511    1.67   94.00    2.10   40.83    1.0200   -1.30190   36.75770 9000.000
    70  782.70    2.268   17.50   73.0    4.0446    0.0517    1.72   93.00    2.00   40.84    1.0300   -1.30180   36.75760 9000.000
    72  781.27    2.284   17.40   73.0    4.0446    0.0518    1.78   90.00    2.00   40.84    1.0300   -1.30170   36.75760 9000.000
    74  779.63    2.302   17.24   73.0    4.0446    0.0519    1.85   86.00    2.00   40.84    1.0300   -1.30170   36.75770 9000.000
    76  777.88    2.321   17.01   73.0    4.0446    0.0520    1.92   82.00    2.00   40.84    1.0300   -1.30170   36.75770 9000.000
    78  776.33    2.338   16.85   72.0    4.0038    0.0516    1.98   77.00    2.00   40.84    1.0200   -1.30170   36.75760 9000.000
    80  774.96    2.353   16.78   69.0    4.0039    0.0517    2.04   73.00    2.10   40.85    1.0200   -1.30180   36.75760 9000.000
    82  773.58    2.368   16.65   69.0    3.9632    0.0512    2.10   70.00    2.20   40.86    1.0100   -1.30180   36.75760 9000.000
    84  772.13    2.384   16.42   73.0    3.9633    0.0513    2.16   67.00    2.30   40.87    1.0100   -1.30180   36.75750 9000.000
    86  770.64    2.401   16.24   75.0    3.9634    0.0514    2.22   65.00    2.40   40.87    1.0100   -1.30180   36.75740 9000.000
    88  769.27    2.416   16.14   74.0    3.9632    0.0515    2.27   65.00    2.40   40.86    1.0100   -1.30180   36.75740 9000.000
    90  768.22    2.428   16.12   70.0    3.9224    0.0511    2.31   65.00    2.40   40.86    1.0000   -1.30190   36.75740 9000.000
    92  767.13    2.440   16.03   70.0    3.9223    0.0511    2.36   66.00    2.40   40.85    1.0000   -1.30200   36.75730 9000.000
    94  765.80    2.454   15.87   69.0    3.9224    0.0512    2.41   68.00    2.40   40.86    1.0000   -1.30200   36.75720 9000.000
    96  764.38    2.470   15.70   70.0    3.9224    0.0513    2.47   70.00    2.30   40.86    1.0000   -1.30200   36.75720 9000.000
    98  763.11    2.484   15.57   72.0    3.9225    0.0514    2.52   73.00    2.20   40.87    1.0000   -1.30200   36.75730 9000.000
   100  761.90    2.498   15.45   74.0    3.8817    0.0509    2.57   75.00    2.10   40.87    0.9900   -1.30200   36.75720 9000.000
   102  760.68    2.512   15.31   75.0    3.8817    0.0510    2.62   78.00    2.00   40.88    0.9900   -1.30190   36.75710 9000.000
   104  759.42    2.526   15.13   75.0    3.8817    0.0511    2.67   81.00    1.90   40.88    0.9900   -1.30190   36.75700 9000.000
   106  758.34    2.538   14.98   75.0    3.8817    0.0512    2.71   83.00    1.80   40.88    0.9900   -1.30190   36.75700 9000.000
   108  757.36    2.549   14.89   76.0    3.8816    0.0513    2.75   84.00    1.70   40.87    0.9900   -1.30200   36.75700 9000.000
   110  756.43    2.559   14.79   76.0    3.8818    0.0513    2.79   84.00    1.60   40.89    0.9900   -1.30210   36.75700 9000.000
   112  755.38    2.571   14.69   76.0    3.8817    0.0514    2.83   83.00    1.50   40.88    0.9900   -1.30200   36.75700 9000.000
   114  754.11    2.585   14.57   76.0    3.9226    0.0520    2.89   80.00    1.50   40.88    1.0000   -1.30200   36.75700 9000.000
   116  752.76    2.600   14.40   76.0    3.9227    0.0521    2.94   76.00    1.40   40.89    1.0000   -1.30200   36.75700 9000.000
   118  751.50    2.615   14.24   78.0    3.9227    0.0522    2.99   70.00    1.40   40.89    1.0000   -1.30200   36.75690 9000.000
   120  750.40    2.627   14.11   80.0    3.9227    0.0523    3.04   64.00    1.40   40.89    1.0000   -1.30190   36.75680 9000.000
   122  749.34    2.639   13.98   81.0    3.8820    0.0518    3.08   59.00    1.40   40.90    0.9900   -1.30200   36.75670 9000.000
   124  748.38    2.650   13.84   82.0    3.8818    0.0519    3.12   53.00    1.40   40.88    0.9900   -1.30200   36.75670 9000.000
   126  747.48    2.660   13.74   83.0    3.9226    0.0525    3.16   48.00    1.50   40.88    1.0000   -1.30210   36.75680 9000.000
   128  746.48    2.671   13.61   83.0    3.9228    0.0526    3.20   45.00    1.50   40.89    1.0000   -1.30210   36.75680 9000.000
   130  745.30    2.685   13.45   84.0    3.9229    0.0526    3.25   43.00    1.60   40.90    1.0000   -1.30210   36.75680 9000.000
   132  743.96    2.700   13.30   85.0    3.9638    0.0533    3.30   43.00    1.80   40.90    1.0100   -1.30210   36.75680 9000.000
   134  742.67    2.714   13.15   86.0    3.9638    0.0534    3.36   43.00    1.90   40.90    1.0100   -1.30210   36.75680 9000.000
   136  741.49    2.728   13.02   86.0    3.9638    0.0535    3.41   45.00    2.00   40.90    1.0100   -1.30210   36.75670 9000.000
   138  740.43    2.740   12.91   87.0    3.9228    0.0530    3.45   48.00    2.20   40.89    1.0000   -1.30220   36.75670 9000.000
   140  739.24    2.753   12.77   88.0    3.9228    0.0531    3.50   50.00    2.40   40.89    1.0000   -1.30230   36.75670 9000.000
   142  738.00    2.768   12.64   88.0    3.9638    0.0537    3.55   53.00    2.70   40.91    1.0100   -1.30230   36.75670 9000.000
   144  736.78    2.782   12.51   89.0    3.9638    0.0538    3.61   55.00    3.00   40.91    1.0100   -1.30230   36.75670 9000.000
   146  735.56    2.796   12.38   89.0    3.9638    0.0539    3.66   57.00    3.30   40.91    1.0100   -1.30230   36.75670 9000.000
   148  734.29    2.810   12.30   89.0    3.9638    0.0540    3.71   58.00    3.60   40.91    1.0100   -1.30230   36.75660 9000.000
   150  733.14    2.823   12.26   87.0    3.9230    0.0535    3.76   58.00    3.90   40.91    1.0000   -1.30230   36.75650 9000.000
   152  732.10    2.835   12.18   85.0    3.9231    0.0536    3.81   58.00    4.20   40.92    1.0000   -1.30230   36.75640 9000.000
   154  731.01    2.848   12.03   86.0    3.8824    0.0531    3.85   58.00    4.40   40.93    0.9900   -1.30240   36.75630 9000.000
   156  729.92    2.860   11.87   88.0    3.8822    0.0532    3.90   57.00    4.70   40.92    0.9900   -1.30250   36.75620 9000.000
   158  728.92    2.872   11.80   90.0    3.8822    0.0533    3.94   56.00    4.90   40.92    0.9900   -1.30260   36.75610 9000.000
   160  727.84    2.884   11.71   90.0    3.8823    0.0533    3.98   54.00    5.00   40.92    0.9900   -1.30260   36.75590 9000.000
   162  726.70    2.897   11.56   92.0    3.8823    0.0534    4.03   52.00    5.20   40.92    0.9900   -1.30260   36.75590 9000.000
   164  725.63    2.910   11.45   93.0    3.8821    0.0535    4.08   50.00    5.30   40.91    0.9900   -1.30270   36.75590 9000.000
   166  724.57    2.922   11.34   94.0    3.8821    0.0536    4.12   48.00    5.30   40.91    0.9900   -1.30280   36.75590 9000.000
   168  723.39    2.936   11.18   95.0    3.8414    0.0531    4.17   45.00    5.40   40.92    0.9800   -1.30290   36.75580 9000.000
   170  722.16    2.950   11.07   96.0    3.8414    0.0532    4.22   43.00    5.50   40.92    0.9800   -1.30300   36.75570 9000.000
   172  721.04    2.963   10.98   96.0    3.8413    0.0533    4.27   40.00    5.60   40.91    0.9800   -1.30300   36.75560 9000.000
   174  719.89    2.976   10.88   95.0    3.8004    0.0528    4.32   37.00    5.70   40.91    0.9700   -1.30300   36.75550 9000.000
   176  718.73    2.990   10.84   96.0    3.7597    0.0523    4.37   35.00    5.90   40.92    0.9600   -1.30310   36.75550 9000.000
   178  717.48    3.004   10.80   96.0    3.7596    0.0524    4.42   32.00    6.00   40.92    0.9600   -1.30310   36.75540 9000.000
   180  715.96    3.022   10.76   96.0    3.8006    0.0531    4.48   30.00    6.10   40.93    0.9700   -1.30320   36.75540 9000.000
   182  714.43    3.040   10.69   97.0    3.8006    0.0532    4.55   28.00    6.30   40.93    0.9700   -1.30340   36.75540 9000.000
   184  713.14    3.055   10.62   97.0    3.8005    0.0533    4.60   26.00    6.40   40.92    0.9700   -1.30350   36.75530 9000.000
   186  712.07    3.068   10.57   96.0    3.7596    0.0528    4.65   25.00    6.50   40.92    0.9600   -1.30370   36.75530 9000.000
   188  711.11    3.079   10.53   96.0    3.7596    0.0529    4.69   23.00    6.50   40.92    0.9600   -1.30380   36.75520 9000.000
   190  710.07    3.091   10.51   95.0    3.7596    0.0529    4.73   23.00    6.60   40.92    0.9600   -1.30390   36.75510 9000.000
   192  708.95    3.104   10.44   95.0    3.7596    0.0530    4.78   22.00    6.60   40.92    0.9600   -1.30400   36.75500 9000.000
   194  707.96    3.116   10.36   95.0    3.7596    0.0531    4.82   22.00    6.60   40.92    0.9600   -1.30420   36.75500 9000.000
   196  707.04    3.127   10.29   95.0    3.7597    0.0532    4.86   23.00    6.60   40.92    0.9600   -1.30440   36.75500 9000.000
   198  706.00    3.139   10.12   95.0    3.8005    0.0538    4.90   24.00    6.60   40.92    0.9700   -1.30450   36.75500 9000.000
   200  704.94    3.152    9.89   95.0    3.8007    0.0539    4.95   25.00    6.60   40.93    0.9700   -1.30460   36.75500 9000.000
   202  703.94    3.163    9.85   96.0    3.8007    0.0540    4.99   27.00    6.70   40.93    0.9700   -1.30460   36.75500 9000.000
   204  703.13    3.173    9.77   95.0    3.8007    0.0541    5.02   28.00    6.80   40.93    0.9700   -1.30470   36.75500 9000.000
   206  702.54    3.180    9.63   94.0    3.8008    0.0541    5.05   30.00    6.90   40.94    0.9700   -1.30470   36.75490 9000.000
   208  701.93    3.187    9.47   93.0    3.8008    0.0541    5.07   31.00    7.10   40.94    0.9700   -1.30470   36.75480 9000.000
   210  701.33    3.194    9.32   89.0    3.8008    0.0542    5.10   32.00    7.30   40.94    0.9700   -1.30480   36.75470 9000.000
   212  700.85    3.200    9.20   82.0    3.8008    0.0542    5.12   33.00    7.50   40.94    0.9700   -1.30500   36.75460 9000.000
   214  700.31    3.206    9.06   76.0    3.7599    0.0537    5.14   34.00    7.70   40.94    0.9600   -1.30520   36.75450 9000.000
   216  699.75    3.213    8.92   74.0    3.7599    0.0537    5.17   34.00    7.90   40.94    0.9600   -1.30530   36.75440 9000.000
   218  699.23    3.219    8.78   78.0    3.6782    0.0526    5.19   33.00    8.10   40.94    0.9400   -1.30540   36.75420 9000.000
   220  698.68    3.226    8.66   82.0    3.6373    0.0521    5.21   33.00    8.30   40.94    0.9300   -1.30560   36.75410 9000.000
   222  698.03    3.234    8.64   78.0    3.6373    0.0521    5.24   32.00    8.40   40.94    0.9300   -1.30580   36.75410 9000.000
   224  697.27    3.243    8.79   70.0    3.5967    0.0516    5.27   31.00    8.60   40.97    0.9200   -1.30590   36.75400 9000.000
   226  696.35    3.253    9.15   66.0    3.5558    0.0511    5.31   30.00    8.70   40.97    0.9100   -1.30600   36.75400 9000.000
   228  695.28    3.266    9.73   63.0    3.5557    0.0511    5.35   29.00    8.80   40.96    0.9100   -1.30610   36.75390 9000.000
   230  694.09    3.280   10.02   58.0    3.5151    0.0506    5.40   27.00    8.90   40.98    0.9000   -1.30620   36.75390 9000.000
   232  693.03    3.293    9.99   54.0    3.4743    0.0501    5.44   26.00    9.00   40.99    0.8900   -1.30630   36.75380 9000.000
   234  692.13    3.304    9.89   52.0    3.3926    0.0490    5.47   24.00    9.10   40.99    0.8700   -1.30650   36.75370 9000.000
   236  691.17    3.316    9.79   53.0    3.3108    0.0479    5.51   23.00    9.20   40.99    0.8500   -1.30670   36.75350 9000.000
   238  690.08    3.329    9.67   57.0    3.3109    0.0480    5.55   21.00    9.40   40.99    0.8500   -1.30690   36.75350 9000.000
   240  688.95    3.342    9.48   60.0    3.2291    0.0469    5.59   20.00    9.50   40.99    0.8300   -1.30700   36.75350 9000.000
   242  687.79    3.356    9.32   59.0    3.2291    0.0469    5.64   18.00    9.70   40.99    0.8300   -1.30720   36.75340 9000.000
   244  686.58    3.371    9.26   57.0    3.1882    0.0464    5.68   17.00    9.90   40.99    0.8200   -1.30740   36.75330 9000.000
   246  685.44    3.385    9.15   56.0    3.1882    0.0465    5.72   15.00   10.10   40.98    0.8200   -1.30750   36.75320 9000.000
   248  684.37    3.398    9.01   57.0    3.1473    0.0460    5.76   14.00   10.40   40.98    0.8100   -1.30760   36.75330 9000.000
   250  683.26    3.411    8.83   59.0    3.1473    0.0461    5.80   13.00   10.60   40.98    0.8100   -1.30790   36.75330 9000.000
   252  682.06    3.426    8.68   60.0    3.1473    0.0461    5.85   12.00   10.90   40.98    0.8100   -1.30810   36.75320 9000.000
   254  680.74    3.442    8.70   58.0    3.1064    0.0456    5.90   11.00   11.20   40.98    0.8000   -1.30820   36.75320 9000.000
   256  679.43    3.458    8.91   53.0    3.1065    0.0457    5.94   11.00   11.50   40.99    0.8000   -1.30840   36.75310 9000.000
   258  678.26    3.472    9.06   50.0    3.0657    0.0452    5.98   10.00   11.70   40.99    0.7900   -1.30860   36.75310 9000.000
   260  677.19    3.485    9.00   48.0    3.0248    0.0447    6.02   10.00   12.00   41.00    0.7800   -1.30890   36.75310 9000.000
   262  676.05    3.499    8.95   46.0    3.0248    0.0447    6.06   10.00   12.30   41.00    0.7800   -1.30920   36.75300 9000.000
   264  674.89    3.513    9.15   41.0    2.9839    0.0442    6.10    9.00   12.60   41.00    0.7700   -1.30940   36.75310 9000.000
   266  673.83    3.526    9.28   38.0    2.9839    0.0443    6.14    9.00   12.80   41.00    0.7700   -1.30960   36.75310 9000.000
   268  672.78    3.539    9.24   38.0    2.9022    0.0431    6.18    9.00   13.10   41.00    0.7500   -1.30970   36.75300 9000.000
   270  671.67    3.553    9.19   37.0    2.9022    0.0432    6.21    9.00   13.30   41.00    0.7500   -1.31000   36.75280 9000.000
   272  670.60    3.566    9.16   36.0    2.8613    0.0427    6.25    9.00   13.50   41.00    0.7400   -1.31030   36.75280 9000.000
   274  669.50    3.580    9.10   36.0    2.8204    0.0421    6.29    9.00   13.70   41.00    0.7300   -1.31060   36.75270 9000.000
   276  668.36    3.594    8.99   36.0    2.8205    0.0422    6.33    9.00   13.90   41.00    0.7300   -1.31090   36.75280 9000.000
   278  667.16    3.609    8.85   36.0    2.7796    0.0417    6.37    9.00   14.00   41.00    0.7200   -1.31110   36.75280 9000.000
   280  665.88    3.624    8.69   35.0    2.7387    0.0411    6.41    9.00   14.10   41.00    0.7100   -1.31130   36.75280 9000.000
   282  664.55    3.641    8.55   35.0    2.7387    0.0412    6.45    8.00   14.20   41.00    0.7100   -1.31150   36.75270 9000.000
   284  663.24    3.657    8.46   35.0    2.6978    0.0407    6.49    8.00   14.30   41.00    0.7000   -1.31180   36.75260 9000.000
   286  661.99    3.673    8.33   35.0    2.6979    0.0408    6.53    8.00   14.40   41.01    0.7000   -1.31210   36.75260 9000.000
   288  660.77    3.688    8.24   35.0    2.6570    0.0402    6.57    8.00   14.40   41.00    0.6900   -1.31230   36.75260 9000.000
   290  659.63    3.702    8.16   35.0    2.6570    0.0403    6.61    8.00   14.50   41.00    0.6900   -1.31260   36.75250 9000.000
   292  658.61    3.715    8.10   35.0    2.6571    0.0403    6.64    8.00   14.50   41.02    0.6900   -1.31290   36.75240 9000.000
   294  657.68    3.727    8.03   34.0    2.6161    0.0398    6.67    8.00   14.60   41.01    0.6800   -1.31320   36.75240 9000.000
   296  656.92    3.736    7.92   34.0    2.6162    0.0398    6.69    8.00   14.60   41.02    0.6800   -1.31350   36.75240 9000.000
   298  656.20    3.745    7.89   34.0    2.6162    0.0399    6.72    8.00   14.70   41.02    0.6800   -1.31370   36.75250 9000.000
   300  655.43    3.755    7.81   33.0    2.6162    0.0399    6.74    9.00   14.80   41.02    0.6800   -1.31390   36.75240 9000.000
   302  654.53    3.766    7.68   33.0    2.6161    0.0400    6.77    9.00   14.90   41.01    0.6800   -1.31410   36.75230 9000.000
   304  653.62    3.778    7.61   34.0    2.6161    0.0400    6.80   10.00   15.10   41.01    0.6800   -1.31430   36.75230 9000.000
   306  652.76    3.789    7.54   35.0    2.6161    0.0401    6.83   10.00   15.30   41.01    0.6800   -1.31460   36.75230 9000.000
   308  651.90    3.799    7.43   36.0    2.6162    0.0401    6.85   11.00   15.50   41.02    0.6800   -1.31490   36.75230 9000.000
   310  651.15    3.809    7.38   36.0    2.6162    0.0402    6.88   11.00   15.70   41.02    0.6800   -1.31520   36.75220 9000.000
   312  650.39    3.819    7.29   37.0    2.6162    0.0402    6.90   12.00   15.90   41.02    0.6800   -1.31560   36.75210 9000.000
   314  649.59    3.829    7.17   37.0    2.6162    0.0403    6.93   13.00   16.10   41.02    0.6800   -1.31590   36.75200 9000.000
   316  648.71    3.840    7.11   39.0    2.6163    0.0403    6.95   13.00   16.30   41.03    0.6800   -1.31610   36.75190 9000.000
   318  647.81    3.851    7.09   40.0    2.6163    0.0404    6.98   14.00   16.50   41.03    0.6800   -1.31640   36.75180 9000.000
   320  646.90    3.863    7.06   40.0    2.6163    0.0404    7.01   14.00   16.60   41.03    0.6800   -1.31670   36.75170 9000.000
   322  645.89    3.876    6.95   40.0    2.6163    0.0405    7.04   15.00   16.80   41.03    0.6800   -1.31700   36.75170 9000.000
   324  645.06    3.886    6.85   40.0    2.6163    0.0406    7.07   16.00   16.90   41.03    0.6800   -1.31720   36.75160 9000.000
   326  644.40    3.895    6.82   39.0    2.6163    0.0406    7.09   16.00   17.00   41.03    0.6800   -1.31750   36.75150 9000.000
   328  643.67    3.904    6.81   39.0    2.6572    0.0413    7.12   17.00   17.10   41.03    0.6900   -1.31780   36.75150 9000.000
   330  643.06    3.912    6.80   39.0    2.6164    0.0407    7.13   17.00   17.10   41.04    0.6800   -1.31820   36.75140 9000.000
   332  642.44    3.920    6.71   39.0    2.6573    0.0414    7.15   17.00   17.10   41.04    0.6900   -1.31850   36.75130 9000.000
   334  641.73    3.929    6.58   39.0    2.6572    0.0414    7.18   18.00   17.10   41.03    0.6900   -1.31880   36.75120 9000.000
   336  641.10    3.937    6.47   39.0    2.6163    0.0408    7.20   18.00   17.20   41.02    0.6800   -1.31920   36.75110 9000.000
   338  640.48    3.945    6.46   40.0    2.6164    0.0409    7.22   18.00   17.20   41.03    0.6800   -1.31950   36.75100 9000.000
   340  639.79    3.954    6.48   40.0    2.6572    0.0415    7.24   18.00   17.20   41.04    0.6900   -1.31970   36.75080 9000.000
   342  639.09    3.963    6.40   39.0    2.6164    0.0409    7.26   18.00   17.20   41.04    0.6800   -1.32000   36.75070 9000.000
   344  638.42    3.971    6.25   39.0    2.6573    0.0416    7.29   18.00   17.30   41.04    0.6900   -1.32020   36.75070 9000.000
   346  637.80    3.979    6.14   40.0    2.6164    0.0410    7.31   17.00   17.30   41.04    0.6800   -1.32050   36.75060 9000.000
   348  637.14    3.988    6.15   39.0    2.6163    0.0411    7.33   16.00   17.40   41.03    0.6800   -1.32070   36.75040 9000.000
   350  636.48    3.996    6.06   39.0    2.6163    0.0411    7.35   16.00   17.40   41.03    0.6800   -1.32100   36.75030 9000.000
   352  635.90    4.003    5.96   39.0    2.6163    0.0411    7.37   15.00   17.50   41.03    0.6800   -1.32140   36.75020 9000.000
   354  635.34    4.011    5.87   38.0    2.5755    0.0405    7.39   14.00   17.50   41.04    0.6700   -1.32180   36.75020 9000.000
   356  634.77    4.018    5.75   38.0    2.5755    0.0406    7.40   13.00   17.50   41.04    0.6700   -1.32210   36.75010 9000.000
   358  634.17    4.026    5.65   39.0    2.6164    0.0413    7.42   13.00   17.40   41.04    0.6800   -1.32240   36.75000 9000.000
   360  633.52    4.034    5.60   39.0    2.5755    0.0407    7.44   12.00   17.30   41.04    0.6700   -1.32270   36.75000 9000.000
   362  632.88    4.043    5.56   39.0    2.6165    0.0413    7.46   12.00   17.20   41.05    0.6800   -1.32310   36.75000 9000.000
   364  632.28    4.050    5.62   36.0    2.5755    0.0407    7.48   12.00   17.00   41.04    0.6700   -1.32340   36.74990 9000.000
   366  631.71    4.058    5.63   34.0    2.5755    0.0408    7.50   12.00   16.80   41.04    0.6700   -1.32380   36.74980 9000.000
   368  631.08    4.066    5.60   33.0    2.5755    0.0408    7.52   12.00   16.50   41.04    0.6700   -1.32410   36.74980 9000.000
   370  630.36    4.075    5.55   31.0    2.6164    0.0415    7.55   12.00   16.20   41.04    0.6800   -1.32440   36.74980 9000.000
   372  629.61    4.085    5.46   30.0    2.6164    0.0416    7.57   13.00   15.90   41.04    0.6800   -1.32460   36.74970 9000.000
