36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:36 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200226
Launch Time (UT)                  : 07:31:27
Burst Pressure (hPa)              : 6.43
Integrated O3 to end of data (DU) : 200.52
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2653512
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33247
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
    58  795.28    2.116   16.76   76.0    1.7574    0.0221    0.47   24.00    5.40   36.85    0.4700   -1.30420   36.75850 9000.000
    60  794.40    2.126   16.66   76.0    1.7574    0.0221    0.49   24.00    5.40   36.85    0.4700   -1.30430   36.75860 9000.000
    62  793.38    2.137   16.52   77.0    1.7575    0.0222    0.50   23.00    5.40   36.86    0.4700   -1.30450   36.75850 9000.000
    64  792.43    2.147   16.44   77.0    1.7575    0.0222    0.52   23.00    5.40   36.87    0.4700   -1.30460   36.75840 9000.000
    66  791.65    2.155   16.38   77.0    1.7575    0.0222    0.54   23.00    5.30   36.87    0.4700   -1.30460   36.75830 9000.000
    68  790.91    2.163   16.29   77.0    1.7576    0.0222    0.55   24.00    5.30   36.87    0.4700   -1.30470   36.75830 9000.000
    70  790.14    2.172   16.22   78.0    1.7576    0.0222    0.56   24.00    5.30   36.88    0.4700   -1.30470   36.75820 9000.000
    72  789.38    2.180   16.16   78.0    1.7577    0.0223    0.57   25.00    5.20   36.89    0.4700   -1.30480   36.75820 9000.000
    74  788.64    2.188   16.03   78.0    1.7577    0.0223    0.59   25.00    5.20   36.90    0.4700   -1.30490   36.75820 9000.000
    76  787.79    2.197   15.89   78.0    1.7577    0.0223    0.60   27.00    5.10   36.90    0.4700   -1.30500   36.75820 9000.000
    78  786.93    2.206   15.81   78.0    1.7578    0.0223    0.62   28.00    5.00   36.91    0.4700   -1.30510   36.75820 9000.000
    80  786.01    2.216   15.74   79.0    1.7987    0.0229    0.63   30.00    5.00   36.92    0.4800   -1.30520   36.75810 9000.000
    82  785.03    2.227   15.67   80.0    1.7987    0.0229    0.65   32.00    4.90   36.92    0.4800   -1.30530   36.75810 9000.000
    84  784.10    2.237   15.61   81.0    1.7988    0.0229    0.67   34.00    4.90   36.93    0.4800   -1.30540   36.75800 9000.000
    86  783.07    2.248   15.50   81.0    1.7988    0.0230    0.69   36.00    4.80   36.93    0.4800   -1.30540   36.75800 9000.000
    88  781.98    2.260   15.37   82.0    1.7989    0.0230    0.71   38.00    4.80   36.96    0.4800   -1.30540   36.75800 9000.000
    90  780.93    2.271   15.28   82.0    1.7989    0.0230    0.73   39.00    4.80   36.96    0.4800   -1.30560   36.75790 9000.000
    92  780.00    2.282   15.21   82.0    1.7990    0.0231    0.74   40.00    4.70   36.97    0.4800   -1.30570   36.75780 9000.000
    94  779.29    2.289   15.13   82.0    1.7991    0.0231    0.76   41.00    4.70   36.99    0.4800   -1.30570   36.75770 9000.000
    96  778.48    2.298   15.06   82.0    1.7991    0.0231    0.77   41.00    4.70   36.99    0.4800   -1.30570   36.75760 9000.000
    98  777.51    2.309   14.93   83.0    1.7991    0.0231    0.79   41.00    4.60   36.99    0.4800   -1.30570   36.75750 9000.000
   100  776.60    2.319   14.82   83.0    1.7582    0.0226    0.81   40.00    4.60   36.99    0.4700   -1.30580   36.75750 9000.000
   102  775.81    2.327   14.83   82.0    1.7582    0.0227    0.82   40.00    4.50   36.99    0.4700   -1.30580   36.75750 9000.000
   104  775.03    2.336   14.87   81.0    1.7991    0.0232    0.83   38.00    4.50   36.99    0.4800   -1.30590   36.75750 9000.000
   106  774.16    2.345   14.86   81.0    1.7583    0.0227    0.85   37.00    4.40   37.01    0.4700   -1.30590   36.75740 9000.000
   108  773.23    2.355   14.79   81.0    1.7583    0.0227    0.87   36.00    4.30   37.01    0.4700   -1.30600   36.75730 9000.000
   110  772.40    2.365   14.71   82.0    1.7583    0.0228    0.88   35.00    4.20   37.01    0.4700   -1.30620   36.75720 9000.000
   112  771.56    2.374   14.62   82.0    1.7584    0.0228    0.90   34.00    4.10   37.02    0.4700   -1.30630   36.75720 9000.000
   114  770.71    2.383   14.53   82.0    1.7583    0.0228    0.91   34.00    4.00   37.01    0.4700   -1.30640   36.75720 9000.000
   116  769.95    2.392   14.41   84.0    1.7584    0.0228    0.93   34.00    3.90   37.02    0.4700   -1.30640   36.75720 9000.000
   118  769.22    2.400   14.31   85.0    1.7584    0.0229    0.94   34.00    3.80   37.02    0.4700   -1.30640   36.75720 9000.000
   120  768.36    2.409   14.14   86.0    1.7175    0.0224    0.95   35.00    3.70   37.02    0.4600   -1.30650   36.75710 9000.000
   122  767.48    2.419   14.01   88.0    1.7176    0.0224    0.97   36.00    3.60   37.03    0.4600   -1.30650   36.75710 9000.000
   124  766.50    2.430   13.93   88.0    1.7176    0.0224    0.99   37.00    3.50   37.04    0.4600   -1.30650   36.75700 9000.000
   126  765.41    2.442   13.82   89.0    1.7177    0.0224    1.01   39.00    3.40   37.05    0.4600   -1.30650   36.75700 9000.000
   128  764.29    2.454   13.75   90.0    1.7177    0.0225    1.03   40.00    3.30   37.05    0.4600   -1.30650   36.75700 9000.000
   130  763.21    2.466   13.69   91.0    1.7177    0.0225    1.04   41.00    3.30   37.05    0.4600   -1.30660   36.75700 9000.000
   132  762.46    2.474   13.63   92.0    1.7177    0.0225    1.06   43.00    3.20   37.05    0.4600   -1.30670   36.75700 9000.000
   134  761.81    2.481   13.56   92.0    1.7177    0.0225    1.07   43.00    3.20   37.06    0.4600   -1.30680   36.75680 9000.000
   136  761.00    2.490   13.50   92.0    1.7179    0.0226    1.08   44.00    3.20   37.08    0.4600   -1.30690   36.75680 9000.000
   138  760.16    2.500   13.44   92.0    1.7588    0.0231    1.10   44.00    3.20   37.09    0.4700   -1.30690   36.75670 9000.000
   140  759.33    2.509   13.45   92.0    1.7588    0.0232    1.11   44.00    3.20   37.10    0.4700   -1.30690   36.75660 9000.000
   142  758.48    2.519   13.44   92.0    1.7588    0.0232    1.13   43.00    3.20   37.10    0.4700   -1.30690   36.75660 9000.000
   144  757.64    2.528   13.41   92.0    1.7588    0.0232    1.15   42.00    3.30   37.10    0.4700   -1.30690   36.75660 9000.000
   146  756.72    2.538   13.34   91.0    1.7589    0.0232    1.16   40.00    3.30   37.11    0.4700   -1.30700   36.75670 9000.000
   148  755.64    2.550   13.11   90.0    1.7589    0.0233    1.18   38.00    3.40   37.11    0.4700   -1.30700   36.75670 9000.000
   150  754.63    2.562   12.92   90.0    1.7589    0.0233    1.20   36.00    3.50   37.11    0.4700   -1.30700   36.75660 9000.000
   152  753.81    2.571   12.93   91.0    1.7589    0.0233    1.22   34.00    3.70   37.11    0.4700   -1.30700   36.75650 9000.000
   154  753.09    2.579   13.00   91.0    1.7590    0.0234    1.23   31.00    3.80   37.13    0.4700   -1.30710   36.75640 9000.000
   156  752.23    2.588   12.87   90.0    1.7182    0.0228    1.24   29.00    4.00   37.14    0.4600   -1.30720   36.75630 9000.000
   158  751.29    2.599   12.68   90.0    1.7182    0.0229    1.26   27.00    4.20   37.15    0.4600   -1.30730   36.75630 9000.000
   160  750.40    2.609   12.50   91.0    1.7182    0.0229    1.28   25.00    4.30   37.15    0.4600   -1.30740   36.75630 9000.000
   162  749.48    2.619   12.32   89.0    1.7182    0.0229    1.29   23.00    4.50   37.15    0.4600   -1.30750   36.75630 9000.000
   164  748.46    2.631   12.12   86.0    1.7183    0.0230    1.31   21.00    4.70   37.17    0.4600   -1.30760   36.75630 9000.000
   166  747.25    2.644   12.03   84.0    1.7184    0.0230    1.33   20.00    4.90   37.18    0.4600   -1.30760   36.75630 9000.000
   168  746.01    2.658   12.10   84.0    1.7184    0.0230    1.36   19.00    5.00   37.18    0.4600   -1.30770   36.75630 9000.000
   170  744.77    2.672   12.19   83.0    1.6774    0.0225    1.38   18.00    5.20   37.16    0.4500   -1.30770   36.75620 9000.000
   172  743.60    2.685   12.31   82.0    1.6774    0.0226    1.40   17.00    5.30   37.17    0.4500   -1.30780   36.75610 9000.000
   174  742.76    2.695   12.42   83.0    1.6774    0.0226    1.42   16.00    5.40   37.17    0.4500   -1.30800   36.75610 9000.000
   176  742.19    2.701   12.47   82.0    1.5956    0.0215    1.43   16.00    5.50   37.17    0.4300   -1.30810   36.75610 9000.000
   178  741.52    2.709   12.48   81.0    1.5957    0.0215    1.44   16.00    5.50   37.18    0.4300   -1.30820   36.75610 9000.000
   180  740.63    2.719   12.44   80.0    1.5957    0.0215    1.45   16.00    5.50   37.18    0.4300   -1.30830   36.75610 9000.000
   182  739.71    2.729   12.41   80.0    1.5957    0.0216    1.47   16.00    5.50   37.18    0.4300   -1.30840   36.75610 9000.000
   184  738.73    2.741   12.44   80.0    1.5957    0.0216    1.48   17.00    5.50   37.20    0.4300   -1.30860   36.75600 9000.000
   186  737.60    2.753   12.38   79.0    1.5549    0.0211    1.50   18.00    5.40   37.21    0.4200   -1.30870   36.75600 9000.000
   188  736.55    2.765   12.28   79.0    1.5548    0.0211    1.52   20.00    5.30   37.20    0.4200   -1.30880   36.75590 9000.000
   190  735.73    2.775   12.24   78.0    1.5549    0.0211    1.53   22.00    5.20   37.21    0.4200   -1.30880   36.75590 9000.000
   192  734.92    2.784   12.19   78.0    1.5140    0.0206    1.55   24.00    5.10   37.23    0.4100   -1.30880   36.75590 9000.000
   194  734.06    2.794   12.13   78.0    1.5141    0.0206    1.56   26.00    4.90   37.24    0.4100   -1.30890   36.75590 9000.000
   196  733.26    2.803   12.07   78.0    1.5141    0.0206    1.57   29.00    4.80   37.24    0.4100   -1.30900   36.75590 9000.000
   198  732.47    2.812   12.00   78.0    1.5141    0.0207    1.59   32.00    4.70   37.25    0.4100   -1.30920   36.75590 9000.000
   200  731.63    2.822   11.97   77.0    1.5142    0.0207    1.60   35.00    4.50   37.26    0.4100   -1.30930   36.75580 9000.000
   202  730.78    2.832   12.01   76.0    1.5142    0.0207    1.62   37.00    4.40   37.26    0.4100   -1.30930   36.75570 9000.000
   204  730.00    2.840   12.03   74.0    1.5142    0.0207    1.63   39.00    4.30   37.26    0.4100   -1.30930   36.75560 9000.000
   206  729.19    2.850   11.97   74.0    1.4733    0.0202    1.64   41.00    4.20   37.27    0.4000   -1.30940   36.75560 9000.000
   208  728.29    2.860   11.90   75.0    1.4733    0.0202    1.66   41.00    4.10   37.27    0.4000   -1.30940   36.75550 9000.000
   210  727.49    2.869   11.89   74.0    1.4733    0.0203    1.67   41.00    4.00   37.27    0.4000   -1.30940   36.75540 9000.000
   212  726.75    2.878   11.88   73.0    1.4734    0.0203    1.68   40.00    4.00   37.28    0.4000   -1.30950   36.75530 9000.000
   214  725.94    2.887   11.81   73.0    1.4734    0.0203    1.69   39.00    4.00   37.29    0.4000   -1.30950   36.75530 9000.000
   216  725.14    2.896   11.72   73.0    1.4735    0.0203    1.71   37.00    4.00   37.30    0.4000   -1.30950   36.75520 9000.000
   218  724.37    2.905   11.66   73.0    1.4735    0.0203    1.72   34.00    4.10   37.30    0.4000   -1.30960   36.75520 9000.000
   220  723.67    2.914   11.58   74.0    1.4736    0.0204    1.73   32.00    4.30   37.32    0.4000   -1.30960   36.75520 9000.000
   222  722.94    2.922   11.48   75.0    1.4736    0.0204    1.74   30.00    4.40   37.32    0.4000   -1.30970   36.75520 9000.000
   224  722.11    2.931   11.36   76.0    1.4326    0.0198    1.75   29.00    4.60   37.32    0.3900   -1.30970   36.75520 9000.000
   226  721.30    2.941   11.33   75.0    1.4327    0.0199    1.77   27.00    4.80   37.33    0.3900   -1.30990   36.75520 9000.000
   228  720.50    2.950   11.34   73.0    1.4327    0.0199    1.78   26.00    5.00   37.34    0.3900   -1.31000   36.75520 9000.000
   230  719.76    2.959   11.28   72.0    1.4327    0.0199    1.79   26.00    5.20   37.34    0.3900   -1.31010   36.75510 9000.000
   232  719.05    2.967   11.14   73.0    1.4328    0.0199    1.80   25.00    5.30   37.35    0.3900   -1.31020   36.75500 9000.000
   234  718.22    2.977   11.00   75.0    1.4328    0.0199    1.82   25.00    5.40   37.35    0.3900   -1.31030   36.75490 9000.000
   236  717.32    2.987   10.90   76.0    1.4328    0.0200    1.83   26.00    5.50   37.36    0.3900   -1.31040   36.75480 9000.000
   238  716.46    2.997   10.83   77.0    1.4328    0.0200    1.84   26.00    5.60   37.36    0.3900   -1.31040   36.75480 9000.000
   240  715.63    3.007   10.79   77.0    1.3919    0.0195    1.86   26.00    5.60   37.37    0.3800   -1.31050   36.75480 9000.000
   242  714.83    3.016   10.77   77.0    1.3920    0.0195    1.87   27.00    5.60   37.38    0.3800   -1.31060   36.75480 9000.000
   244  713.96    3.026   10.69   76.0    1.3920    0.0195    1.88   27.00    5.60   37.38    0.3800   -1.31080   36.75480 9000.000
   246  712.97    3.038   10.55   77.0    1.3920    0.0195    1.90   28.00    5.60   37.38    0.3800   -1.31090   36.75470 9000.000
   248  711.93    3.050   10.44   77.0    1.3920    0.0196    1.91   29.00    5.60   37.39    0.3800   -1.31100   36.75470 9000.000
   250  710.89    3.062   10.40   77.0    1.3921    0.0196    1.93   30.00    5.60   37.40    0.3800   -1.31100   36.75460 9000.000
   252  709.83    3.075   10.42   75.0    1.3921    0.0196    1.95   32.00    5.60   37.41    0.3800   -1.31100   36.75450 9000.000
   254  708.87    3.086   10.49   73.0    1.3921    0.0196    1.96   33.00    5.60   37.42    0.3800   -1.31110   36.75450 9000.000
   256  708.03    3.096   10.53   73.0    1.3922    0.0197    1.97   34.00    5.50   37.43    0.3800   -1.31120   36.75450 9000.000
   258  707.26    3.105   10.51   72.0    1.3922    0.0197    1.99   36.00    5.50   37.42    0.3800   -1.31140   36.75450 9000.000
   260  706.53    3.114   10.43   72.0    1.3922    0.0197    2.00   38.00    5.40   37.44    0.3800   -1.31150   36.75440 9000.000
   262  705.73    3.123   10.29   72.0    1.3922    0.0197    2.01   39.00    5.30   37.43    0.3800   -1.31160   36.75420 9000.000
   264  704.94    3.132   10.16   73.0    1.3922    0.0197    2.02   40.00    5.30   37.43    0.3800   -1.31160   36.75420 9000.000
   266  704.18    3.141   10.14   73.0    1.3513    0.0192    2.03   41.00    5.20   37.44    0.3700   -1.31170   36.75410 9000.000
   268  703.50    3.150   10.15   74.0    1.3514    0.0192    2.04   42.00    5.10   37.46    0.3700   -1.31170   36.75410 9000.000
   270  702.72    3.159   10.03   74.0    1.3514    0.0192    2.06   43.00    5.00   37.46    0.3700   -1.31180   36.75400 9000.000
   272  701.88    3.169    9.85   75.0    1.3514    0.0193    2.07   43.00    5.00   37.46    0.3700   -1.31180   36.75400 9000.000
   274  700.92    3.180    9.76   76.0    1.3514    0.0193    2.08   43.00    4.90   37.46    0.3700   -1.31180   36.75390 9000.000
   276  699.76    3.194    9.63   76.0    1.3514    0.0193    2.10   42.00    4.90   37.46    0.3700   -1.31190   36.75380 9000.000
   278  698.46    3.209    9.50   76.0    1.3515    0.0194    2.12   42.00    4.90   37.49    0.3700   -1.31200   36.75370 9000.000
   280  697.22    3.224    9.43   76.0    1.3515    0.0194    2.14   41.00    4.90   37.50    0.3700   -1.31210   36.75370 9000.000
   282  696.15    3.237    9.39   76.0    1.3105    0.0188    2.16   40.00    5.00   37.49    0.3600   -1.31220   36.75360 9000.000
   284  695.33    3.247    9.41   75.0    1.3105    0.0188    2.17   39.00    5.00   37.49    0.3600   -1.31220   36.75370 9000.000
   286  694.45    3.257    9.32   75.0    1.3105    0.0189    2.18   37.00    5.10   37.49    0.3600   -1.31220   36.75360 9000.000
   288  693.51    3.269    9.17   76.0    1.3105    0.0189    2.20   36.00    5.10   37.47    0.3600   -1.31230   36.75360 9000.000
   290  692.69    3.278    9.13   75.0    1.3104    0.0189    2.21   35.00    5.20   37.46    0.3600   -1.31240   36.75340 9000.000
   292  691.97    3.287    9.08   75.0    1.3105    0.0189    2.22   34.00    5.30   37.47    0.3600   -1.31250   36.75330 9000.000
   294  691.15    3.297    8.88   75.0    1.3105    0.0190    2.23   32.00    5.30   37.47    0.3600   -1.31260   36.75320 9000.000
   296  690.23    3.308    8.73   76.0    1.2695    0.0184    2.24   31.00    5.40   37.47    0.3500   -1.31270   36.75320 9000.000
   298  689.31    3.319    8.65   77.0    1.3106    0.0190    2.26   29.00    5.40   37.49    0.3600   -1.31290   36.75320 9000.000
   300  688.48    3.329    8.65   77.0    1.3106    0.0190    2.27   28.00    5.40   37.49    0.3600   -1.31290   36.75320 9000.000
   302  687.80    3.337    8.62   77.0    1.3106    0.0191    2.28   26.00    5.50   37.50    0.3600   -1.31290   36.75320 9000.000
   304  687.04    3.346    8.50   77.0    1.3106    0.0191    2.29   25.00    5.50   37.50    0.3600   -1.31290   36.75310 9000.000
   306  686.12    3.357    8.35   78.0    1.3107    0.0191    2.31   23.00    5.50   37.53    0.3600   -1.31300   36.75310 9000.000
   308  685.27    3.368    8.27   78.0    1.3107    0.0191    2.32   22.00    5.50   37.53    0.3600   -1.31310   36.75300 9000.000
   310  684.54    3.376    8.32   77.0    1.3107    0.0191    2.33   21.00    5.60   37.53    0.3600   -1.31330   36.75290 9000.000
   312  683.82    3.385    8.37   75.0    1.3108    0.0192    2.34   21.00    5.60   37.54    0.3600   -1.31340   36.75290 9000.000
   314  683.07    3.394    8.36   75.0    1.3108    0.0192    2.35   20.00    5.60   37.54    0.3600   -1.31360   36.75290 9000.000
   316  682.31    3.403    8.34   74.0    1.3108    0.0192    2.36   20.00    5.70   37.54    0.3600   -1.31370   36.75290 9000.000
   318  681.48    3.414    8.31   74.0    1.3108    0.0192    2.38   21.00    5.80   37.55    0.3600   -1.31380   36.75290 9000.000
   320  680.73    3.423    8.37   72.0    1.2699    0.0187    2.39   22.00    5.90   37.56    0.3500   -1.31380   36.75280 9000.000
   322  680.14    3.430    8.39   69.0    1.2699    0.0187    2.40   23.00    6.00   37.55    0.3500   -1.31390   36.75280 9000.000
   324  679.57    3.437    8.31   68.0    1.2699    0.0187    2.40   24.00    6.20   37.56    0.3500   -1.31390   36.75280 9000.000
   326  678.83    3.446    8.17   69.0    1.2699    0.0187    2.41   25.00    6.40   37.57    0.3500   -1.31400   36.75280 9000.000
   328  677.94    3.457    8.07   69.0    1.2699    0.0187    2.43   27.00    6.60   37.58    0.3500   -1.31410   36.75280 9000.000
   330  677.05    3.467    8.06   69.0    1.2700    0.0188    2.44   28.00    6.80   37.59    0.3500   -1.31430   36.75270 9000.000
   332  676.23    3.477    8.13   67.0    1.2700    0.0188    2.45   29.00    7.00   37.60    0.3500   -1.31440   36.75260 9000.000
   334  675.56    3.486    8.14   64.0    1.2700    0.0188    2.46   30.00    7.20   37.60    0.3500   -1.31460   36.75250 9000.000
   336  674.94    3.493    8.05   63.0    1.2291    0.0182    2.47   30.00    7.40   37.61    0.3400   -1.31470   36.75230 9000.000
   338  674.18    3.503    7.90   63.0    1.2291    0.0182    2.48   31.00    7.50   37.62    0.3400   -1.31480   36.75220 9000.000
   340  673.40    3.512    7.81   64.0    1.2291    0.0183    2.49   31.00    7.70   37.62    0.3400   -1.31490   36.75220 9000.000
   342  672.54    3.523    7.75   65.0    1.2292    0.0183    2.51   32.00    7.70   37.63    0.3400   -1.31490   36.75220 9000.000
   344  671.61    3.534    7.67   65.0    1.2292    0.0183    2.52   32.00    7.80   37.63    0.3400   -1.31510   36.75210 9000.000
   346  670.77    3.544    7.73   65.0    1.2292    0.0183    2.53   32.00    7.80   37.64    0.3400   -1.31520   36.75210 9000.000
   348  670.10    3.553    7.84   63.0    1.1883    0.0177    2.54   32.00    7.70   37.64    0.3300   -1.31540   36.75200 9000.000
   350  669.38    3.562    7.89   61.0    1.1883    0.0178    2.55   32.00    7.60   37.65    0.3300   -1.31550   36.75190 9000.000
   352  668.61    3.571    7.85   61.0    1.1883    0.0178    2.56   32.00    7.50   37.65    0.3300   -1.31560   36.75170 9000.000
   354  667.69    3.582    7.71   61.0    1.1883    0.0178    2.58   32.00    7.30   37.65    0.3300   -1.31570   36.75170 9000.000
   356  666.69    3.595    7.58   62.0    1.1883    0.0178    2.59   32.00    7.10   37.65    0.3300   -1.31580   36.75160 9000.000
   358  665.71    3.607    7.50   63.0    1.1883    0.0179    2.60   32.00    6.90   37.66    0.3300   -1.31600   36.75150 9000.000
   360  664.81    3.618    7.46   65.0    1.1473    0.0173    2.62   33.00    6.80   37.65    0.3200   -1.31620   36.75150 9000.000
   362  664.15    3.626    7.48   66.0    1.1473    0.0173    2.63   33.00    6.60   37.65    0.3200   -1.31620   36.75150 9000.000
   364  663.46    3.635    7.45   66.0    1.1474    0.0173    2.63   33.00    6.40   37.66    0.3200   -1.31620   36.75140 9000.000
   366  662.77    3.643    7.35   66.0    1.1474    0.0173    2.64   33.00    6.30   37.66    0.3200   -1.31630   36.75130 9000.000
   368  662.02    3.653    7.20   67.0    1.1474    0.0173    2.65   34.00    6.20   37.66    0.3200   -1.31640   36.75120 9000.000
   370  661.20    3.663    7.07   67.0    1.1474    0.0174    2.67   34.00    6.10   37.67    0.3200   -1.31650   36.75110 9000.000
   372  660.36    3.673    6.98   67.0    1.1475    0.0174    2.68   35.00    6.10   37.68    0.3200   -1.31660   36.75110 9000.000
